SF_Id,Name,Object,Field,Before,After,Source,Action,Timestamp
a0BWR0000083yNI2AY,AGR-0691,Agreement__c,*record*,"{""Id"": ""a0BWR0000083yNI2AY"", ""Name"": ""AGR-0691"", ""Opportunity__c"": ""006WR00000wkDvGYAU"", ""Opportunity__r"": {""attributes"": {""type"": ""Opportunity"", ""url"": ""/services/data/v59.0/sobjects/Opportunity/006WR00000wkDvGYAU""}, ""Name"": ""Forest Gate Apartments""}, ""Status__c"": ""Review"", ""Agreement_Type__c"": ""Bulk"", ""Signed_Date__c"": null, ""IronClad_ID__c"": null, ""IronClad_Stage__c"": null, ""CreatedDate"": ""2026-03-24T15:26:15.000+0000"", ""LastModifiedDate"": ""2026-03-24T15:26:15.000+0000"", ""Notes__c"": null}",(would be deleted),TM_review_2026-05-04,DryRun-Delete,2026-05-07T11:48:48.549623
a0BWR0000083yNK2AY,AGR-0693,Agreement__c,*record*,"{""Id"": ""a0BWR0000083yNK2AY"", ""Name"": ""AGR-0693"", ""Opportunity__c"": ""006WR00000wkDvHYAU"", ""Opportunity__r"": {""attributes"": {""type"": ""Opportunity"", ""url"": ""/services/data/v59.0/sobjects/Opportunity/006WR00000wkDvHYAU""}, ""Name"": ""Vanowen Manor II""}, ""Status__c"": ""Review"", ""Agreement_Type__c"": ""EMA"", ""Signed_Date__c"": null, ""IronClad_ID__c"": null, ""IronClad_Stage__c"": null, ""CreatedDate"": ""2026-03-24T15:26:15.000+0000"", ""LastModifiedDate"": ""2026-03-24T15:26:15.000+0000"", ""Notes__c"": null}",(would be deleted),TM_review_2026-05-04,DryRun-Delete,2026-05-07T11:48:48.549623
a0BWR0000083yNL2AY,AGR-0694,Agreement__c,*record*,"{""Id"": ""a0BWR0000083yNL2AY"", ""Name"": ""AGR-0694"", ""Opportunity__c"": ""006WR00000wkDvHYAU"", ""Opportunity__r"": {""attributes"": {""type"": ""Opportunity"", ""url"": ""/services/data/v59.0/sobjects/Opportunity/006WR00000wkDvHYAU""}, ""Name"": ""Vanowen Manor II""}, ""Status__c"": ""Review"", ""Agreement_Type__c"": ""Bulk"", ""Signed_Date__c"": null, ""IronClad_ID__c"": null, ""IronClad_Stage__c"": null, ""CreatedDate"": ""2026-03-24T15:26:15.000+0000"", ""LastModifiedDate"": ""2026-03-24T15:26:15.000+0000"", ""Notes__c"": null}",(would be deleted),TM_review_2026-05-04,DryRun-Delete,2026-05-07T11:48:48.549623
a0BWR0000083yNN2AY,AGR-0696,Agreement__c,*record*,"{""Id"": ""a0BWR0000083yNN2AY"", ""Name"": ""AGR-0696"", ""Opportunity__c"": ""006WR00000wkDvIYAU"", ""Opportunity__r"": {""attributes"": {""type"": ""Opportunity"", ""url"": ""/services/data/v59.0/sobjects/Opportunity/006WR00000wkDvIYAU""}, ""Name"": ""Alameda Palms""}, ""Status__c"": ""Review"", ""Agreement_Type__c"": ""EMA"", ""Signed_Date__c"": null, ""IronClad_ID__c"": null, ""IronClad_Stage__c"": null, ""CreatedDate"": ""2026-03-24T15:26:15.000+0000"", ""LastModifiedDate"": ""2026-03-24T15:26:15.000+0000"", ""Notes__c"": null}",(would be deleted),TM_review_2026-05-04,DryRun-Delete,2026-05-07T11:48:48.549623
a0BWR0000083yNO2AY,AGR-0697,Agreement__c,*record*,"{""Id"": ""a0BWR0000083yNO2AY"", ""Name"": ""AGR-0697"", ""Opportunity__c"": ""006WR00000wkDvIYAU"", ""Opportunity__r"": {""attributes"": {""type"": ""Opportunity"", ""url"": ""/services/data/v59.0/sobjects/Opportunity/006WR00000wkDvIYAU""}, ""Name"": ""Alameda Palms""}, ""Status__c"": ""Review"", ""Agreement_Type__c"": ""Bulk"", ""Signed_Date__c"": null, ""IronClad_ID__c"": null, ""IronClad_Stage__c"": null, ""CreatedDate"": ""2026-03-24T15:26:15.000+0000"", ""LastModifiedDate"": ""2026-03-24T15:26:15.000+0000"", ""Notes__c"": null}",(would be deleted),TM_review_2026-05-04,DryRun-Delete,2026-05-07T11:48:48.549623
a0BWR0000083yNQ2AY,AGR-0699,Agreement__c,*record*,"{""Id"": ""a0BWR0000083yNQ2AY"", ""Name"": ""AGR-0699"", ""Opportunity__c"": ""006WR00000wkEZdYAM"", ""Opportunity__r"": {""attributes"": {""type"": ""Opportunity"", ""url"": ""/services/data/v59.0/sobjects/Opportunity/006WR00000wkEZdYAM""}, ""Name"": ""Strathmore Terrace""}, ""Status__c"": ""Review"", ""Agreement_Type__c"": ""EMA"", ""Signed_Date__c"": null, ""IronClad_ID__c"": null, ""IronClad_Stage__c"": null, ""CreatedDate"": ""2026-03-24T15:26:15.000+0000"", ""LastModifiedDate"": ""2026-03-24T15:26:15.000+0000"", ""Notes__c"": null}",(would be deleted),TM_review_2026-05-04,DryRun-Delete,2026-05-07T11:48:48.549623
a0BWR0000083yNR2AY,AGR-0700,Agreement__c,*record*,"{""Id"": ""a0BWR0000083yNR2AY"", ""Name"": ""AGR-0700"", ""Opportunity__c"": ""006WR00000wkEZdYAM"", ""Opportunity__r"": {""attributes"": {""type"": ""Opportunity"", ""url"": ""/services/data/v59.0/sobjects/Opportunity/006WR00000wkEZdYAM""}, ""Name"": ""Strathmore Terrace""}, ""Status__c"": ""Review"", ""Agreement_Type__c"": ""Bulk"", ""Signed_Date__c"": null, ""IronClad_ID__c"": null, ""IronClad_Stage__c"": null, ""CreatedDate"": ""2026-03-24T15:26:15.000+0000"", ""LastModifiedDate"": ""2026-03-24T15:26:15.000+0000"", ""Notes__c"": null}",(would be deleted),TM_review_2026-05-04,DryRun-Delete,2026-05-07T11:48:48.549623
a0BWR0000083yNT2AY,AGR-0702,Agreement__c,*record*,"{""Id"": ""a0BWR0000083yNT2AY"", ""Name"": ""AGR-0702"", ""Opportunity__c"": ""006WR00000wkEZeYAM"", ""Opportunity__r"": {""attributes"": {""type"": ""Opportunity"", ""url"": ""/services/data/v59.0/sobjects/Opportunity/006WR00000wkEZeYAM""}, ""Name"": ""Heritage Park""}, ""Status__c"": ""Review"", ""Agreement_Type__c"": ""EMA"", ""Signed_Date__c"": null, ""IronClad_ID__c"": null, ""IronClad_Stage__c"": null, ""CreatedDate"": ""2026-03-24T15:26:15.000+0000"", ""LastModifiedDate"": ""2026-03-24T15:26:15.000+0000"", ""Notes__c"": null}",(would be deleted),TM_review_2026-05-04,DryRun-Delete,2026-05-07T11:48:48.549623
a0BWR0000083yNU2AY,AGR-0703,Agreement__c,*record*,"{""Id"": ""a0BWR0000083yNU2AY"", ""Name"": ""AGR-0703"", ""Opportunity__c"": ""006WR00000wkEZeYAM"", ""Opportunity__r"": {""attributes"": {""type"": ""Opportunity"", ""url"": ""/services/data/v59.0/sobjects/Opportunity/006WR00000wkEZeYAM""}, ""Name"": ""Heritage Park""}, ""Status__c"": ""Review"", ""Agreement_Type__c"": ""Bulk"", ""Signed_Date__c"": null, ""IronClad_ID__c"": null, ""IronClad_Stage__c"": null, ""CreatedDate"": ""2026-03-24T15:26:15.000+0000"", ""LastModifiedDate"": ""2026-03-24T15:26:15.000+0000"", ""Notes__c"": null}",(would be deleted),TM_review_2026-05-04,DryRun-Delete,2026-05-07T11:48:48.549623
a0BWR0000083yNW2AY,AGR-0705,Agreement__c,*record*,"{""Id"": ""a0BWR0000083yNW2AY"", ""Name"": ""AGR-0705"", ""Opportunity__c"": ""006WR00000wkEZfYAM"", ""Opportunity__r"": {""attributes"": {""type"": ""Opportunity"", ""url"": ""/services/data/v59.0/sobjects/Opportunity/006WR00000wkEZfYAM""}, ""Name"": ""Crenshaw Terrace Apartments""}, ""Status__c"": ""Review"", ""Agreement_Type__c"": ""EMA"", ""Signed_Date__c"": null, ""IronClad_ID__c"": null, ""IronClad_Stage__c"": null, ""CreatedDate"": ""2026-03-24T15:26:15.000+0000"", ""LastModifiedDate"": ""2026-03-24T15:26:15.000+0000"", ""Notes__c"": null}",(would be deleted),TM_review_2026-05-04,DryRun-Delete,2026-05-07T11:48:48.549623
a0BWR0000083yNX2AY,AGR-0706,Agreement__c,*record*,"{""Id"": ""a0BWR0000083yNX2AY"", ""Name"": ""AGR-0706"", ""Opportunity__c"": ""006WR00000wkEZfYAM"", ""Opportunity__r"": {""attributes"": {""type"": ""Opportunity"", ""url"": ""/services/data/v59.0/sobjects/Opportunity/006WR00000wkEZfYAM""}, ""Name"": ""Crenshaw Terrace Apartments""}, ""Status__c"": ""Review"", ""Agreement_Type__c"": ""Bulk"", ""Signed_Date__c"": null, ""IronClad_ID__c"": null, ""IronClad_Stage__c"": null, ""CreatedDate"": ""2026-03-24T15:26:15.000+0000"", ""LastModifiedDate"": ""2026-03-24T15:26:15.000+0000"", ""Notes__c"": null}",(would be deleted),TM_review_2026-05-04,DryRun-Delete,2026-05-07T11:48:48.549623
a0BWR0000083yNZ2AY,AGR-0708,Agreement__c,*record*,"{""Id"": ""a0BWR0000083yNZ2AY"", ""Name"": ""AGR-0708"", ""Opportunity__c"": ""006WR00000wkEZgYAM"", ""Opportunity__r"": {""attributes"": {""type"": ""Opportunity"", ""url"": ""/services/data/v59.0/sobjects/Opportunity/006WR00000wkEZgYAM""}, ""Name"": ""University Courtyards Apartments""}, ""Status__c"": ""Review"", ""Agreement_Type__c"": ""EMA"", ""Signed_Date__c"": null, ""IronClad_ID__c"": null, ""IronClad_Stage__c"": null, ""CreatedDate"": ""2026-03-24T15:26:15.000+0000"", ""LastModifiedDate"": ""2026-03-24T15:26:15.000+0000"", ""Notes__c"": null}",(would be deleted),TM_review_2026-05-04,DryRun-Delete,2026-05-07T11:48:48.549623
a0BWR0000083yNa2AI,AGR-0709,Agreement__c,*record*,"{""Id"": ""a0BWR0000083yNa2AI"", ""Name"": ""AGR-0709"", ""Opportunity__c"": ""006WR00000wkEZgYAM"", ""Opportunity__r"": {""attributes"": {""type"": ""Opportunity"", ""url"": ""/services/data/v59.0/sobjects/Opportunity/006WR00000wkEZgYAM""}, ""Name"": ""University Courtyards Apartments""}, ""Status__c"": ""Review"", ""Agreement_Type__c"": ""Bulk"", ""Signed_Date__c"": null, ""IronClad_ID__c"": null, ""IronClad_Stage__c"": null, ""CreatedDate"": ""2026-03-24T15:26:15.000+0000"", ""LastModifiedDate"": ""2026-03-24T15:26:15.000+0000"", ""Notes__c"": null}",(would be deleted),TM_review_2026-05-04,DryRun-Delete,2026-05-07T11:48:48.549623
a0BWR0000083yNc2AI,AGR-0711,Agreement__c,*record*,"{""Id"": ""a0BWR0000083yNc2AI"", ""Name"": ""AGR-0711"", ""Opportunity__c"": ""006WR00000wkEZhYAM"", ""Opportunity__r"": {""attributes"": {""type"": ""Opportunity"", ""url"": ""/services/data/v59.0/sobjects/Opportunity/006WR00000wkEZhYAM""}, ""Name"": ""Leimert Park""}, ""Status__c"": ""Review"", ""Agreement_Type__c"": ""EMA"", ""Signed_Date__c"": null, ""IronClad_ID__c"": null, ""IronClad_Stage__c"": null, ""CreatedDate"": ""2026-03-24T15:26:15.000+0000"", ""LastModifiedDate"": ""2026-03-24T15:26:15.000+0000"", ""Notes__c"": null}",(would be deleted),TM_review_2026-05-04,DryRun-Delete,2026-05-07T11:48:48.549623
a0BWR0000083yNd2AI,AGR-0712,Agreement__c,*record*,"{""Id"": ""a0BWR0000083yNd2AI"", ""Name"": ""AGR-0712"", ""Opportunity__c"": ""006WR00000wkEZhYAM"", ""Opportunity__r"": {""attributes"": {""type"": ""Opportunity"", ""url"": ""/services/data/v59.0/sobjects/Opportunity/006WR00000wkEZhYAM""}, ""Name"": ""Leimert Park""}, ""Status__c"": ""Review"", ""Agreement_Type__c"": ""Bulk"", ""Signed_Date__c"": null, ""IronClad_ID__c"": null, ""IronClad_Stage__c"": null, ""CreatedDate"": ""2026-03-24T15:26:15.000+0000"", ""LastModifiedDate"": ""2026-03-24T15:26:15.000+0000"", ""Notes__c"": null}",(would be deleted),TM_review_2026-05-04,DryRun-Delete,2026-05-07T11:48:48.549623
a0BWR0000083yNf2AI,AGR-0714,Agreement__c,*record*,"{""Id"": ""a0BWR0000083yNf2AI"", ""Name"": ""AGR-0714"", ""Opportunity__c"": ""006WR00000wkEZiYAM"", ""Opportunity__r"": {""attributes"": {""type"": ""Opportunity"", ""url"": ""/services/data/v59.0/sobjects/Opportunity/006WR00000wkEZiYAM""}, ""Name"": ""Saratoga Apartments""}, ""Status__c"": ""Review"", ""Agreement_Type__c"": ""EMA"", ""Signed_Date__c"": null, ""IronClad_ID__c"": null, ""IronClad_Stage__c"": null, ""CreatedDate"": ""2026-03-24T15:26:15.000+0000"", ""LastModifiedDate"": ""2026-03-24T15:26:15.000+0000"", ""Notes__c"": null}",(would be deleted),TM_review_2026-05-04,DryRun-Delete,2026-05-07T11:48:48.549623
a0BWR0000083yNg2AI,AGR-0715,Agreement__c,*record*,"{""Id"": ""a0BWR0000083yNg2AI"", ""Name"": ""AGR-0715"", ""Opportunity__c"": ""006WR00000wkEZiYAM"", ""Opportunity__r"": {""attributes"": {""type"": ""Opportunity"", ""url"": ""/services/data/v59.0/sobjects/Opportunity/006WR00000wkEZiYAM""}, ""Name"": ""Saratoga Apartments""}, ""Status__c"": ""Review"", ""Agreement_Type__c"": ""Bulk"", ""Signed_Date__c"": null, ""IronClad_ID__c"": null, ""IronClad_Stage__c"": null, ""CreatedDate"": ""2026-03-24T15:26:15.000+0000"", ""LastModifiedDate"": ""2026-03-24T15:26:15.000+0000"", ""Notes__c"": null}",(would be deleted),TM_review_2026-05-04,DryRun-Delete,2026-05-07T11:48:48.549623
a0BWR0000083yNi2AI,AGR-0717,Agreement__c,*record*,"{""Id"": ""a0BWR0000083yNi2AI"", ""Name"": ""AGR-0717"", ""Opportunity__c"": ""006WR00000wkEZjYAM"", ""Opportunity__r"": {""attributes"": {""type"": ""Opportunity"", ""url"": ""/services/data/v59.0/sobjects/Opportunity/006WR00000wkEZjYAM""}, ""Name"": ""Ladera Apartments""}, ""Status__c"": ""Review"", ""Agreement_Type__c"": ""EMA"", ""Signed_Date__c"": null, ""IronClad_ID__c"": null, ""IronClad_Stage__c"": null, ""CreatedDate"": ""2026-03-24T15:26:15.000+0000"", ""LastModifiedDate"": ""2026-03-24T15:26:15.000+0000"", ""Notes__c"": null}",(would be deleted),TM_review_2026-05-04,DryRun-Delete,2026-05-07T11:48:48.549623
a0BWR0000083yNj2AI,AGR-0718,Agreement__c,*record*,"{""Id"": ""a0BWR0000083yNj2AI"", ""Name"": ""AGR-0718"", ""Opportunity__c"": ""006WR00000wkEZjYAM"", ""Opportunity__r"": {""attributes"": {""type"": ""Opportunity"", ""url"": ""/services/data/v59.0/sobjects/Opportunity/006WR00000wkEZjYAM""}, ""Name"": ""Ladera Apartments""}, ""Status__c"": ""Review"", ""Agreement_Type__c"": ""Bulk"", ""Signed_Date__c"": null, ""IronClad_ID__c"": null, ""IronClad_Stage__c"": null, ""CreatedDate"": ""2026-03-24T15:26:15.000+0000"", ""LastModifiedDate"": ""2026-03-24T15:26:15.000+0000"", ""Notes__c"": null}",(would be deleted),TM_review_2026-05-04,DryRun-Delete,2026-05-07T11:48:48.549623
a0BWR0000083yNl2AI,AGR-0720,Agreement__c,*record*,"{""Id"": ""a0BWR0000083yNl2AI"", ""Name"": ""AGR-0720"", ""Opportunity__c"": ""006WR00000wkEZkYAM"", ""Opportunity__r"": {""attributes"": {""type"": ""Opportunity"", ""url"": ""/services/data/v59.0/sobjects/Opportunity/006WR00000wkEZkYAM""}, ""Name"": ""The Oaks Apartments""}, ""Status__c"": ""Review"", ""Agreement_Type__c"": ""EMA"", ""Signed_Date__c"": null, ""IronClad_ID__c"": null, ""IronClad_Stage__c"": null, ""CreatedDate"": ""2026-03-24T15:26:15.000+0000"", ""LastModifiedDate"": ""2026-03-24T15:26:15.000+0000"", ""Notes__c"": null}",(would be deleted),TM_review_2026-05-04,DryRun-Delete,2026-05-07T11:48:48.549623
a0BWR0000083yNm2AI,AGR-0721,Agreement__c,*record*,"{""Id"": ""a0BWR0000083yNm2AI"", ""Name"": ""AGR-0721"", ""Opportunity__c"": ""006WR00000wkEZkYAM"", ""Opportunity__r"": {""attributes"": {""type"": ""Opportunity"", ""url"": ""/services/data/v59.0/sobjects/Opportunity/006WR00000wkEZkYAM""}, ""Name"": ""The Oaks Apartments""}, ""Status__c"": ""Review"", ""Agreement_Type__c"": ""Bulk"", ""Signed_Date__c"": null, ""IronClad_ID__c"": null, ""IronClad_Stage__c"": null, ""CreatedDate"": ""2026-03-24T15:26:15.000+0000"", ""LastModifiedDate"": ""2026-03-24T15:26:15.000+0000"", ""Notes__c"": null}",(would be deleted),TM_review_2026-05-04,DryRun-Delete,2026-05-07T11:48:48.549623
a0BWR0000083yNo2AI,AGR-0723,Agreement__c,*record*,"{""Id"": ""a0BWR0000083yNo2AI"", ""Name"": ""AGR-0723"", ""Opportunity__c"": ""006WR00000wkEZlYAM"", ""Opportunity__r"": {""attributes"": {""type"": ""Opportunity"", ""url"": ""/services/data/v59.0/sobjects/Opportunity/006WR00000wkEZlYAM""}, ""Name"": ""Fallbrook View Apartments""}, ""Status__c"": ""Review"", ""Agreement_Type__c"": ""EMA"", ""Signed_Date__c"": null, ""IronClad_ID__c"": null, ""IronClad_Stage__c"": null, ""CreatedDate"": ""2026-03-24T15:26:15.000+0000"", ""LastModifiedDate"": ""2026-03-24T15:26:15.000+0000"", ""Notes__c"": null}",(would be deleted),TM_review_2026-05-04,DryRun-Delete,2026-05-07T11:48:48.549623
a0BWR0000083yNp2AI,AGR-0724,Agreement__c,*record*,"{""Id"": ""a0BWR0000083yNp2AI"", ""Name"": ""AGR-0724"", ""Opportunity__c"": ""006WR00000wkEZlYAM"", ""Opportunity__r"": {""attributes"": {""type"": ""Opportunity"", ""url"": ""/services/data/v59.0/sobjects/Opportunity/006WR00000wkEZlYAM""}, ""Name"": ""Fallbrook View Apartments""}, ""Status__c"": ""Review"", ""Agreement_Type__c"": ""Bulk"", ""Signed_Date__c"": null, ""IronClad_ID__c"": null, ""IronClad_Stage__c"": null, ""CreatedDate"": ""2026-03-24T15:26:15.000+0000"", ""LastModifiedDate"": ""2026-03-24T15:26:15.000+0000"", ""Notes__c"": null}",(would be deleted),TM_review_2026-05-04,DryRun-Delete,2026-05-07T11:48:48.549623
a0BWR0000083yNr2AI,AGR-0726,Agreement__c,*record*,"{""Id"": ""a0BWR0000083yNr2AI"", ""Name"": ""AGR-0726"", ""Opportunity__c"": ""006WR00000wkEZmYAM"", ""Opportunity__r"": {""attributes"": {""type"": ""Opportunity"", ""url"": ""/services/data/v59.0/sobjects/Opportunity/006WR00000wkEZmYAM""}, ""Name"": ""Turnagain Apartments""}, ""Status__c"": ""Review"", ""Agreement_Type__c"": ""EMA"", ""Signed_Date__c"": null, ""IronClad_ID__c"": null, ""IronClad_Stage__c"": null, ""CreatedDate"": ""2026-03-24T15:26:15.000+0000"", ""LastModifiedDate"": ""2026-03-24T15:26:15.000+0000"", ""Notes__c"": null}",(would be deleted),TM_review_2026-05-04,DryRun-Delete,2026-05-07T11:48:48.549623
a0BWR0000083yNs2AI,AGR-0727,Agreement__c,*record*,"{""Id"": ""a0BWR0000083yNs2AI"", ""Name"": ""AGR-0727"", ""Opportunity__c"": ""006WR00000wkEZmYAM"", ""Opportunity__r"": {""attributes"": {""type"": ""Opportunity"", ""url"": ""/services/data/v59.0/sobjects/Opportunity/006WR00000wkEZmYAM""}, ""Name"": ""Turnagain Apartments""}, ""Status__c"": ""Review"", ""Agreement_Type__c"": ""Bulk"", ""Signed_Date__c"": null, ""IronClad_ID__c"": null, ""IronClad_Stage__c"": null, ""CreatedDate"": ""2026-03-24T15:26:15.000+0000"", ""LastModifiedDate"": ""2026-03-24T15:26:15.000+0000"", ""Notes__c"": null}",(would be deleted),TM_review_2026-05-04,DryRun-Delete,2026-05-07T11:48:48.549623
a0BWR0000083yO62AI,AGR-0741,Agreement__c,*record*,"{""Id"": ""a0BWR0000083yO62AI"", ""Name"": ""AGR-0741"", ""Opportunity__c"": ""006WR00000wkEZxYAM"", ""Opportunity__r"": {""attributes"": {""type"": ""Opportunity"", ""url"": ""/services/data/v59.0/sobjects/Opportunity/006WR00000wkEZxYAM""}, ""Name"": ""Villa Park Apartments""}, ""Status__c"": ""Review"", ""Agreement_Type__c"": ""EMA"", ""Signed_Date__c"": null, ""IronClad_ID__c"": null, ""IronClad_Stage__c"": null, ""CreatedDate"": ""2026-03-24T15:26:15.000+0000"", ""LastModifiedDate"": ""2026-03-24T15:26:15.000+0000"", ""Notes__c"": null}",(would be deleted),TM_review_2026-05-04,DryRun-Delete,2026-05-07T11:48:48.549623
a0BWR0000083yO72AI,AGR-0742,Agreement__c,*record*,"{""Id"": ""a0BWR0000083yO72AI"", ""Name"": ""AGR-0742"", ""Opportunity__c"": ""006WR00000wkEZxYAM"", ""Opportunity__r"": {""attributes"": {""type"": ""Opportunity"", ""url"": ""/services/data/v59.0/sobjects/Opportunity/006WR00000wkEZxYAM""}, ""Name"": ""Villa Park Apartments""}, ""Status__c"": ""Review"", ""Agreement_Type__c"": ""Bulk"", ""Signed_Date__c"": null, ""IronClad_ID__c"": null, ""IronClad_Stage__c"": null, ""CreatedDate"": ""2026-03-24T15:26:15.000+0000"", ""LastModifiedDate"": ""2026-03-24T15:26:15.000+0000"", ""Notes__c"": null}",(would be deleted),TM_review_2026-05-04,DryRun-Delete,2026-05-07T11:48:48.549623
a0BWR0000083yOV2AY,AGR-0766,Agreement__c,*record*,"{""Id"": ""a0BWR0000083yOV2AY"", ""Name"": ""AGR-0766"", ""Opportunity__c"": ""006WR00000wkEaHYAU"", ""Opportunity__r"": {""attributes"": {""type"": ""Opportunity"", ""url"": ""/services/data/v59.0/sobjects/Opportunity/006WR00000wkEaHYAU""}, ""Name"": ""Oxnard Terrace Apartments""}, ""Status__c"": ""Review"", ""Agreement_Type__c"": ""EMA"", ""Signed_Date__c"": null, ""IronClad_ID__c"": null, ""IronClad_Stage__c"": null, ""CreatedDate"": ""2026-03-24T15:26:15.000+0000"", ""LastModifiedDate"": ""2026-03-24T15:26:15.000+0000"", ""Notes__c"": null}",(would be deleted),TM_review_2026-05-04,DryRun-Delete,2026-05-07T11:48:48.549623
a0BWR0000083yOW2AY,AGR-0767,Agreement__c,*record*,"{""Id"": ""a0BWR0000083yOW2AY"", ""Name"": ""AGR-0767"", ""Opportunity__c"": ""006WR00000wkEaHYAU"", ""Opportunity__r"": {""attributes"": {""type"": ""Opportunity"", ""url"": ""/services/data/v59.0/sobjects/Opportunity/006WR00000wkEaHYAU""}, ""Name"": ""Oxnard Terrace Apartments""}, ""Status__c"": ""Review"", ""Agreement_Type__c"": ""Bulk"", ""Signed_Date__c"": null, ""IronClad_ID__c"": null, ""IronClad_Stage__c"": null, ""CreatedDate"": ""2026-03-24T15:26:15.000+0000"", ""LastModifiedDate"": ""2026-03-24T15:26:15.000+0000"", ""Notes__c"": null}",(would be deleted),TM_review_2026-05-04,DryRun-Delete,2026-05-07T11:48:48.549623
a0BWR0000083yOY2AY,AGR-0769,Agreement__c,*record*,"{""Id"": ""a0BWR0000083yOY2AY"", ""Name"": ""AGR-0769"", ""Opportunity__c"": ""006WR00000wkEaIYAU"", ""Opportunity__r"": {""attributes"": {""type"": ""Opportunity"", ""url"": ""/services/data/v59.0/sobjects/Opportunity/006WR00000wkEaIYAU""}, ""Name"": ""Vassar Terrace Apartments""}, ""Status__c"": ""Review"", ""Agreement_Type__c"": ""EMA"", ""Signed_Date__c"": null, ""IronClad_ID__c"": null, ""IronClad_Stage__c"": null, ""CreatedDate"": ""2026-03-24T15:26:15.000+0000"", ""LastModifiedDate"": ""2026-03-24T15:26:15.000+0000"", ""Notes__c"": null}",(would be deleted),TM_review_2026-05-04,DryRun-Delete,2026-05-07T11:48:48.549623
a0BWR0000083yOZ2AY,AGR-0770,Agreement__c,*record*,"{""Id"": ""a0BWR0000083yOZ2AY"", ""Name"": ""AGR-0770"", ""Opportunity__c"": ""006WR00000wkEaIYAU"", ""Opportunity__r"": {""attributes"": {""type"": ""Opportunity"", ""url"": ""/services/data/v59.0/sobjects/Opportunity/006WR00000wkEaIYAU""}, ""Name"": ""Vassar Terrace Apartments""}, ""Status__c"": ""Review"", ""Agreement_Type__c"": ""Bulk"", ""Signed_Date__c"": null, ""IronClad_ID__c"": null, ""IronClad_Stage__c"": null, ""CreatedDate"": ""2026-03-24T15:26:15.000+0000"", ""LastModifiedDate"": ""2026-03-24T15:26:15.000+0000"", ""Notes__c"": null}",(would be deleted),TM_review_2026-05-04,DryRun-Delete,2026-05-07T11:48:48.549623
a0BWR0000083yOb2AI,AGR-0772,Agreement__c,*record*,"{""Id"": ""a0BWR0000083yOb2AI"", ""Name"": ""AGR-0772"", ""Opportunity__c"": ""006WR00000wkEaJYAU"", ""Opportunity__r"": {""attributes"": {""type"": ""Opportunity"", ""url"": ""/services/data/v59.0/sobjects/Opportunity/006WR00000wkEaJYAU""}, ""Name"": ""9404 Apartments""}, ""Status__c"": ""Review"", ""Agreement_Type__c"": ""EMA"", ""Signed_Date__c"": null, ""IronClad_ID__c"": null, ""IronClad_Stage__c"": null, ""CreatedDate"": ""2026-03-24T15:26:15.000+0000"", ""LastModifiedDate"": ""2026-03-24T15:26:15.000+0000"", ""Notes__c"": null}",(would be deleted),TM_review_2026-05-04,DryRun-Delete,2026-05-07T11:48:48.549623
a0BWR0000083yOc2AI,AGR-0773,Agreement__c,*record*,"{""Id"": ""a0BWR0000083yOc2AI"", ""Name"": ""AGR-0773"", ""Opportunity__c"": ""006WR00000wkEaJYAU"", ""Opportunity__r"": {""attributes"": {""type"": ""Opportunity"", ""url"": ""/services/data/v59.0/sobjects/Opportunity/006WR00000wkEaJYAU""}, ""Name"": ""9404 Apartments""}, ""Status__c"": ""Review"", ""Agreement_Type__c"": ""Bulk"", ""Signed_Date__c"": null, ""IronClad_ID__c"": null, ""IronClad_Stage__c"": null, ""CreatedDate"": ""2026-03-24T15:26:15.000+0000"", ""LastModifiedDate"": ""2026-03-24T15:26:15.000+0000"", ""Notes__c"": null}",(would be deleted),TM_review_2026-05-04,DryRun-Delete,2026-05-07T11:48:48.549623
a0BWR0000083yOe2AI,AGR-0775,Agreement__c,*record*,"{""Id"": ""a0BWR0000083yOe2AI"", ""Name"": ""AGR-0775"", ""Opportunity__c"": ""006WR00000wkEaKYAU"", ""Opportunity__r"": {""attributes"": {""type"": ""Opportunity"", ""url"": ""/services/data/v59.0/sobjects/Opportunity/006WR00000wkEaKYAU""}, ""Name"": ""Villa Lago Apartments""}, ""Status__c"": ""Review"", ""Agreement_Type__c"": ""EMA"", ""Signed_Date__c"": null, ""IronClad_ID__c"": null, ""IronClad_Stage__c"": null, ""CreatedDate"": ""2026-03-24T15:26:15.000+0000"", ""LastModifiedDate"": ""2026-03-24T15:26:15.000+0000"", ""Notes__c"": null}",(would be deleted),TM_review_2026-05-04,DryRun-Delete,2026-05-07T11:48:48.549623
a0BWR0000083yOf2AI,AGR-0776,Agreement__c,*record*,"{""Id"": ""a0BWR0000083yOf2AI"", ""Name"": ""AGR-0776"", ""Opportunity__c"": ""006WR00000wkEaKYAU"", ""Opportunity__r"": {""attributes"": {""type"": ""Opportunity"", ""url"": ""/services/data/v59.0/sobjects/Opportunity/006WR00000wkEaKYAU""}, ""Name"": ""Villa Lago Apartments""}, ""Status__c"": ""Review"", ""Agreement_Type__c"": ""Bulk"", ""Signed_Date__c"": null, ""IronClad_ID__c"": null, ""IronClad_Stage__c"": null, ""CreatedDate"": ""2026-03-24T15:26:15.000+0000"", ""LastModifiedDate"": ""2026-03-24T15:26:15.000+0000"", ""Notes__c"": null}",(would be deleted),TM_review_2026-05-04,DryRun-Delete,2026-05-07T11:48:48.549623
