SF_Id,Name,Object,Field,Before,After,Source,Action,Timestamp
a0BWR0000083yM82AI,AGR-0619,Agreement__c,*record*,"{""Id"": ""a0BWR0000083yM82AI"", ""Name"": ""AGR-0619"", ""Opportunity__c"": ""006WR00000wkDukYAE"", ""Opportunity__r"": {""attributes"": {""type"": ""Opportunity"", ""url"": ""/services/data/v59.0/sobjects/Opportunity/006WR00000wkDukYAE""}, ""Name"": ""Cimarron Estates""}, ""Status__c"": ""Review"", ""Agreement_Type__c"": ""EMA"", ""Signed_Date__c"": null, ""IronClad_ID__c"": null, ""IronClad_Stage__c"": null, ""CreatedDate"": ""2026-03-24T15:26:05.000+0000"", ""LastModifiedDate"": ""2026-03-24T15:26:05.000+0000"", ""Notes__c"": null}",(would be deleted),TM_review_2026-05-04,DryRun-Delete,2026-05-07T11:48:48.549623
a0BWR0000083yM92AI,AGR-0620,Agreement__c,*record*,"{""Id"": ""a0BWR0000083yM92AI"", ""Name"": ""AGR-0620"", ""Opportunity__c"": ""006WR00000wkDukYAE"", ""Opportunity__r"": {""attributes"": {""type"": ""Opportunity"", ""url"": ""/services/data/v59.0/sobjects/Opportunity/006WR00000wkDukYAE""}, ""Name"": ""Cimarron Estates""}, ""Status__c"": ""Review"", ""Agreement_Type__c"": ""Bulk"", ""Signed_Date__c"": null, ""IronClad_ID__c"": null, ""IronClad_Stage__c"": null, ""CreatedDate"": ""2026-03-24T15:26:05.000+0000"", ""LastModifiedDate"": ""2026-03-24T15:26:05.000+0000"", ""Notes__c"": null}",(would be deleted),TM_review_2026-05-04,DryRun-Delete,2026-05-07T11:48:48.549623
a0BWR0000083yMD2AY,AGR-0624,Agreement__c,*record*,"{""Id"": ""a0BWR0000083yMD2AY"", ""Name"": ""AGR-0624"", ""Opportunity__c"": ""006WR00000wkDumYAE"", ""Opportunity__r"": {""attributes"": {""type"": ""Opportunity"", ""url"": ""/services/data/v59.0/sobjects/Opportunity/006WR00000wkDumYAE""}, ""Name"": ""Misty Ridge""}, ""Status__c"": ""Review"", ""Agreement_Type__c"": ""EMA"", ""Signed_Date__c"": null, ""IronClad_ID__c"": null, ""IronClad_Stage__c"": null, ""CreatedDate"": ""2026-03-24T15:26:05.000+0000"", ""LastModifiedDate"": ""2026-03-24T15:26:05.000+0000"", ""Notes__c"": null}",(would be deleted),TM_review_2026-05-04,DryRun-Delete,2026-05-07T11:48:48.549623
a0BWR0000083yME2AY,AGR-0625,Agreement__c,*record*,"{""Id"": ""a0BWR0000083yME2AY"", ""Name"": ""AGR-0625"", ""Opportunity__c"": ""006WR00000wkDumYAE"", ""Opportunity__r"": {""attributes"": {""type"": ""Opportunity"", ""url"": ""/services/data/v59.0/sobjects/Opportunity/006WR00000wkDumYAE""}, ""Name"": ""Misty Ridge""}, ""Status__c"": ""Review"", ""Agreement_Type__c"": ""Bulk"", ""Signed_Date__c"": null, ""IronClad_ID__c"": null, ""IronClad_Stage__c"": null, ""CreatedDate"": ""2026-03-24T15:26:05.000+0000"", ""LastModifiedDate"": ""2026-03-24T15:26:05.000+0000"", ""Notes__c"": null}",(would be deleted),TM_review_2026-05-04,DryRun-Delete,2026-05-07T11:48:48.549623
a0BWR0000083yMI2AY,AGR-0629,Agreement__c,*record*,"{""Id"": ""a0BWR0000083yMI2AY"", ""Name"": ""AGR-0629"", ""Opportunity__c"": ""006WR00000wkDuoYAE"", ""Opportunity__r"": {""attributes"": {""type"": ""Opportunity"", ""url"": ""/services/data/v59.0/sobjects/Opportunity/006WR00000wkDuoYAE""}, ""Name"": ""Park at Shiloh""}, ""Status__c"": ""Review"", ""Agreement_Type__c"": ""EMA"", ""Signed_Date__c"": null, ""IronClad_ID__c"": null, ""IronClad_Stage__c"": null, ""CreatedDate"": ""2026-03-24T15:26:05.000+0000"", ""LastModifiedDate"": ""2026-03-24T15:26:05.000+0000"", ""Notes__c"": null}",(would be deleted),TM_review_2026-05-04,DryRun-Delete,2026-05-07T11:48:48.549623
a0BWR0000083yMJ2AY,AGR-0630,Agreement__c,*record*,"{""Id"": ""a0BWR0000083yMJ2AY"", ""Name"": ""AGR-0630"", ""Opportunity__c"": ""006WR00000wkDuoYAE"", ""Opportunity__r"": {""attributes"": {""type"": ""Opportunity"", ""url"": ""/services/data/v59.0/sobjects/Opportunity/006WR00000wkDuoYAE""}, ""Name"": ""Park at Shiloh""}, ""Status__c"": ""Review"", ""Agreement_Type__c"": ""Bulk"", ""Signed_Date__c"": null, ""IronClad_ID__c"": null, ""IronClad_Stage__c"": null, ""CreatedDate"": ""2026-03-24T15:26:05.000+0000"", ""LastModifiedDate"": ""2026-03-24T15:26:05.000+0000"", ""Notes__c"": null}",(would be deleted),TM_review_2026-05-04,DryRun-Delete,2026-05-07T11:48:48.549623
a0BWR0000083yMN2AY,AGR-0634,Agreement__c,*record*,"{""Id"": ""a0BWR0000083yMN2AY"", ""Name"": ""AGR-0634"", ""Opportunity__c"": ""006WR00000wkDuqYAE"", ""Opportunity__r"": {""attributes"": {""type"": ""Opportunity"", ""url"": ""/services/data/v59.0/sobjects/Opportunity/006WR00000wkDuqYAE""}, ""Name"": ""Villages at Sugar Road""}, ""Status__c"": ""Review"", ""Agreement_Type__c"": ""EMA"", ""Signed_Date__c"": null, ""IronClad_ID__c"": null, ""IronClad_Stage__c"": null, ""CreatedDate"": ""2026-03-24T15:26:05.000+0000"", ""LastModifiedDate"": ""2026-03-24T15:26:05.000+0000"", ""Notes__c"": null}",(would be deleted),TM_review_2026-05-04,DryRun-Delete,2026-05-07T11:48:48.549623
a0BWR0000083yMO2AY,AGR-0635,Agreement__c,*record*,"{""Id"": ""a0BWR0000083yMO2AY"", ""Name"": ""AGR-0635"", ""Opportunity__c"": ""006WR00000wkDuqYAE"", ""Opportunity__r"": {""attributes"": {""type"": ""Opportunity"", ""url"": ""/services/data/v59.0/sobjects/Opportunity/006WR00000wkDuqYAE""}, ""Name"": ""Villages at Sugar Road""}, ""Status__c"": ""Review"", ""Agreement_Type__c"": ""Bulk"", ""Signed_Date__c"": null, ""IronClad_ID__c"": null, ""IronClad_Stage__c"": null, ""CreatedDate"": ""2026-03-24T15:26:05.000+0000"", ""LastModifiedDate"": ""2026-03-24T15:26:05.000+0000"", ""Notes__c"": null}",(would be deleted),TM_review_2026-05-04,DryRun-Delete,2026-05-07T11:48:48.549623
a0BWR0000083yMU2AY,AGR-0641,Agreement__c,*record*,"{""Id"": ""a0BWR0000083yMU2AY"", ""Name"": ""AGR-0641"", ""Opportunity__c"": ""006WR00000wkDutYAE"", ""Opportunity__r"": {""attributes"": {""type"": ""Opportunity"", ""url"": ""/services/data/v59.0/sobjects/Opportunity/006WR00000wkDutYAE""}, ""Name"": ""Windrush Apartments""}, ""Status__c"": ""Review"", ""Agreement_Type__c"": ""EMA"", ""Signed_Date__c"": null, ""IronClad_ID__c"": null, ""IronClad_Stage__c"": null, ""CreatedDate"": ""2026-03-24T15:26:15.000+0000"", ""LastModifiedDate"": ""2026-03-24T15:26:15.000+0000"", ""Notes__c"": null}",(would be deleted),TM_review_2026-05-04,DryRun-Delete,2026-05-07T11:48:48.549623
a0BWR0000083yMV2AY,AGR-0642,Agreement__c,*record*,"{""Id"": ""a0BWR0000083yMV2AY"", ""Name"": ""AGR-0642"", ""Opportunity__c"": ""006WR00000wkDutYAE"", ""Opportunity__r"": {""attributes"": {""type"": ""Opportunity"", ""url"": ""/services/data/v59.0/sobjects/Opportunity/006WR00000wkDutYAE""}, ""Name"": ""Windrush Apartments""}, ""Status__c"": ""Review"", ""Agreement_Type__c"": ""Bulk"", ""Signed_Date__c"": null, ""IronClad_ID__c"": null, ""IronClad_Stage__c"": null, ""CreatedDate"": ""2026-03-24T15:26:15.000+0000"", ""LastModifiedDate"": ""2026-03-24T15:26:15.000+0000"", ""Notes__c"": null}",(would be deleted),TM_review_2026-05-04,DryRun-Delete,2026-05-07T11:48:48.549623
a0BWR0000083yMZ2AY,AGR-0646,Agreement__c,*record*,"{""Id"": ""a0BWR0000083yMZ2AY"", ""Name"": ""AGR-0646"", ""Opportunity__c"": ""006WR00000wkDuwYAE"", ""Opportunity__r"": {""attributes"": {""type"": ""Opportunity"", ""url"": ""/services/data/v59.0/sobjects/Opportunity/006WR00000wkDuwYAE""}, ""Name"": ""Fairways""}, ""Status__c"": ""Review"", ""Agreement_Type__c"": ""EMA"", ""Signed_Date__c"": null, ""IronClad_ID__c"": null, ""IronClad_Stage__c"": null, ""CreatedDate"": ""2026-03-24T15:26:15.000+0000"", ""LastModifiedDate"": ""2026-03-24T15:26:15.000+0000"", ""Notes__c"": null}",(would be deleted),TM_review_2026-05-04,DryRun-Delete,2026-05-07T11:48:48.549623
a0BWR0000083yMa2AI,AGR-0647,Agreement__c,*record*,"{""Id"": ""a0BWR0000083yMa2AI"", ""Name"": ""AGR-0647"", ""Opportunity__c"": ""006WR00000wkDuwYAE"", ""Opportunity__r"": {""attributes"": {""type"": ""Opportunity"", ""url"": ""/services/data/v59.0/sobjects/Opportunity/006WR00000wkDuwYAE""}, ""Name"": ""Fairways""}, ""Status__c"": ""Review"", ""Agreement_Type__c"": ""Bulk"", ""Signed_Date__c"": null, ""IronClad_ID__c"": null, ""IronClad_Stage__c"": null, ""CreatedDate"": ""2026-03-24T15:26:15.000+0000"", ""LastModifiedDate"": ""2026-03-24T15:26:15.000+0000"", ""Notes__c"": null}",(would be deleted),TM_review_2026-05-04,DryRun-Delete,2026-05-07T11:48:48.549623
a0BWR0000083yMd2AI,AGR-0650,Agreement__c,*record*,"{""Id"": ""a0BWR0000083yMd2AI"", ""Name"": ""AGR-0650"", ""Opportunity__c"": ""006WR00000wkDuyYAE"", ""Opportunity__r"": {""attributes"": {""type"": ""Opportunity"", ""url"": ""/services/data/v59.0/sobjects/Opportunity/006WR00000wkDuyYAE""}, ""Name"": ""Sheppard's Edge""}, ""Status__c"": ""Review"", ""Agreement_Type__c"": ""EMA"", ""Signed_Date__c"": null, ""IronClad_ID__c"": null, ""IronClad_Stage__c"": null, ""CreatedDate"": ""2026-03-24T15:26:15.000+0000"", ""LastModifiedDate"": ""2026-03-24T15:26:15.000+0000"", ""Notes__c"": null}",(would be deleted),TM_review_2026-05-04,DryRun-Delete,2026-05-07T11:48:48.549623
a0BWR0000083yMe2AI,AGR-0651,Agreement__c,*record*,"{""Id"": ""a0BWR0000083yMe2AI"", ""Name"": ""AGR-0651"", ""Opportunity__c"": ""006WR00000wkDuyYAE"", ""Opportunity__r"": {""attributes"": {""type"": ""Opportunity"", ""url"": ""/services/data/v59.0/sobjects/Opportunity/006WR00000wkDuyYAE""}, ""Name"": ""Sheppard's Edge""}, ""Status__c"": ""Review"", ""Agreement_Type__c"": ""Bulk"", ""Signed_Date__c"": null, ""IronClad_ID__c"": null, ""IronClad_Stage__c"": null, ""CreatedDate"": ""2026-03-24T15:26:15.000+0000"", ""LastModifiedDate"": ""2026-03-24T15:26:15.000+0000"", ""Notes__c"": null}",(would be deleted),TM_review_2026-05-04,DryRun-Delete,2026-05-07T11:48:48.549623
a0BWR0000083yMh2AI,AGR-0654,Agreement__c,*record*,"{""Id"": ""a0BWR0000083yMh2AI"", ""Name"": ""AGR-0654"", ""Opportunity__c"": ""006WR00000wkDv0YAE"", ""Opportunity__r"": {""attributes"": {""type"": ""Opportunity"", ""url"": ""/services/data/v59.0/sobjects/Opportunity/006WR00000wkDv0YAE""}, ""Name"": ""Boulder Springs Apartments""}, ""Status__c"": ""Review"", ""Agreement_Type__c"": ""EMA"", ""Signed_Date__c"": null, ""IronClad_ID__c"": null, ""IronClad_Stage__c"": null, ""CreatedDate"": ""2026-03-24T15:26:15.000+0000"", ""LastModifiedDate"": ""2026-03-24T15:26:15.000+0000"", ""Notes__c"": null}",(would be deleted),TM_review_2026-05-04,DryRun-Delete,2026-05-07T11:48:48.549623
a0BWR0000083yMi2AI,AGR-0655,Agreement__c,*record*,"{""Id"": ""a0BWR0000083yMi2AI"", ""Name"": ""AGR-0655"", ""Opportunity__c"": ""006WR00000wkDv0YAE"", ""Opportunity__r"": {""attributes"": {""type"": ""Opportunity"", ""url"": ""/services/data/v59.0/sobjects/Opportunity/006WR00000wkDv0YAE""}, ""Name"": ""Boulder Springs Apartments""}, ""Status__c"": ""Review"", ""Agreement_Type__c"": ""Bulk"", ""Signed_Date__c"": null, ""IronClad_ID__c"": null, ""IronClad_Stage__c"": null, ""CreatedDate"": ""2026-03-24T15:26:15.000+0000"", ""LastModifiedDate"": ""2026-03-24T15:26:15.000+0000"", ""Notes__c"": null}",(would be deleted),TM_review_2026-05-04,DryRun-Delete,2026-05-07T11:48:48.549623
a0BWR0000083yMl2AI,AGR-0658,Agreement__c,*record*,"{""Id"": ""a0BWR0000083yMl2AI"", ""Name"": ""AGR-0658"", ""Opportunity__c"": ""006WR00000wkDv2YAE"", ""Opportunity__r"": {""attributes"": {""type"": ""Opportunity"", ""url"": ""/services/data/v59.0/sobjects/Opportunity/006WR00000wkDv2YAE""}, ""Name"": ""St. John's""}, ""Status__c"": ""Review"", ""Agreement_Type__c"": ""EMA"", ""Signed_Date__c"": null, ""IronClad_ID__c"": null, ""IronClad_Stage__c"": null, ""CreatedDate"": ""2026-03-24T15:26:15.000+0000"", ""LastModifiedDate"": ""2026-03-24T15:26:15.000+0000"", ""Notes__c"": null}",(would be deleted),TM_review_2026-05-04,DryRun-Delete,2026-05-07T11:48:48.549623
a0BWR0000083yMm2AI,AGR-0659,Agreement__c,*record*,"{""Id"": ""a0BWR0000083yMm2AI"", ""Name"": ""AGR-0659"", ""Opportunity__c"": ""006WR00000wkDv2YAE"", ""Opportunity__r"": {""attributes"": {""type"": ""Opportunity"", ""url"": ""/services/data/v59.0/sobjects/Opportunity/006WR00000wkDv2YAE""}, ""Name"": ""St. John's""}, ""Status__c"": ""Review"", ""Agreement_Type__c"": ""Bulk"", ""Signed_Date__c"": null, ""IronClad_ID__c"": null, ""IronClad_Stage__c"": null, ""CreatedDate"": ""2026-03-24T15:26:15.000+0000"", ""LastModifiedDate"": ""2026-03-24T15:26:15.000+0000"", ""Notes__c"": null}",(would be deleted),TM_review_2026-05-04,DryRun-Delete,2026-05-07T11:48:48.549623
a0BWR0000083yMp2AI,AGR-0662,Agreement__c,*record*,"{""Id"": ""a0BWR0000083yMp2AI"", ""Name"": ""AGR-0662"", ""Opportunity__c"": ""006WR00000wkDv4YAE"", ""Opportunity__r"": {""attributes"": {""type"": ""Opportunity"", ""url"": ""/services/data/v59.0/sobjects/Opportunity/006WR00000wkDv4YAE""}, ""Name"": ""615 Manhattan""}, ""Status__c"": ""Review"", ""Agreement_Type__c"": ""EMA"", ""Signed_Date__c"": null, ""IronClad_ID__c"": null, ""IronClad_Stage__c"": null, ""CreatedDate"": ""2026-03-24T15:26:15.000+0000"", ""LastModifiedDate"": ""2026-03-24T15:26:15.000+0000"", ""Notes__c"": null}",(would be deleted),TM_review_2026-05-04,DryRun-Delete,2026-05-07T11:48:48.549623
a0BWR0000083yMq2AI,AGR-0663,Agreement__c,*record*,"{""Id"": ""a0BWR0000083yMq2AI"", ""Name"": ""AGR-0663"", ""Opportunity__c"": ""006WR00000wkDv4YAE"", ""Opportunity__r"": {""attributes"": {""type"": ""Opportunity"", ""url"": ""/services/data/v59.0/sobjects/Opportunity/006WR00000wkDv4YAE""}, ""Name"": ""615 Manhattan""}, ""Status__c"": ""Review"", ""Agreement_Type__c"": ""Bulk"", ""Signed_Date__c"": null, ""IronClad_ID__c"": null, ""IronClad_Stage__c"": null, ""CreatedDate"": ""2026-03-24T15:26:15.000+0000"", ""LastModifiedDate"": ""2026-03-24T15:26:15.000+0000"", ""Notes__c"": null}",(would be deleted),TM_review_2026-05-04,DryRun-Delete,2026-05-07T11:48:48.549623
a0BWR0000083yMt2AI,AGR-0666,Agreement__c,*record*,"{""Id"": ""a0BWR0000083yMt2AI"", ""Name"": ""AGR-0666"", ""Opportunity__c"": ""006WR00000wkDv6YAE"", ""Opportunity__r"": {""attributes"": {""type"": ""Opportunity"", ""url"": ""/services/data/v59.0/sobjects/Opportunity/006WR00000wkDv6YAE""}, ""Name"": ""Sunset Street""}, ""Status__c"": ""Review"", ""Agreement_Type__c"": ""EMA"", ""Signed_Date__c"": null, ""IronClad_ID__c"": null, ""IronClad_Stage__c"": null, ""CreatedDate"": ""2026-03-24T15:26:15.000+0000"", ""LastModifiedDate"": ""2026-03-24T15:26:15.000+0000"", ""Notes__c"": null}",(would be deleted),TM_review_2026-05-04,DryRun-Delete,2026-05-07T11:48:48.549623
a0BWR0000083yMu2AI,AGR-0667,Agreement__c,*record*,"{""Id"": ""a0BWR0000083yMu2AI"", ""Name"": ""AGR-0667"", ""Opportunity__c"": ""006WR00000wkDv6YAE"", ""Opportunity__r"": {""attributes"": {""type"": ""Opportunity"", ""url"": ""/services/data/v59.0/sobjects/Opportunity/006WR00000wkDv6YAE""}, ""Name"": ""Sunset Street""}, ""Status__c"": ""Review"", ""Agreement_Type__c"": ""Bulk"", ""Signed_Date__c"": null, ""IronClad_ID__c"": null, ""IronClad_Stage__c"": null, ""CreatedDate"": ""2026-03-24T15:26:15.000+0000"", ""LastModifiedDate"": ""2026-03-24T15:26:15.000+0000"", ""Notes__c"": null}",(would be deleted),TM_review_2026-05-04,DryRun-Delete,2026-05-07T11:48:48.549623
a0BWR0000083yMx2AI,AGR-0670,Agreement__c,*record*,"{""Id"": ""a0BWR0000083yMx2AI"", ""Name"": ""AGR-0670"", ""Opportunity__c"": ""006WR00000wkDv8YAE"", ""Opportunity__r"": {""attributes"": {""type"": ""Opportunity"", ""url"": ""/services/data/v59.0/sobjects/Opportunity/006WR00000wkDv8YAE""}, ""Name"": ""Pineforest Place""}, ""Status__c"": ""Review"", ""Agreement_Type__c"": ""EMA"", ""Signed_Date__c"": null, ""IronClad_ID__c"": null, ""IronClad_Stage__c"": null, ""CreatedDate"": ""2026-03-24T15:26:15.000+0000"", ""LastModifiedDate"": ""2026-03-24T15:26:15.000+0000"", ""Notes__c"": null}",(would be deleted),TM_review_2026-05-04,DryRun-Delete,2026-05-07T11:48:48.549623
a0BWR0000083yMy2AI,AGR-0671,Agreement__c,*record*,"{""Id"": ""a0BWR0000083yMy2AI"", ""Name"": ""AGR-0671"", ""Opportunity__c"": ""006WR00000wkDv8YAE"", ""Opportunity__r"": {""attributes"": {""type"": ""Opportunity"", ""url"": ""/services/data/v59.0/sobjects/Opportunity/006WR00000wkDv8YAE""}, ""Name"": ""Pineforest Place""}, ""Status__c"": ""Review"", ""Agreement_Type__c"": ""Bulk"", ""Signed_Date__c"": null, ""IronClad_ID__c"": null, ""IronClad_Stage__c"": null, ""CreatedDate"": ""2026-03-24T15:26:15.000+0000"", ""LastModifiedDate"": ""2026-03-24T15:26:15.000+0000"", ""Notes__c"": null}",(would be deleted),TM_review_2026-05-04,DryRun-Delete,2026-05-07T11:48:48.549623
a0BWR0000083yN12AI,AGR-0674,Agreement__c,*record*,"{""Id"": ""a0BWR0000083yN12AI"", ""Name"": ""AGR-0674"", ""Opportunity__c"": ""006WR00000wkDvAYAU"", ""Opportunity__r"": {""attributes"": {""type"": ""Opportunity"", ""url"": ""/services/data/v59.0/sobjects/Opportunity/006WR00000wkDvAYAU""}, ""Name"": ""University Club Apartments (Lubbock)""}, ""Status__c"": ""Review"", ""Agreement_Type__c"": ""EMA"", ""Signed_Date__c"": null, ""IronClad_ID__c"": null, ""IronClad_Stage__c"": null, ""CreatedDate"": ""2026-03-24T15:26:15.000+0000"", ""LastModifiedDate"": ""2026-03-24T15:26:15.000+0000"", ""Notes__c"": null}",(would be deleted),TM_review_2026-05-04,DryRun-Delete,2026-05-07T11:48:48.549623
a0BWR0000083yN22AI,AGR-0675,Agreement__c,*record*,"{""Id"": ""a0BWR0000083yN22AI"", ""Name"": ""AGR-0675"", ""Opportunity__c"": ""006WR00000wkDvAYAU"", ""Opportunity__r"": {""attributes"": {""type"": ""Opportunity"", ""url"": ""/services/data/v59.0/sobjects/Opportunity/006WR00000wkDvAYAU""}, ""Name"": ""University Club Apartments (Lubbock)""}, ""Status__c"": ""Review"", ""Agreement_Type__c"": ""Bulk"", ""Signed_Date__c"": null, ""IronClad_ID__c"": null, ""IronClad_Stage__c"": null, ""CreatedDate"": ""2026-03-24T15:26:15.000+0000"", ""LastModifiedDate"": ""2026-03-24T15:26:15.000+0000"", ""Notes__c"": null}",(would be deleted),TM_review_2026-05-04,DryRun-Delete,2026-05-07T11:48:48.549623
a0BWR0000083yN52AI,AGR-0678,Agreement__c,*record*,"{""Id"": ""a0BWR0000083yN52AI"", ""Name"": ""AGR-0678"", ""Opportunity__c"": ""006WR00000wkDvCYAU"", ""Opportunity__r"": {""attributes"": {""type"": ""Opportunity"", ""url"": ""/services/data/v59.0/sobjects/Opportunity/006WR00000wkDvCYAU""}, ""Name"": ""Chaparral Apts""}, ""Status__c"": ""Review"", ""Agreement_Type__c"": ""EMA"", ""Signed_Date__c"": null, ""IronClad_ID__c"": null, ""IronClad_Stage__c"": null, ""CreatedDate"": ""2026-03-24T15:26:15.000+0000"", ""LastModifiedDate"": ""2026-03-24T15:26:15.000+0000"", ""Notes__c"": null}",(would be deleted),TM_review_2026-05-04,DryRun-Delete,2026-05-07T11:48:48.549623
a0BWR0000083yN62AI,AGR-0679,Agreement__c,*record*,"{""Id"": ""a0BWR0000083yN62AI"", ""Name"": ""AGR-0679"", ""Opportunity__c"": ""006WR00000wkDvCYAU"", ""Opportunity__r"": {""attributes"": {""type"": ""Opportunity"", ""url"": ""/services/data/v59.0/sobjects/Opportunity/006WR00000wkDvCYAU""}, ""Name"": ""Chaparral Apts""}, ""Status__c"": ""Review"", ""Agreement_Type__c"": ""Bulk"", ""Signed_Date__c"": null, ""IronClad_ID__c"": null, ""IronClad_Stage__c"": null, ""CreatedDate"": ""2026-03-24T15:26:15.000+0000"", ""LastModifiedDate"": ""2026-03-24T15:26:15.000+0000"", ""Notes__c"": null}",(would be deleted),TM_review_2026-05-04,DryRun-Delete,2026-05-07T11:48:48.549623
a0BWR0000083yN82AI,AGR-0681,Agreement__c,*record*,"{""Id"": ""a0BWR0000083yN82AI"", ""Name"": ""AGR-0681"", ""Opportunity__c"": ""006WR00000wkDvDYAU"", ""Opportunity__r"": {""attributes"": {""type"": ""Opportunity"", ""url"": ""/services/data/v59.0/sobjects/Opportunity/006WR00000wkDvDYAU""}, ""Name"": ""Lemoli Apartments""}, ""Status__c"": ""Review"", ""Agreement_Type__c"": ""EMA"", ""Signed_Date__c"": null, ""IronClad_ID__c"": null, ""IronClad_Stage__c"": null, ""CreatedDate"": ""2026-03-24T15:26:15.000+0000"", ""LastModifiedDate"": ""2026-03-24T15:26:15.000+0000"", ""Notes__c"": null}",(would be deleted),TM_review_2026-05-04,DryRun-Delete,2026-05-07T11:48:48.549623
a0BWR0000083yN92AI,AGR-0682,Agreement__c,*record*,"{""Id"": ""a0BWR0000083yN92AI"", ""Name"": ""AGR-0682"", ""Opportunity__c"": ""006WR00000wkDvDYAU"", ""Opportunity__r"": {""attributes"": {""type"": ""Opportunity"", ""url"": ""/services/data/v59.0/sobjects/Opportunity/006WR00000wkDvDYAU""}, ""Name"": ""Lemoli Apartments""}, ""Status__c"": ""Review"", ""Agreement_Type__c"": ""Bulk"", ""Signed_Date__c"": null, ""IronClad_ID__c"": null, ""IronClad_Stage__c"": null, ""CreatedDate"": ""2026-03-24T15:26:15.000+0000"", ""LastModifiedDate"": ""2026-03-24T15:26:15.000+0000"", ""Notes__c"": null}",(would be deleted),TM_review_2026-05-04,DryRun-Delete,2026-05-07T11:48:48.549623
a0BWR0000083yNB2AY,AGR-0684,Agreement__c,*record*,"{""Id"": ""a0BWR0000083yNB2AY"", ""Name"": ""AGR-0684"", ""Opportunity__c"": ""006WR00000wkDvEYAU"", ""Opportunity__r"": {""attributes"": {""type"": ""Opportunity"", ""url"": ""/services/data/v59.0/sobjects/Opportunity/006WR00000wkDvEYAU""}, ""Name"": ""Willow Lake""}, ""Status__c"": ""Review"", ""Agreement_Type__c"": ""EMA"", ""Signed_Date__c"": null, ""IronClad_ID__c"": null, ""IronClad_Stage__c"": null, ""CreatedDate"": ""2026-03-24T15:26:15.000+0000"", ""LastModifiedDate"": ""2026-03-24T15:26:15.000+0000"", ""Notes__c"": null}",(would be deleted),TM_review_2026-05-04,DryRun-Delete,2026-05-07T11:48:48.549623
a0BWR0000083yNC2AY,AGR-0685,Agreement__c,*record*,"{""Id"": ""a0BWR0000083yNC2AY"", ""Name"": ""AGR-0685"", ""Opportunity__c"": ""006WR00000wkDvEYAU"", ""Opportunity__r"": {""attributes"": {""type"": ""Opportunity"", ""url"": ""/services/data/v59.0/sobjects/Opportunity/006WR00000wkDvEYAU""}, ""Name"": ""Willow Lake""}, ""Status__c"": ""Review"", ""Agreement_Type__c"": ""Bulk"", ""Signed_Date__c"": null, ""IronClad_ID__c"": null, ""IronClad_Stage__c"": null, ""CreatedDate"": ""2026-03-24T15:26:15.000+0000"", ""LastModifiedDate"": ""2026-03-24T15:26:15.000+0000"", ""Notes__c"": null}",(would be deleted),TM_review_2026-05-04,DryRun-Delete,2026-05-07T11:48:48.549623
a0BWR0000083yNE2AY,AGR-0687,Agreement__c,*record*,"{""Id"": ""a0BWR0000083yNE2AY"", ""Name"": ""AGR-0687"", ""Opportunity__c"": ""006WR00000wkDvFYAU"", ""Opportunity__r"": {""attributes"": {""type"": ""Opportunity"", ""url"": ""/services/data/v59.0/sobjects/Opportunity/006WR00000wkDvFYAU""}, ""Name"": ""Chadron Apartments""}, ""Status__c"": ""Review"", ""Agreement_Type__c"": ""EMA"", ""Signed_Date__c"": null, ""IronClad_ID__c"": null, ""IronClad_Stage__c"": null, ""CreatedDate"": ""2026-03-24T15:26:15.000+0000"", ""LastModifiedDate"": ""2026-03-24T15:26:15.000+0000"", ""Notes__c"": null}",(would be deleted),TM_review_2026-05-04,DryRun-Delete,2026-05-07T11:48:48.549623
a0BWR0000083yNF2AY,AGR-0688,Agreement__c,*record*,"{""Id"": ""a0BWR0000083yNF2AY"", ""Name"": ""AGR-0688"", ""Opportunity__c"": ""006WR00000wkDvFYAU"", ""Opportunity__r"": {""attributes"": {""type"": ""Opportunity"", ""url"": ""/services/data/v59.0/sobjects/Opportunity/006WR00000wkDvFYAU""}, ""Name"": ""Chadron Apartments""}, ""Status__c"": ""Review"", ""Agreement_Type__c"": ""Bulk"", ""Signed_Date__c"": null, ""IronClad_ID__c"": null, ""IronClad_Stage__c"": null, ""CreatedDate"": ""2026-03-24T15:26:15.000+0000"", ""LastModifiedDate"": ""2026-03-24T15:26:15.000+0000"", ""Notes__c"": null}",(would be deleted),TM_review_2026-05-04,DryRun-Delete,2026-05-07T11:48:48.549623
a0BWR0000083yNH2AY,AGR-0690,Agreement__c,*record*,"{""Id"": ""a0BWR0000083yNH2AY"", ""Name"": ""AGR-0690"", ""Opportunity__c"": ""006WR00000wkDvGYAU"", ""Opportunity__r"": {""attributes"": {""type"": ""Opportunity"", ""url"": ""/services/data/v59.0/sobjects/Opportunity/006WR00000wkDvGYAU""}, ""Name"": ""Forest Gate Apartments""}, ""Status__c"": ""Review"", ""Agreement_Type__c"": ""EMA"", ""Signed_Date__c"": null, ""IronClad_ID__c"": null, ""IronClad_Stage__c"": null, ""CreatedDate"": ""2026-03-24T15:26:15.000+0000"", ""LastModifiedDate"": ""2026-03-24T15:26:15.000+0000"", ""Notes__c"": null}",(would be deleted),TM_review_2026-05-04,DryRun-Delete,2026-05-07T11:48:48.549623
