SF_Id,Agreement_Name,Field,Before,After,Source,Action,Timestamp
a0BWR000008WR262AG,AGR-1467,Status__c,Sign,Cancelled,ironclad_export_2026-06-05_185904_all (IC-2803),UPDATE,2026-06-05T12:18:57.570578
a0BWR000008WR262AG,AGR-1467,Signed_Date__c,,2026-02-19,ironclad_export_2026-06-05_185904_all (IC-2803),UPDATE,2026-06-05T12:18:57.570590
a0BWR000008WSe52AG,AGR-1460,Status__c,Sign,Cancelled,ironclad_export_2026-06-05_185904_all (IC-2826),UPDATE,2026-06-05T12:18:57.570597
a0BWR000008Xk7W2AS,AGR-1484,Status__c,Sign,Cancelled,ironclad_export_2026-06-05_185904_all (IC-2930),UPDATE,2026-06-05T12:18:57.570604
a0BWR000008XlOY2A0,AGR-1487,Status__c,Sign,Cancelled,ironclad_export_2026-06-05_185904_all (IC-2968),UPDATE,2026-06-05T12:18:57.570608
