Action,SF_Id,Agreement_Name,IronClad_ID,IronClad_Record_Id,Conflict_Agreement,Source,Timestamp
UPDATE,a0BWR0000083yWL2AY,AGR-1052,IC-1479,a0HWR00000neVnv2AE,,link_orphan_ironclad_agreements.py,2026-05-13T10:13:25.290191
UPDATE,a0BWR0000083yWO2AY,AGR-1055,IC-1534,a0HWR00000neeJO2AY,,link_orphan_ironclad_agreements.py,2026-05-13T10:13:25.290212
UPDATE,a0BWR000008TBeb2AG,AGR-1417,IC-3299,a0HWR00000rCSNN2A4,,link_orphan_ironclad_agreements.py,2026-05-13T10:13:25.290222
UPDATE,a0BWR000008gCL72AM,AGR-1551,IC-2908,a0HWR00000ndSnW2AU,,link_orphan_ironclad_agreements.py,2026-05-13T10:13:25.290230
UPDATE,a0BWR000008gCOL2A2,AGR-1552,IC-2910,a0HWR00000ndSnp2AE,,link_orphan_ironclad_agreements.py,2026-05-13T10:13:25.290237
UPDATE,a0BWR000008gCPx2AM,AGR-1553,IC-2921,a0HWR00000ndSng2AE,,link_orphan_ironclad_agreements.py,2026-05-13T10:13:25.290244
UPDATE,a0BWR000008gCRZ2A2,AGR-1554,IC-3117,a0HWR00000rDzFQ2A0,,link_orphan_ironclad_agreements.py,2026-05-13T10:13:25.290251
UPDATE,a0BWR000008n5gH2AQ,AGR-1561,IC-1006,a0HWR00000neVns2AE,,link_orphan_ironclad_agreements.py,2026-05-13T10:13:25.290258
CONFLICT,a0BWR000008AxqD2AS,AGR-1339,IC-671,a0HWR00000ng1sa2AA,a0BWR000008WSfh2AG,link_orphan_ironclad_agreements.py,2026-05-13T10:13:25.290267
NO_PARENT,a0BWR0000083yBa2AI,AGR-0065,IC-2848,,,link_orphan_ironclad_agreements.py,2026-05-13T10:13:25.290276
NO_PARENT,a0BWR0000083yBy2AI,AGR-0089,IC-2846,,,link_orphan_ironclad_agreements.py,2026-05-13T10:13:25.290285
NO_PARENT,a0BWR0000083yBz2AI,AGR-0090,IC-2845,,,link_orphan_ironclad_agreements.py,2026-05-13T10:13:25.290292
NO_PARENT,a0BWR0000083yCC2AY,AGR-0103,IC-2871,,,link_orphan_ironclad_agreements.py,2026-05-13T10:13:25.290298
NO_PARENT,a0BWR0000083yGx2AI,AGR-0398,IC-3247,,,link_orphan_ironclad_agreements.py,2026-05-13T10:13:25.290305
NO_PARENT,a0BWR0000083yGz2AI,AGR-0400,IC-3248,,,link_orphan_ironclad_agreements.py,2026-05-13T10:13:25.290311
NO_PARENT,a0BWR0000083yY32AI,AGR-1158,IC-993,,,link_orphan_ironclad_agreements.py,2026-05-13T10:13:25.290317
NO_PARENT,a0BWR0000083yY52AI,AGR-1160,IC-1339,,,link_orphan_ironclad_agreements.py,2026-05-13T10:13:25.290323
NO_PARENT,a0BWR000008YyJh2AK,AGR-1490,IC-3342,,,link_orphan_ironclad_agreements.py,2026-05-13T10:13:25.290329
NO_PARENT,a0BWR000008aBEr2AM,AGR-1547,IC-1523,,,link_orphan_ironclad_agreements.py,2026-05-13T10:13:25.290335
NO_PARENT,a0BWR000008cMqv2AE,AGR-1550,IC-3654,,,link_orphan_ironclad_agreements.py,2026-05-13T10:13:25.290341
NO_PARENT,a0BWR000008k7TJ2AY,AGR-1557,IC-3760,,,link_orphan_ironclad_agreements.py,2026-05-13T10:13:25.290347
NO_PARENT,a0BWR000008n3eT2AQ,AGR-1558,IC-3798,,,link_orphan_ironclad_agreements.py,2026-05-13T10:13:25.290353
NO_PARENT,a0BWR000008n4yj2AA,AGR-1559,IC-3799,,,link_orphan_ironclad_agreements.py,2026-05-13T10:13:25.290359
NO_PARENT,a0BWR000008n5Q92AI,AGR-1560,IC-3800,,,link_orphan_ironclad_agreements.py,2026-05-13T10:13:25.290365
NO_PARENT,a0BWR000008n6HN2AY,AGR-1562,IC-3750,,,link_orphan_ironclad_agreements.py,2026-05-13T10:13:25.290372
NO_PARENT,a0BWR000008n6Sf2AI,AGR-1563,IC-3750,,,link_orphan_ironclad_agreements.py,2026-05-13T10:13:25.290378
