Id,Name,workbook_row,field,old_value,new_value,source,confidence,sf_property_address
006WR00000xufudYAA,Killeen_MDU_75 W. Ave E Apartments,177,Agreement_Name__c,Killeen_MDU_75 W. Ave E Apartments,Killeen_MDU_705 W. Ave E Apartments,SiteTracker (address match),HIGH,715 761ST TANK BATTALION AVE UNIT 1 KILLEEN TX 76541
