SF_Id,Agreement_Name,Field,Before,After,Source,Action,Timestamp
a0BWR000008cMqv2AE,AGR-1550,Status__c,Sign,Review,ironclad_export_2026-08-26_151119_all (IC-3654),PREVIEW,2026-08-26T08:20:15.856234
a0BWR000008xCF32AM,AGR-1576,Status__c,Archive,Completed,ironclad_export_2026-08-26_151119_all (IC-3901),PREVIEW,2026-08-26T08:20:15.856262
a0BWR000008xCF32AM,AGR-1576,Expiration_Date__c,,2036-07-27,ironclad_export_2026-08-26_151119_all (IC-3901),PREVIEW,2026-08-26T08:20:15.856279
