SF_Id,Name,Field,Before,After,TriggeringAgreements,Source,Action,Timestamp
006WR00000wk9RuYAI,Town East,StageName,Under Contract,EMA/Bulk In Progress,AGR-0039 Bulk (Review),bulk_advance_ema_bulk_stage_2026-04-28.py,UPDATE,2026-04-28T14:55:56.668187
006WR00000wk9RyYAI,Rivers Edge,StageName,Under Contract,EMA/Bulk In Progress,AGR-0045 EMA (Review),bulk_advance_ema_bulk_stage_2026-04-28.py,UPDATE,2026-04-28T14:55:56.668196
006WR00000wkDtzYAE,Whispering Hills Apartments,StageName,Under Contract,EMA/Bulk In Progress,AGR-0525 Bulk (Review),bulk_advance_ema_bulk_stage_2026-04-28.py,UPDATE,2026-04-28T14:55:56.668206
006WR00000wkDu4YAE,High Country Villas 5&7,StageName,Under Contract,EMA/Bulk In Progress,AGR-0534 EMA (Review),bulk_advance_ema_bulk_stage_2026-04-28.py,UPDATE,2026-04-28T14:55:56.668215
006WR00000wkDuAYAU,Villas on Horne,StageName,Under Contract,EMA/Bulk In Progress,AGR-0544 EMA (Review),bulk_advance_ema_bulk_stage_2026-04-28.py,UPDATE,2026-04-28T14:55:56.668225
006WR00000wkDuOYAU,Stonebridge Gardens,StageName,Under Contract,EMA/Bulk In Progress,AGR-0562 EMA (Paused),bulk_advance_ema_bulk_stage_2026-04-28.py,UPDATE,2026-04-28T14:55:56.668245
006WR00000wkDuUYAU,Pineforest Park,StageName,Under Contract,EMA/Bulk In Progress,AGR-0573 EMA (Review); AGR-0574 Bulk (Review),bulk_advance_ema_bulk_stage_2026-04-28.py,UPDATE,2026-04-28T14:55:56.668256
006WR00000wkDuVYAU,Crenshaw Townhouse,StageName,Under Contract,EMA/Bulk In Progress,AGR-0576 EMA (Review); AGR-0577 Bulk (Review),bulk_advance_ema_bulk_stage_2026-04-28.py,UPDATE,2026-04-28T14:55:56.668267
006WR00000wkDuWYAU,West Creek Townhomes,StageName,Under Contract,EMA/Bulk In Progress,AGR-0579 EMA (Review); AGR-0580 Bulk (Review),bulk_advance_ema_bulk_stage_2026-04-28.py,UPDATE,2026-04-28T14:55:56.668277
006WR00000wkDuXYAU,Vanowen Manor,StageName,Under Contract,EMA/Bulk In Progress,AGR-0582 EMA (Review); AGR-0583 Bulk (Review),bulk_advance_ema_bulk_stage_2026-04-28.py,UPDATE,2026-04-28T14:55:56.668288
006WR00000wkDuYYAU,Lord Tennyson,StageName,Under Contract,EMA/Bulk In Progress,AGR-0585 EMA (Review); AGR-0586 Bulk (Review),bulk_advance_ema_bulk_stage_2026-04-28.py,UPDATE,2026-04-28T14:55:56.668298
006WR00000wkDuZYAU,Crenshaw Manor,StageName,Under Contract,EMA/Bulk In Progress,AGR-0588 EMA (Review); AGR-0589 Bulk (Review),bulk_advance_ema_bulk_stage_2026-04-28.py,UPDATE,2026-04-28T14:55:56.668308
006WR00000wkDuaYAE,Columbia Apartments,StageName,Under Contract,EMA/Bulk In Progress,AGR-0591 EMA (Review); AGR-0592 Bulk (Review),bulk_advance_ema_bulk_stage_2026-04-28.py,UPDATE,2026-04-28T14:55:56.668318
006WR00000wkDubYAE,Windfaire Apartments,StageName,Under Contract,EMA/Bulk In Progress,AGR-0594 EMA (Review); AGR-0595 Bulk (Review),bulk_advance_ema_bulk_stage_2026-04-28.py,UPDATE,2026-04-28T14:55:56.668328
006WR00000wkDucYAE,Woodbury Place Apartments,StageName,Under Contract,EMA/Bulk In Progress,AGR-0597 EMA (Review); AGR-0598 Bulk (Review),bulk_advance_ema_bulk_stage_2026-04-28.py,UPDATE,2026-04-28T14:55:56.668339
006WR00000wkDudYAE,Strathmore Arms Apartments,StageName,Under Contract,EMA/Bulk In Progress,AGR-0600 EMA (Review); AGR-0601 Bulk (Review),bulk_advance_ema_bulk_stage_2026-04-28.py,UPDATE,2026-04-28T14:55:56.668349
006WR00000wkDueYAE,University Club Apartments (Nac),StageName,Under Contract,EMA/Bulk In Progress,AGR-0603 EMA (Review); AGR-0604 Bulk (Review),bulk_advance_ema_bulk_stage_2026-04-28.py,UPDATE,2026-04-28T14:55:56.668360
006WR00000wkDufYAE,714 Veteran,StageName,Under Contract,EMA/Bulk In Progress,AGR-0606 EMA (Review); AGR-0607 Bulk (Review),bulk_advance_ema_bulk_stage_2026-04-28.py,UPDATE,2026-04-28T14:55:56.668370
006WR00000wkDugYAE,University Square Apartments,StageName,Under Contract,EMA/Bulk In Progress,AGR-0609 EMA (Review); AGR-0610 Bulk (Review),bulk_advance_ema_bulk_stage_2026-04-28.py,UPDATE,2026-04-28T14:55:56.668380
006WR00000wkDuiYAE,Summerset Village Apartments,StageName,Under Contract,EMA/Bulk In Progress,AGR-0614 EMA (Review); AGR-0615 Bulk (Review),bulk_advance_ema_bulk_stage_2026-04-28.py,UPDATE,2026-04-28T14:55:56.668390
006WR00000wkDukYAE,Cimarron Estates,StageName,Under Contract,EMA/Bulk In Progress,AGR-0619 EMA (Review); AGR-0620 Bulk (Review),bulk_advance_ema_bulk_stage_2026-04-28.py,UPDATE,2026-04-28T14:55:56.668401
006WR00000wkDumYAE,Misty Ridge,StageName,Under Contract,EMA/Bulk In Progress,AGR-0624 EMA (Review); AGR-0625 Bulk (Review),bulk_advance_ema_bulk_stage_2026-04-28.py,UPDATE,2026-04-28T14:55:56.668411
006WR00000wkDuoYAE,Park at Shiloh,StageName,Under Contract,EMA/Bulk In Progress,AGR-0629 EMA (Review); AGR-0630 Bulk (Review),bulk_advance_ema_bulk_stage_2026-04-28.py,UPDATE,2026-04-28T14:55:56.668421
006WR00000wkDuqYAE,Villages at Sugar Road,StageName,Under Contract,EMA/Bulk In Progress,AGR-0634 EMA (Review); AGR-0635 Bulk (Review),bulk_advance_ema_bulk_stage_2026-04-28.py,UPDATE,2026-04-28T14:55:56.668431
006WR00000wkDutYAE,Windrush Apartments,StageName,Under Contract,EMA/Bulk In Progress,AGR-0641 EMA (Review); AGR-0642 Bulk (Review),bulk_advance_ema_bulk_stage_2026-04-28.py,UPDATE,2026-04-28T14:55:56.668442
006WR00000wkDuwYAE,Fairways,StageName,Under Contract,EMA/Bulk In Progress,AGR-0646 EMA (Review); AGR-0647 Bulk (Review),bulk_advance_ema_bulk_stage_2026-04-28.py,UPDATE,2026-04-28T14:55:56.668452
006WR00000wkDuyYAE,Sheppard's Edge,StageName,Under Contract,EMA/Bulk In Progress,AGR-0650 EMA (Review); AGR-0651 Bulk (Review),bulk_advance_ema_bulk_stage_2026-04-28.py,UPDATE,2026-04-28T14:55:56.668462
006WR00000wkDv0YAE,Boulder Springs Apartments,StageName,Under Contract,EMA/Bulk In Progress,AGR-0654 EMA (Review); AGR-0655 Bulk (Review),bulk_advance_ema_bulk_stage_2026-04-28.py,UPDATE,2026-04-28T14:55:56.668472
006WR00000wkDv2YAE,St. John's,StageName,Under Contract,EMA/Bulk In Progress,AGR-0658 EMA (Review); AGR-0659 Bulk (Review),bulk_advance_ema_bulk_stage_2026-04-28.py,UPDATE,2026-04-28T14:55:56.668482
006WR00000wkDv4YAE,615 Manhattan,StageName,Under Contract,EMA/Bulk In Progress,AGR-0662 EMA (Review); AGR-0663 Bulk (Review),bulk_advance_ema_bulk_stage_2026-04-28.py,UPDATE,2026-04-28T14:55:56.668492
006WR00000wkDv6YAE,Sunset Street,StageName,Under Contract,EMA/Bulk In Progress,AGR-0666 EMA (Review); AGR-0667 Bulk (Review),bulk_advance_ema_bulk_stage_2026-04-28.py,UPDATE,2026-04-28T14:55:56.668506
006WR00000wkDv8YAE,Pineforest Place,StageName,Under Contract,EMA/Bulk In Progress,AGR-0670 EMA (Review); AGR-0671 Bulk (Review),bulk_advance_ema_bulk_stage_2026-04-28.py,UPDATE,2026-04-28T14:55:56.668517
006WR00000wkDvAYAU,University Club Apartments (Lubbock),StageName,Under Contract,EMA/Bulk In Progress,AGR-0674 EMA (Review); AGR-0675 Bulk (Review),bulk_advance_ema_bulk_stage_2026-04-28.py,UPDATE,2026-04-28T14:55:56.668527
006WR00000wkDvCYAU,Chaparral Apts,StageName,Under Contract,EMA/Bulk In Progress,AGR-0678 EMA (Review); AGR-0679 Bulk (Review),bulk_advance_ema_bulk_stage_2026-04-28.py,UPDATE,2026-04-28T14:55:56.668538
006WR00000wkDvDYAU,Lemoli Apartments,StageName,Under Contract,EMA/Bulk In Progress,AGR-0681 EMA (Review); AGR-0682 Bulk (Review),bulk_advance_ema_bulk_stage_2026-04-28.py,UPDATE,2026-04-28T14:55:56.668548
006WR00000wkDvEYAU,Willow Lake,StageName,Under Contract,EMA/Bulk In Progress,AGR-0684 EMA (Review); AGR-0685 Bulk (Review),bulk_advance_ema_bulk_stage_2026-04-28.py,UPDATE,2026-04-28T14:55:56.668558
006WR00000wkDvFYAU,Chadron Apartments,StageName,Under Contract,EMA/Bulk In Progress,AGR-0687 EMA (Review); AGR-0688 Bulk (Review),bulk_advance_ema_bulk_stage_2026-04-28.py,UPDATE,2026-04-28T14:55:56.668568
006WR00000wkDvGYAU,Forest Gate Apartments,StageName,Under Contract,EMA/Bulk In Progress,AGR-0690 EMA (Review); AGR-0691 Bulk (Review),bulk_advance_ema_bulk_stage_2026-04-28.py,UPDATE,2026-04-28T14:55:56.668579
006WR00000wkDvHYAU,Vanowen Manor II,StageName,Under Contract,EMA/Bulk In Progress,AGR-0693 EMA (Review); AGR-0694 Bulk (Review),bulk_advance_ema_bulk_stage_2026-04-28.py,UPDATE,2026-04-28T14:55:56.668590
006WR00000wkDvIYAU,Alameda Palms,StageName,Under Contract,EMA/Bulk In Progress,AGR-0696 EMA (Review); AGR-0697 Bulk (Review),bulk_advance_ema_bulk_stage_2026-04-28.py,UPDATE,2026-04-28T14:55:56.668600
006WR00000wkEZdYAM,Strathmore Terrace,StageName,Under Contract,EMA/Bulk In Progress,AGR-0699 EMA (Review); AGR-0700 Bulk (Review),bulk_advance_ema_bulk_stage_2026-04-28.py,UPDATE,2026-04-28T14:55:56.668610
006WR00000wkEZeYAM,Heritage Park,StageName,Under Contract,EMA/Bulk In Progress,AGR-0702 EMA (Review); AGR-0703 Bulk (Review),bulk_advance_ema_bulk_stage_2026-04-28.py,UPDATE,2026-04-28T14:55:56.668620
006WR00000wkEZfYAM,Crenshaw Terrace Apartments,StageName,Under Contract,EMA/Bulk In Progress,AGR-0705 EMA (Review); AGR-0706 Bulk (Review),bulk_advance_ema_bulk_stage_2026-04-28.py,UPDATE,2026-04-28T14:55:56.668630
006WR00000wkEZgYAM,University Courtyards Apartments,StageName,Under Contract,EMA/Bulk In Progress,AGR-0708 EMA (Review); AGR-0709 Bulk (Review),bulk_advance_ema_bulk_stage_2026-04-28.py,UPDATE,2026-04-28T14:55:56.668641
006WR00000wkEZhYAM,Leimert Park,StageName,Under Contract,EMA/Bulk In Progress,AGR-0711 EMA (Review); AGR-0712 Bulk (Review),bulk_advance_ema_bulk_stage_2026-04-28.py,UPDATE,2026-04-28T14:55:56.668651
006WR00000wkEZiYAM,Saratoga Apartments,StageName,Under Contract,EMA/Bulk In Progress,AGR-0714 EMA (Review); AGR-0715 Bulk (Review),bulk_advance_ema_bulk_stage_2026-04-28.py,UPDATE,2026-04-28T14:55:56.668672
006WR00000wkEZjYAM,Ladera Apartments,StageName,Under Contract,EMA/Bulk In Progress,AGR-0717 EMA (Review); AGR-0718 Bulk (Review),bulk_advance_ema_bulk_stage_2026-04-28.py,UPDATE,2026-04-28T14:55:56.668683
006WR00000wkEZkYAM,The Oaks Apartments,StageName,Under Contract,EMA/Bulk In Progress,AGR-0720 EMA (Review); AGR-0721 Bulk (Review),bulk_advance_ema_bulk_stage_2026-04-28.py,UPDATE,2026-04-28T14:55:56.668693
006WR00000wkEZlYAM,Fallbrook View Apartments,StageName,Under Contract,EMA/Bulk In Progress,AGR-0723 EMA (Review); AGR-0724 Bulk (Review),bulk_advance_ema_bulk_stage_2026-04-28.py,UPDATE,2026-04-28T14:55:56.668703
006WR00000wkEZmYAM,Turnagain Apartments,StageName,Under Contract,EMA/Bulk In Progress,AGR-0726 EMA (Review); AGR-0727 Bulk (Review),bulk_advance_ema_bulk_stage_2026-04-28.py,UPDATE,2026-04-28T14:55:56.668714
006WR00000wkEZxYAM,Villa Park Apartments,StageName,Under Contract,EMA/Bulk In Progress,AGR-0741 EMA (Review); AGR-0742 Bulk (Review),bulk_advance_ema_bulk_stage_2026-04-28.py,UPDATE,2026-04-28T14:55:56.668724
006WR00000wkEaHYAU,Oxnard Terrace Apartments,StageName,Under Contract,EMA/Bulk In Progress,AGR-0766 EMA (Review); AGR-0767 Bulk (Review),bulk_advance_ema_bulk_stage_2026-04-28.py,UPDATE,2026-04-28T14:55:56.668735
006WR00000wkEaIYAU,Vassar Terrace Apartments,StageName,Under Contract,EMA/Bulk In Progress,AGR-0769 EMA (Review); AGR-0770 Bulk (Review),bulk_advance_ema_bulk_stage_2026-04-28.py,UPDATE,2026-04-28T14:55:56.668745
006WR00000wkEaJYAU,9404 Apartments,StageName,Under Contract,EMA/Bulk In Progress,AGR-0772 EMA (Review); AGR-0773 Bulk (Review),bulk_advance_ema_bulk_stage_2026-04-28.py,UPDATE,2026-04-28T14:55:56.668756
006WR00000wkEaKYAU,Villa Lago Apartments,StageName,Under Contract,EMA/Bulk In Progress,AGR-0775 EMA (Review); AGR-0776 Bulk (Review),bulk_advance_ema_bulk_stage_2026-04-28.py,UPDATE,2026-04-28T14:55:56.668766
006WR00000wkEaOYAU,Regents Park Apartments,StageName,Under Contract,EMA/Bulk In Progress,AGR-0784 EMA (Review); AGR-0785 Bulk (Review),bulk_advance_ema_bulk_stage_2026-04-28.py,UPDATE,2026-04-28T14:55:56.668776
006WR00000wkEaPYAU,Lake Meadows Apartments,StageName,Under Contract,EMA/Bulk In Progress,AGR-0787 EMA (Review); AGR-0788 Bulk (Review),bulk_advance_ema_bulk_stage_2026-04-28.py,UPDATE,2026-04-28T14:55:56.668786
006WR00000wkEaQYAU,Woodland Trio The Oaks,StageName,Under Contract,EMA/Bulk In Progress,AGR-0790 EMA (Review); AGR-0791 Bulk (Review),bulk_advance_ema_bulk_stage_2026-04-28.py,UPDATE,2026-04-28T14:55:56.668797
006WR00000wkEaRYAU,Baldwin Manor,StageName,Under Contract,EMA/Bulk In Progress,AGR-0793 EMA (Review); AGR-0794 Bulk (Review),bulk_advance_ema_bulk_stage_2026-04-28.py,UPDATE,2026-04-28T14:55:56.668807
006WR00000wkEaSYAU,White Oak Terrace,StageName,Under Contract,EMA/Bulk In Progress,AGR-0796 EMA (Review); AGR-0797 Bulk (Review),bulk_advance_ema_bulk_stage_2026-04-28.py,UPDATE,2026-04-28T14:55:56.668817
006WR00000wkEaTYAU,Bali Apartments,StageName,Under Contract,EMA/Bulk In Progress,AGR-0799 EMA (Review); AGR-0800 Bulk (Review),bulk_advance_ema_bulk_stage_2026-04-28.py,UPDATE,2026-04-28T14:55:56.668827
006WR00000wkEaUYAU,Corbett Avenue Apartments,StageName,Under Contract,EMA/Bulk In Progress,AGR-0802 EMA (Review); AGR-0803 Bulk (Review),bulk_advance_ema_bulk_stage_2026-04-28.py,UPDATE,2026-04-28T14:55:56.668838
006WR00000wkEaVYAU,Chatsworth Plaza,StageName,Under Contract,EMA/Bulk In Progress,AGR-0805 EMA (Review); AGR-0806 Bulk (Review),bulk_advance_ema_bulk_stage_2026-04-28.py,UPDATE,2026-04-28T14:55:56.668848
006WR00000wkEaWYAU,John Manor,StageName,Under Contract,EMA/Bulk In Progress,AGR-0808 EMA (Review); AGR-0809 Bulk (Review),bulk_advance_ema_bulk_stage_2026-04-28.py,UPDATE,2026-04-28T14:55:56.668858
006WR00000wkEaXYAU,Casa Linda,StageName,Under Contract,EMA/Bulk In Progress,AGR-0811 EMA (Review); AGR-0812 Bulk (Review),bulk_advance_ema_bulk_stage_2026-04-28.py,UPDATE,2026-04-28T14:55:56.668868
006WR00000wkEaYYAU,Windsor Manor,StageName,Under Contract,EMA/Bulk In Progress,AGR-0814 EMA (Review); AGR-0815 Bulk (Review),bulk_advance_ema_bulk_stage_2026-04-28.py,UPDATE,2026-04-28T14:55:56.668878
006WR00000wkEaZYAU,Coliseum Apartments,StageName,Under Contract,EMA/Bulk In Progress,AGR-0817 EMA (Review); AGR-0818 Bulk (Review),bulk_advance_ema_bulk_stage_2026-04-28.py,UPDATE,2026-04-28T14:55:56.668888
006WR00000wkEaaYAE,Colonial Manor Apartments,StageName,Under Contract,EMA/Bulk In Progress,AGR-0820 EMA (Review); AGR-0821 Bulk (Review),bulk_advance_ema_bulk_stage_2026-04-28.py,UPDATE,2026-04-28T14:55:56.668898
006WR00000wkEabYAE,San Vicente Apartments,StageName,Under Contract,EMA/Bulk In Progress,AGR-0823 EMA (Review); AGR-0824 Bulk (Review),bulk_advance_ema_bulk_stage_2026-04-28.py,UPDATE,2026-04-28T14:55:56.668909
006WR00000wkEacYAE,St. Andrews Manor,StageName,Under Contract,EMA/Bulk In Progress,AGR-0826 EMA (Review); AGR-0827 Bulk (Review),bulk_advance_ema_bulk_stage_2026-04-28.py,UPDATE,2026-04-28T14:55:56.668919
006WR00000wkEadYAE,Krystal Terrace,StageName,Under Contract,EMA/Bulk In Progress,AGR-0829 EMA (Review); AGR-0830 Bulk (Review),bulk_advance_ema_bulk_stage_2026-04-28.py,UPDATE,2026-04-28T14:55:56.668929
006WR00000wkEaeYAE,Parkway Terrace,StageName,Under Contract,EMA/Bulk In Progress,AGR-0832 EMA (Review); AGR-0833 Bulk (Review),bulk_advance_ema_bulk_stage_2026-04-28.py,UPDATE,2026-04-28T14:55:56.668939
006WR00000wkEafYAE,Kling Trio Apartments,StageName,Under Contract,EMA/Bulk In Progress,AGR-0835 EMA (Review); AGR-0836 Bulk (Review),bulk_advance_ema_bulk_stage_2026-04-28.py,UPDATE,2026-04-28T14:55:56.668949
006WR00000wkEagYAE,Jaclyn Terrace,StageName,Under Contract,EMA/Bulk In Progress,AGR-0838 EMA (Review); AGR-0839 Bulk (Review),bulk_advance_ema_bulk_stage_2026-04-28.py,UPDATE,2026-04-28T14:55:56.668960
006WR00000wkEahYAE,Brody Terrace (Riverside),StageName,Under Contract,EMA/Bulk In Progress,AGR-0841 EMA (Review); AGR-0842 Bulk (Review),bulk_advance_ema_bulk_stage_2026-04-28.py,UPDATE,2026-04-28T14:55:56.668970
006WR00000wkEaiYAE,Parkview Terrace,StageName,Under Contract,EMA/Bulk In Progress,AGR-0844 EMA (Review); AGR-0845 Bulk (Review),bulk_advance_ema_bulk_stage_2026-04-28.py,UPDATE,2026-04-28T14:55:56.668980
006WR00000wkEajYAE,Roxanne Apartments,StageName,Under Contract,EMA/Bulk In Progress,AGR-0847 EMA (Review); AGR-0848 Bulk (Review),bulk_advance_ema_bulk_stage_2026-04-28.py,UPDATE,2026-04-28T14:55:56.668990
006WR00000wkEakYAE,Riverside Villa Apartments,StageName,Under Contract,EMA/Bulk In Progress,AGR-0850 EMA (Review); AGR-0851 Bulk (Review),bulk_advance_ema_bulk_stage_2026-04-28.py,UPDATE,2026-04-28T14:55:56.669000
006WR00000wkEalYAE,The Banyans,StageName,Under Contract,EMA/Bulk In Progress,AGR-0853 EMA (Review); AGR-0854 Bulk (Review),bulk_advance_ema_bulk_stage_2026-04-28.py,UPDATE,2026-04-28T14:55:56.669011
006WR00000wkEamYAE,Topanga Apartments,StageName,Under Contract,EMA/Bulk In Progress,AGR-0856 EMA (Review); AGR-0857 Bulk (Review),bulk_advance_ema_bulk_stage_2026-04-28.py,UPDATE,2026-04-28T14:55:56.669021
006WR00000wkEanYAE,Topanga Terrace,StageName,Under Contract,EMA/Bulk In Progress,AGR-0859 EMA (Review); AGR-0860 Bulk (Review),bulk_advance_ema_bulk_stage_2026-04-28.py,UPDATE,2026-04-28T14:55:56.669031
006WR00000wkEaoYAE,Vista Apartments,StageName,Under Contract,EMA/Bulk In Progress,AGR-0862 EMA (Review); AGR-0863 Bulk (Review),bulk_advance_ema_bulk_stage_2026-04-28.py,UPDATE,2026-04-28T14:55:56.669041
006WR00000wkEapYAE,The Palms,StageName,Under Contract,EMA/Bulk In Progress,AGR-0865 EMA (Review); AGR-0866 Bulk (Review),bulk_advance_ema_bulk_stage_2026-04-28.py,UPDATE,2026-04-28T14:55:56.669051
006WR00000wkEauYAE,Hollypark Knolls Apartments,StageName,Under Contract,EMA/Bulk In Progress,AGR-0876 EMA (Review); AGR-0877 Bulk (Review),bulk_advance_ema_bulk_stage_2026-04-28.py,UPDATE,2026-04-28T14:55:56.669061
006WR00000wkEavYAE,Saticoy Gardens,StageName,Under Contract,EMA/Bulk In Progress,AGR-0879 EMA (Review); AGR-0880 Bulk (Review),bulk_advance_ema_bulk_stage_2026-04-28.py,UPDATE,2026-04-28T14:55:56.669071
006WR00000wkEawYAE,Link Canvas (fka The George & The Leonard),StageName,Under Contract,EMA/Bulk In Progress,AGR-0882 EMA (Review); AGR-0883 Bulk (Review),bulk_advance_ema_bulk_stage_2026-04-28.py,UPDATE,2026-04-28T14:55:56.669092
006WR00000wkEaxYAE,Link West End,StageName,Under Contract,EMA/Bulk In Progress,AGR-0885 EMA (Review); AGR-0886 Bulk (Review),bulk_advance_ema_bulk_stage_2026-04-28.py,UPDATE,2026-04-28T14:55:56.669103
006WR00000wkEayYAE,Mississippi View,StageName,Under Contract,EMA/Bulk In Progress,AGR-0888 EMA (Review); AGR-0889 Bulk (Review),bulk_advance_ema_bulk_stage_2026-04-28.py,UPDATE,2026-04-28T14:55:56.669114
006WR00000wkEbIYAU,First Casa De Marina,StageName,Under Contract,EMA/Bulk In Progress,AGR-0926 EMA (Review); AGR-0927 Bulk (Review),bulk_advance_ema_bulk_stage_2026-04-28.py,UPDATE,2026-04-28T14:55:56.669124
006WR00000wkEbJYAU,Lombardi Apartments,StageName,Under Contract,EMA/Bulk In Progress,AGR-0929 EMA (Review); AGR-0930 Bulk (Review),bulk_advance_ema_bulk_stage_2026-04-28.py,UPDATE,2026-04-28T14:55:56.669135
006WR00000wkEbKYAU,The Meadows at Westlake Village,StageName,Under Contract,EMA/Bulk In Progress,AGR-0932 EMA (Review); AGR-0933 Bulk (Review),bulk_advance_ema_bulk_stage_2026-04-28.py,UPDATE,2026-04-28T14:55:56.669145
006WR00000wkEbLYAU,Brookside Terrace Apartments,StageName,Under Contract,EMA/Bulk In Progress,AGR-0935 EMA (Review); AGR-0936 Bulk (Review),bulk_advance_ema_bulk_stage_2026-04-28.py,UPDATE,2026-04-28T14:55:56.669155
006WR00000wkEbMYAU,Gloria Homes,StageName,Under Contract,EMA/Bulk In Progress,AGR-0938 EMA (Review); AGR-0939 Bulk (Review),bulk_advance_ema_bulk_stage_2026-04-28.py,UPDATE,2026-04-28T14:55:56.669166
006WR00000wkEbNYAU,Parthenia Terrace,StageName,Under Contract,EMA/Bulk In Progress,AGR-0941 EMA (Review); AGR-0942 Bulk (Review),bulk_advance_ema_bulk_stage_2026-04-28.py,UPDATE,2026-04-28T14:55:56.669176
006WR00000wkEbVYAU,CitiFront Apartments,StageName,Under Contract,EMA/Bulk In Progress,AGR-0951 EMA (Review); AGR-0952 Bulk (Review),bulk_advance_ema_bulk_stage_2026-04-28.py,UPDATE,2026-04-28T14:55:56.669186
006WR00000wkEbqYAE,Purgatory Creek Townhomes,StageName,Under Contract,EMA/Bulk In Progress,AGR-1009 EMA (Review); AGR-1010 Bulk (Review),bulk_advance_ema_bulk_stage_2026-04-28.py,UPDATE,2026-04-28T14:55:56.669196
006WR00000wkEcEYAU,Northampton Court Condominiums,StageName,Under Contract,EMA/Bulk In Progress,AGR-1060 Bulk (Sign),bulk_advance_ema_bulk_stage_2026-04-28.py,UPDATE,2026-04-28T14:55:56.669206
006WR00000wkEcpYAE,Sonterra Apartment Homes,StageName,Under Contract,EMA/Bulk In Progress,AGR-1175 EMA (Review),bulk_advance_ema_bulk_stage_2026-04-28.py,UPDATE,2026-04-28T14:55:56.669216
