SF_Id,Agreement_Name,Field,Before,After,Source,Action,Timestamp
a0BWR000008gCL72AM,AGR-1551,Status__c,Completed,Completed,ironclad_export_2026-04-29 (IC-2908),UPDATE,2026-05-13T10:20:56.813153
a0BWR000008gCL72AM,AGR-1551,Signed_Date__c,2026-04-22,2026-04-23,ironclad_export_2026-04-29 (IC-2908),UPDATE,2026-05-13T10:20:56.813170
