SF_Id,Agreement_Name,Field,Before,After,Source,Action,Timestamp
a0BWR0000083yBa2AI,AGR-0065,Status__c,Sign,Sign,ironclad_export_2026-05-20 (IC-2848),UPDATE,2026-05-20T08:57:51.374450
a0BWR0000083yBa2AI,AGR-0065,Signed_Date__c,,2026-02-26,ironclad_export_2026-05-20 (IC-2848),UPDATE,2026-05-20T08:57:51.374473
a0BWR0000083yBp2AI,AGR-0080,Status__c,Review,Review,ironclad_export_2026-05-20 (IC-1359),UPDATE,2026-05-20T08:57:51.374488
a0BWR0000083yBp2AI,AGR-0080,Signed_Date__c,,2025-09-05,ironclad_export_2026-05-20 (IC-1359),UPDATE,2026-05-20T08:57:51.374501
a0BWR0000083yBy2AI,AGR-0089,Status__c,Sign,Sign,ironclad_export_2026-05-20 (IC-2846),UPDATE,2026-05-20T08:57:51.374510
a0BWR0000083yBy2AI,AGR-0089,Signed_Date__c,,2026-02-26,ironclad_export_2026-05-20 (IC-2846),UPDATE,2026-05-20T08:57:51.374519
a0BWR0000083yBz2AI,AGR-0090,Status__c,Sign,Sign,ironclad_export_2026-05-20 (IC-2845),UPDATE,2026-05-20T08:57:51.374528
a0BWR0000083yBz2AI,AGR-0090,Signed_Date__c,,2026-02-26,ironclad_export_2026-05-20 (IC-2845),UPDATE,2026-05-20T08:57:51.374536
a0BWR0000083yWT2AY,AGR-1060,Status__c,Sign,Sign,ironclad_export_2026-05-20 (IC-648),UPDATE,2026-05-20T08:57:51.374545
a0BWR0000083yWT2AY,AGR-1060,Signed_Date__c,,2026-03-11,ironclad_export_2026-05-20 (IC-648),UPDATE,2026-05-20T08:57:51.374554
a0BWR0000083yYK2AY,AGR-1175,Status__c,Sign,Sign,ironclad_export_2026-05-20 (IC-3255),UPDATE,2026-05-20T08:57:51.374562
a0BWR0000083yYK2AY,AGR-1175,Signed_Date__c,,2026-04-17,ironclad_export_2026-05-20 (IC-3255),UPDATE,2026-05-20T08:57:51.374570
a0BWR000008cMqv2AE,AGR-1550,Status__c,Sign,Sign,ironclad_export_2026-05-20 (IC-3654),UPDATE,2026-05-20T08:57:51.374579
a0BWR000008cMqv2AE,AGR-1550,Signed_Date__c,,2026-05-04,ironclad_export_2026-05-20 (IC-3654),UPDATE,2026-05-20T08:57:51.374586
a0BWR000008k7TJ2AY,AGR-1557,Status__c,Sign,Sign,ironclad_export_2026-05-20 (IC-3760),UPDATE,2026-05-20T08:57:51.374594
a0BWR000008k7TJ2AY,AGR-1557,Signed_Date__c,,2026-05-08,ironclad_export_2026-05-20 (IC-3760),UPDATE,2026-05-20T08:57:51.374602
a0BWR000008qOWH2A2,AGR-1565,Status__c,Sign,Sign,ironclad_export_2026-05-20 (IC-3802),UPDATE,2026-05-20T08:57:51.374610
a0BWR000008qOWH2A2,AGR-1565,Signed_Date__c,,2026-05-14,ironclad_export_2026-05-20 (IC-3802),UPDATE,2026-05-20T08:57:51.374618
a0BWR000008rBwn2AE,AGR-1566,Status__c,Review,Sign,ironclad_export_2026-05-20 (IC-3838),UPDATE,2026-05-20T08:57:51.374626
a0BWR000008rBwn2AE,AGR-1566,Signed_Date__c,,2026-05-19,ironclad_export_2026-05-20 (IC-3838),UPDATE,2026-05-20T08:57:51.374634
