SF_Id,Name,Stage,Field,Before,After,Source,Timestamp,Action
006WR00000wkAC1YAM,Paul Mark Apts,PAL/ROE Complete,Sales_Status__c,Reached Out - Pending Response,,fix/2026-05-12-clear-stale-substatus-fields.py,2026-05-12T11:09:20,cleared
006WR00000wkBG5YAM,1st Avenue Apartments (Old Name - Southwest Villa),Closed Lost,Sales_Status__c,Contact Pending,,fix/2026-05-12-clear-stale-substatus-fields.py,2026-05-12T11:09:20,cleared
006WR00000wkCjMYAU,Gardens of Taylor,Contract Negotiations,Sales_Status__c,Reached Out - Pending Response,,fix/2026-05-12-clear-stale-substatus-fields.py,2026-05-12T11:09:20,cleared
006WR00000wkClNYAU,Del Mar Beach Club,PAL/ROE Complete,Sales_Status__c,Contact Pending,,fix/2026-05-12-clear-stale-substatus-fields.py,2026-05-12T11:09:20,cleared
006WR00000wkClkYAE,Las Brisas,PAL/ROE Complete,Sales_Status__c,Contact Pending,,fix/2026-05-12-clear-stale-substatus-fields.py,2026-05-12T11:09:20,cleared
006WR00000wkCllYAE,Del Mar Shores Terrace,PAL/ROE Complete,Sales_Status__c,Reached Out - Pending Response,,fix/2026-05-12-clear-stale-substatus-fields.py,2026-05-12T11:09:20,cleared
006WR00000wkCmJYAU,Park Encinitas,On Hold,Sales_Status__c,Contact Pending,,fix/2026-05-12-clear-stale-substatus-fields.py,2026-05-12T11:09:20,cleared
006WR00000wkDMfYAM,Lakeshore Gardens,Closed Lost,Hold_Reason__c,Other,,fix/2026-05-12-clear-stale-substatus-fields.py,2026-05-12T11:09:20,cleared
006WR00000wkDMzYAM,Apache Bend Apartments,Closed Lost,Hold_Reason__c,Other,,fix/2026-05-12-clear-stale-substatus-fields.py,2026-05-12T11:09:20,cleared
006WR00000wkDtPYAU,Yale Park,Closed Lost,Hold_Reason__c,Other,,fix/2026-05-12-clear-stale-substatus-fields.py,2026-05-12T11:09:20,cleared
006WR00000wkDtiYAE,Villa Rouge,Closed Lost,Sales_Status__c,Contact Pending,,fix/2026-05-12-clear-stale-substatus-fields.py,2026-05-12T11:09:20,cleared
006WR00000wkDtjYAE,Ville De Sante townhomes,Closed Lost,Sales_Status__c,Reached Out - Pending Response,,fix/2026-05-12-clear-stale-substatus-fields.py,2026-05-12T11:09:20,cleared
006WR00000wkDu0YAE,Cielo II Apartments,PAL/ROE Complete,Hold_Reason__c,Other,,fix/2026-05-12-clear-stale-substatus-fields.py,2026-05-12T11:09:20,cleared
006WR00000wkDu1YAE,The M at Lakeline,PAL/ROE Complete,Hold_Reason__c,Other,,fix/2026-05-12-clear-stale-substatus-fields.py,2026-05-12T11:09:20,cleared
006WR00000wkDu2YAE,Palmero by the Park (f/k/a Overlook by the Park),PAL/ROE Complete,Hold_Reason__c,Other,,fix/2026-05-12-clear-stale-substatus-fields.py,2026-05-12T11:09:20,cleared
