SF_Id,Agreement_Name,Field,Before,After,Source,Action,Timestamp
a0BWR0000083yGE2AY,AGR-0353,Status__c,Paused,Review,ironclad_export_2026-06-24_162452_all (IC-4203),PREVIEW,2026-06-24T09:45:34.440451
a0BWR000009RyNt2AK,AGR-1598,Status__c,,Review,ironclad_export_2026-06-24_162452_all (IC-4199),PREVIEW,2026-06-24T09:45:34.440467
a0BWR000009S1X32AK,AGR-1599,Status__c,,Review,ironclad_export_2026-06-24_162452_all (IC-4205),PREVIEW,2026-06-24T09:45:34.440474
a0BWR000009S1bt2AC,AGR-1600,Status__c,,Review,ironclad_export_2026-06-24_162452_all (IC-4201),PREVIEW,2026-06-24T09:45:34.440484
a0BWR000009S1gj2AC,AGR-1601,Status__c,,Review,ironclad_export_2026-06-24_162452_all (IC-4200),PREVIEW,2026-06-24T09:45:34.440489
