SF_Id,Name,Field,Before,After,Source,Timestamp,Action
006WR00000wkEc3YAE,Capri on Camelback,StageName,Contract Negotiations,PAL/ROE Complete,stage_cleanup_2026-05-01 (Capri auto-move; IronClad IC-153 confirmed completed),2026-05-01T16:19:31.265739Z,update
