SF_Id,Agreement_Name,Field,Before,After,Source,Action,Timestamp
a0BWR000008Ay382AC,AGR-1390,Status__c,Completed,Completed,ironclad_export_2026-06-22_173224_all (IC-2797),PREVIEW,2026-06-22T10:37:19.509823
a0BWR000008Ay382AC,AGR-1390,Signed_Date__c,2026-03-05,2026-02-18,ironclad_export_2026-06-22_173224_all (IC-2797),PREVIEW,2026-06-22T10:37:19.509835
a0BWR000008AyUX2A0,AGR-1368,Status__c,Completed,Completed,ironclad_export_2026-06-22_173224_all (IC-2583),PREVIEW,2026-06-22T10:37:19.509843
a0BWR000008AyUX2A0,AGR-1368,Signed_Date__c,2026-01-29,2026-01-28,ironclad_export_2026-06-22_173224_all (IC-2583),PREVIEW,2026-06-22T10:37:19.509850
a0BWR000008AyW92AK,AGR-1369,Status__c,Completed,Completed,ironclad_export_2026-06-22_173224_all (IC-2586),PREVIEW,2026-06-22T10:37:19.509856
a0BWR000008AyW92AK,AGR-1369,Signed_Date__c,2026-02-03,2026-01-28,ironclad_export_2026-06-22_173224_all (IC-2586),PREVIEW,2026-06-22T10:37:19.509861
a0BWR000008Ayaz2AC,AGR-1372,Status__c,Completed,Completed,ironclad_export_2026-06-22_173224_all (IC-2719),PREVIEW,2026-06-22T10:37:19.509865
a0BWR000008Ayaz2AC,AGR-1372,Signed_Date__c,2026-02-12,2026-02-11,ironclad_export_2026-06-22_173224_all (IC-2719),PREVIEW,2026-06-22T10:37:19.509870
a0BWR000008Aycb2AC,AGR-1373,Status__c,Completed,Completed,ironclad_export_2026-06-22_173224_all (IC-2720),PREVIEW,2026-06-22T10:37:19.509875
a0BWR000008Aycb2AC,AGR-1373,Signed_Date__c,2026-02-12,2026-02-11,ironclad_export_2026-06-22_173224_all (IC-2720),PREVIEW,2026-06-22T10:37:19.509880
a0BWR000008AyeD2AS,AGR-1374,Status__c,Completed,Completed,ironclad_export_2026-06-22_173224_all (IC-2794),PREVIEW,2026-06-22T10:37:19.509884
a0BWR000008AyeD2AS,AGR-1374,Signed_Date__c,2026-03-13,2026-02-18,ironclad_export_2026-06-22_173224_all (IC-2794),PREVIEW,2026-06-22T10:37:19.509889
a0BWR000008Ayj32AC,AGR-1377,Status__c,Completed,Completed,ironclad_export_2026-06-22_173224_all (IC-2721),PREVIEW,2026-06-22T10:37:19.509894
a0BWR000008Ayj32AC,AGR-1377,Signed_Date__c,2026-02-12,2026-02-11,ironclad_export_2026-06-22_173224_all (IC-2721),PREVIEW,2026-06-22T10:37:19.509898
a0BWR000008AymH2AS,AGR-1379,Status__c,Completed,Completed,ironclad_export_2026-06-22_173224_all (IC-2729),PREVIEW,2026-06-22T10:37:19.509903
a0BWR000008AymH2AS,AGR-1379,Signed_Date__c,2026-02-18,2026-02-12,ironclad_export_2026-06-22_173224_all (IC-2729),PREVIEW,2026-06-22T10:37:19.509907
a0BWR000008AypV2AS,AGR-1381,Status__c,Completed,Completed,ironclad_export_2026-06-22_173224_all (IC-2722),PREVIEW,2026-06-22T10:37:19.509912
a0BWR000008AypV2AS,AGR-1381,Signed_Date__c,2026-02-12,2026-02-11,ironclad_export_2026-06-22_173224_all (IC-2722),PREVIEW,2026-06-22T10:37:19.509916
a0BWR000008Ayr72AC,AGR-1382,Status__c,Completed,Completed,ironclad_export_2026-06-22_173224_all (IC-2723),PREVIEW,2026-06-22T10:37:19.509920
a0BWR000008Ayr72AC,AGR-1382,Signed_Date__c,2026-02-12,2026-02-11,ironclad_export_2026-06-22_173224_all (IC-2723),PREVIEW,2026-06-22T10:37:19.509925
a0BWR000008Aysj2AC,AGR-1383,Status__c,Completed,Completed,ironclad_export_2026-06-22_173224_all (IC-2611),PREVIEW,2026-06-22T10:37:19.509929
a0BWR000008Aysj2AC,AGR-1383,Signed_Date__c,2026-02-03,2026-01-29,ironclad_export_2026-06-22_173224_all (IC-2611),PREVIEW,2026-06-22T10:37:19.509934
a0BWR000008AyuL2AS,AGR-1384,Status__c,Completed,Completed,ironclad_export_2026-06-22_173224_all (IC-2676),PREVIEW,2026-06-22T10:37:19.509938
a0BWR000008AyuL2AS,AGR-1384,Signed_Date__c,2026-02-04,2026-02-03,ironclad_export_2026-06-22_173224_all (IC-2676),PREVIEW,2026-06-22T10:37:19.509943
a0BWR000008Ayvx2AC,AGR-1385,Status__c,Completed,Completed,ironclad_export_2026-06-22_173224_all (IC-2855),PREVIEW,2026-06-22T10:37:19.509947
a0BWR000008Ayvx2AC,AGR-1385,Signed_Date__c,2026-03-13,2026-03-03,ironclad_export_2026-06-22_173224_all (IC-2855),PREVIEW,2026-06-22T10:37:19.509952
a0BWR000008AyxZ2AS,AGR-1386,Status__c,Completed,Completed,ironclad_export_2026-06-22_173224_all (IC-2724),PREVIEW,2026-06-22T10:37:19.509956
a0BWR000008AyxZ2AS,AGR-1386,Signed_Date__c,2026-02-12,2026-02-11,ironclad_export_2026-06-22_173224_all (IC-2724),PREVIEW,2026-06-22T10:37:19.509960
a0BWR000008Az0n2AC,AGR-1388,Status__c,Completed,Completed,ironclad_export_2026-06-22_173224_all (IC-2811),PREVIEW,2026-06-22T10:37:19.509965
a0BWR000008Az0n2AC,AGR-1388,Signed_Date__c,2026-03-13,2026-02-20,ironclad_export_2026-06-22_173224_all (IC-2811),PREVIEW,2026-06-22T10:37:19.509969
