opp_id,opp_name,opp_site_name,opp_state,opp_city,opp_address,opp_stage,rank,score,confidence,st_name,st_site_name,st_monday_name,st_state,st_city,st_site_status,st_already_linked_to,breakdown
006WR00000wk9SjYAI,Chalet Apartments,,NE,Omaha,"4858 Izard Street, Omaha, Nebraska 68132, USA",Contract Negotiations,1,6,medium,P-005793,Omaha_MDU_6302-6014 Boyd St,6302-6014 Boyd Street,NE,Omaha,In Service,Omaha_MDU_6302 Boyd St,"state+1; city_exact+3; nametoks['omaha', 'street']+2"
006WR00000wk9SjYAI,Chalet Apartments,,NE,Omaha,"4858 Izard Street, Omaha, Nebraska 68132, USA",Contract Negotiations,2,6,,P-006773,Omaha_MDU_78th Street Apartments,78th Street Apartments,NE,Omaha,Future,78th Place Apartments,"state+1; city_exact+3; nametoks['omaha', 'street']+2"
006WR00000wk9SjYAI,Chalet Apartments,,NE,Omaha,"4858 Izard Street, Omaha, Nebraska 68132, USA",Contract Negotiations,3,5,,P-006738,Omaha_MDU_Bristol Square Apts,Bristol Square Apts,NE,Omaha,Future,Bristol Square Apartments,state+1; city_exact+3; nametoks['omaha']+1
006WR00000wk9SoYAI,Stone Hill,Killeen_MDU_Stonehill,TX,Killeen,"501 West Central Texas Expressway, Killeen, TX, USA",Engaged,1,5,medium,P-006296,Killeen_MDU_The Renaissance at Stoney Creek,The Renaissance at Stoney Creek,TX,Killeen,In Service,The Renaissance at Stoney Creek,state+1; city_exact+3; nametoks['killeen']+1
006WR00000wk9SoYAI,Stone Hill,Killeen_MDU_Stonehill,TX,Killeen,"501 West Central Texas Expressway, Killeen, TX, USA",Engaged,2,5,,P-001611,Killeen_MDU_Bay Colony Apartments,Bay Colony Apartments,TX,Killeen,In Service,Bay Colony Apartments,state+1; city_exact+3; nametoks['killeen']+1
006WR00000wk9SoYAI,Stone Hill,Killeen_MDU_Stonehill,TX,Killeen,"501 West Central Texas Expressway, Killeen, TX, USA",Engaged,3,5,,P-006777,Killeen_MDU_209 E Dean Ave,209 E Dean Ave,TX,Killeen,Future,Killeen_MDU_209 E Dean Ave,state+1; city_exact+3; nametoks['killeen']+1
006WR00000wk9T2YAI,Cicada Springs RV Park,KILLEEN_MDU_Cicada Springs RV Park,TX,Killeen,300 MAPLE ST KILLEEN TX 76543,Contract Negotiations,1,6,medium,P-006831,Killeen_MDU_813 N Park St Apartments,813 N Park St Apartments,TX,Killeen,Future,Killeen_MDU_813 N Park St Apartments,"state+1; city_exact+3; nametoks['killeen', 'park']+2"
006WR00000wk9T2YAI,Cicada Springs RV Park,KILLEEN_MDU_Cicada Springs RV Park,TX,Killeen,300 MAPLE ST KILLEEN TX 76543,Contract Negotiations,2,5,,P-006296,Killeen_MDU_The Renaissance at Stoney Creek,The Renaissance at Stoney Creek,TX,Killeen,In Service,The Renaissance at Stoney Creek,state+1; city_exact+3; nametoks['killeen']+1
006WR00000wk9T2YAI,Cicada Springs RV Park,KILLEEN_MDU_Cicada Springs RV Park,TX,Killeen,300 MAPLE ST KILLEEN TX 76543,Contract Negotiations,3,5,,P-001611,Killeen_MDU_Bay Colony Apartments,Bay Colony Apartments,TX,Killeen,In Service,Bay Colony Apartments,state+1; city_exact+3; nametoks['killeen']+1
006WR00000wk9TwYAI,Dobson Villas,Mesa_MDU_Dobson Villas,AZ,Mesa,"2146 W Isabella Ave, Mesa, AZ 85202, USA",Proposal Sent,1,6,medium,P-002258,Mesa_MDU_Dobson Bay Club HOA,Dobson Bay Club HOA,AZ,Mesa,In Service,Dobson Bay Club HOA,"state+1; city_exact+3; nametoks['dobson', 'mesa']+2"
006WR00000wk9TwYAI,Dobson Villas,Mesa_MDU_Dobson Villas,AZ,Mesa,"2146 W Isabella Ave, Mesa, AZ 85202, USA",Proposal Sent,2,6,,P-003277,Mesa_MDU_Dobson Greens Condo HOA,Dobson Greens Condo HOA,AZ,Mesa,In Service,Dobson Greens Condo HOA,"state+1; city_exact+3; nametoks['dobson', 'mesa']+2"
006WR00000wk9TwYAI,Dobson Villas,Mesa_MDU_Dobson Villas,AZ,Mesa,"2146 W Isabella Ave, Mesa, AZ 85202, USA",Proposal Sent,3,6,,P-005703,Mesa_MDU_Dobson Ranch Condos,Dobson Ranch Condos,AZ,Mesa,In Service,Dobson Ranch Condos,"state+1; city_exact+3; nametoks['dobson', 'mesa']+2"
006WR00000wkA6dYAE,Howard Street,Omaha_MDU_Howard Street Apartments,NE,Omaha,"7520 Howard Street, Omaha, NE, USA",Engaged,1,6,medium,P-005793,Omaha_MDU_6302-6014 Boyd St,6302-6014 Boyd Street,NE,Omaha,In Service,Omaha_MDU_6302 Boyd St,"state+1; city_exact+3; nametoks['omaha', 'street']+2"
006WR00000wkA6dYAE,Howard Street,Omaha_MDU_Howard Street Apartments,NE,Omaha,"7520 Howard Street, Omaha, NE, USA",Engaged,2,6,,P-006773,Omaha_MDU_78th Street Apartments,78th Street Apartments,NE,Omaha,Future,78th Place Apartments,"state+1; city_exact+3; nametoks['omaha', 'street']+2"
006WR00000wkA6dYAE,Howard Street,Omaha_MDU_Howard Street Apartments,NE,Omaha,"7520 Howard Street, Omaha, NE, USA",Engaged,3,5,,P-006738,Omaha_MDU_Bristol Square Apts,Bristol Square Apts,NE,Omaha,Future,Bristol Square Apartments,state+1; city_exact+3; nametoks['omaha']+1
006WR00000wkA6fYAE,Bedford Square [fmr Maplewood Court],,NE,Omaha,"4512 Bedford Ave, Omaha, NE 68104, USA",Contract Negotiations,1,6,medium,P-006738,Omaha_MDU_Bristol Square Apts,Bristol Square Apts,NE,Omaha,Future,Bristol Square Apartments,"state+1; city_exact+3; nametoks['omaha', 'square']+2"
006WR00000wkA6fYAE,Bedford Square [fmr Maplewood Court],,NE,Omaha,"4512 Bedford Ave, Omaha, NE 68104, USA",Contract Negotiations,2,6,,P-006413,Omaha_MDU_Northampton Court Condos,Northampton Court Condominiums,NE,Omaha,Future,Northampton Court Condominiums,"state+1; city_exact+3; nametoks['court', 'omaha']+2"
006WR00000wkA6fYAE,Bedford Square [fmr Maplewood Court],,NE,Omaha,"4512 Bedford Ave, Omaha, NE 68104, USA",Contract Negotiations,3,6,,P-006838,Omaha_MDU_Indian Hills Village Court,Indian Hills Village Court,NE,Omaha,Future,Indian Hills Terrace,"state+1; city_exact+3; nametoks['court', 'omaha']+2"
006WR00000wkA6iYAE,Green Valley Mobile Estates Encinitas,,CA,Encinitas,350 N El Camino Real,PAL/ROE Complete,1,5,medium,P-005180,Encinitas_MDU_Saxonay at Encinitas Ranch,Saxonay at Encinitas Ranch,CA,Encinitas,In Service,Encinitas_MDU_Saxonay at Encinitas Ranch,state+1; city_exact+3; nametoks['encinitas']+1
006WR00000wkA6iYAE,Green Valley Mobile Estates Encinitas,,CA,Encinitas,350 N El Camino Real,PAL/ROE Complete,2,5,,P-006199,Encinitas_SFU_High Country Villas 5&7,High Country Villas 5&7,CA,Encinitas,Future,High Country Villas 5&7,state+1; city_exact+3; nametoks['encinitas']+1
006WR00000wkA6iYAE,Green Valley Mobile Estates Encinitas,,CA,Encinitas,350 N El Camino Real,PAL/ROE Complete,3,5,,P-005191,Encinitas_MDU_Haciendas De La Playa,Haciendas De La Playa HOA,CA,Encinitas,In Service,Haciendas de la Playa,state+1; city_exact+3; nametoks['encinitas']+1
006WR00000wkA7oYAE,Terrace Garden Apartments,Omaha_MDU_Terrace Garden Townhomes,NE,Omaha,"10100 Grand Plaza, Omaha, NE, USA",Contract Negotiations,1,6,medium,P-005578,Omaha_MDU_Indian Hills Terrace,Indian Hills Terrace,NE,Omaha,In Service,Indian Hills Terrace,"state+1; city_exact+3; nametoks['omaha', 'terrace']+2"
006WR00000wkA7oYAE,Terrace Garden Apartments,Omaha_MDU_Terrace Garden Townhomes,NE,Omaha,"10100 Grand Plaza, Omaha, NE, USA",Contract Negotiations,2,6,,P-005420,Omaha_MDU_Blondo Plaza Apartments,Blondo Plaza Apartments,NE,Omaha,In Service,Blondo Plaza Apartments,"state+1; city_exact+3; nametoks['omaha', 'plaza']+2"
006WR00000wkA7oYAE,Terrace Garden Apartments,Omaha_MDU_Terrace Garden Townhomes,NE,Omaha,"10100 Grand Plaza, Omaha, NE, USA",Contract Negotiations,3,6,,P-005496,Omaha_MDU_Caravelle Townhomes,Caravelle Townhomes,NE,Omaha,In Service,Caravelle Townhomes,"state+1; city_exact+3; nametoks['omaha', 'townhomes']+2"
006WR00000wkA8kYAE,Santa Helena Park Condominiums,Solana Beach_MDU_Santa Helena Park Condominiums,CA,Solana Beach,"1047 Santa Helena Park Ct, Solana Beach, CA 92075, USA",Contract Negotiations,1,6,medium,P-005369,Solana Beach_MDU_Seascape Sur,Seascape Sur,CA,Solana Beach,Future,Seascape Sur,"state+1; city_exact+3; nametoks['beach', 'solana']+2"
006WR00000wkA8kYAE,Santa Helena Park Condominiums,Solana Beach_MDU_Santa Helena Park Condominiums,CA,Solana Beach,"1047 Santa Helena Park Ct, Solana Beach, CA 92075, USA",Contract Negotiations,2,6,,P-005541,Solana Beach_MDU_Sixth Green HOA,Solana Beach_MDU_Sixth Green HOA,CA,Solana Beach,Future,Sixth Green Townhomes,"state+1; city_exact+3; nametoks['beach', 'solana']+2"
006WR00000wkA8kYAE,Santa Helena Park Condominiums,Solana Beach_MDU_Santa Helena Park Condominiums,CA,Solana Beach,"1047 Santa Helena Park Ct, Solana Beach, CA 92075, USA",Contract Negotiations,3,6,,P-006844,Solana Beach_MDU_Seascape Chateau,Seascape Chateau,CA,Solana Beach,In Service,Solana Beach_MDU_Seascape Chateau,"state+1; city_exact+3; nametoks['beach', 'solana']+2"
006WR00000wkABpYAM,Liberty Manor,Killeen_MDU_Liberty Manor,TX,Killeen,"301 Liberty St unit 101, Killeen, TX 76543, USA",Engaged,1,6,medium,P-006761,Killeen_MDU_Downtown Manor,Downtown Manor,TX,Killeen,Cancelled,Killeen_MDU_Downtown Manor,"state+1; city_exact+3; nametoks['killeen', 'manor']+2"
006WR00000wkABpYAM,Liberty Manor,Killeen_MDU_Liberty Manor,TX,Killeen,"301 Liberty St unit 101, Killeen, TX 76543, USA",Engaged,2,5,,P-006296,Killeen_MDU_The Renaissance at Stoney Creek,The Renaissance at Stoney Creek,TX,Killeen,In Service,The Renaissance at Stoney Creek,state+1; city_exact+3; nametoks['killeen']+1
006WR00000wkABpYAM,Liberty Manor,Killeen_MDU_Liberty Manor,TX,Killeen,"301 Liberty St unit 101, Killeen, TX 76543, USA",Engaged,3,5,,P-001611,Killeen_MDU_Bay Colony Apartments,Bay Colony Apartments,TX,Killeen,In Service,Bay Colony Apartments,state+1; city_exact+3; nametoks['killeen']+1
006WR00000wkC7WYAU,Westmount at Urban Trails,Mesa_MDU_Westmount at Urban Trails,AZ,Mesa,"1620 W Southern Ave, Mesa, AZ 85202, USA",Contract Negotiations,1,5,medium,P-002258,Mesa_MDU_Dobson Bay Club HOA,Dobson Bay Club HOA,AZ,Mesa,In Service,Dobson Bay Club HOA,state+1; city_exact+3; nametoks['mesa']+1
