SF_Id,Name,Field,Before,After,Source,Timestamp,Action,Provenance
006WR00000wkDtWYAU,GEORGETOWN_MDU_101_FM971 AKA Vered at San Gabriel,Property_Category__c,Cat 1,,fix/2026-05-13-strict-filter-blank-misleading-cat1.py,2026-05-13T12:35:19,blanked,strict_cat=Cat 2 dist_to_serviceable=531ft
006WR00000wkDu4YAE,High Country Villas 5&7,Property_Category__c,Cat 1,,fix/2026-05-13-strict-filter-blank-misleading-cat1.py,2026-05-13T12:35:19,blanked,strict_cat=Cat 2 dist_to_serviceable=939ft
006WR00000wkDu8YAE,The Turn Apartments,Property_Category__c,Cat 1,,fix/2026-05-13-strict-filter-blank-misleading-cat1.py,2026-05-13T12:35:19,blanked,strict_cat=Cat 3 dist_to_serviceable=103168ft
006WR00000wkDuAYAU,Villas on Horne,Property_Category__c,Cat 1,,fix/2026-05-13-strict-filter-blank-misleading-cat1.py,2026-05-13T12:35:19,blanked,strict_cat=Cat 2 dist_to_serviceable=575ft
006WR00000wkDuBYAU,Riverview Townhomes,Property_Category__c,Cat 1,,fix/2026-05-13-strict-filter-blank-misleading-cat1.py,2026-05-13T12:35:19,blanked,strict_cat=Cat 3 dist_to_serviceable=8836ft
006WR00000wkEbvYAE,The Traditions Apartments,Property_Category__c,Cat 1,,fix/2026-05-13-strict-filter-blank-misleading-cat1.py,2026-05-13T12:35:19,blanked,strict_cat=Cat 3 dist_to_serviceable=8013ft
006WR00000wkEcAYAU,Creekside Apartments,Property_Category__c,Cat 1,,fix/2026-05-13-strict-filter-blank-misleading-cat1.py,2026-05-13T12:35:19,blanked,strict_cat=Cat 2 dist_to_serviceable=639ft
006WR00000yv9vJYAQ,Promenade HOA,Property_Category__c,Cat 1,,fix/2026-05-13-strict-filter-blank-misleading-cat1.py,2026-05-13T12:35:19,blanked,strict_cat=Cat 3 dist_to_serviceable=4298ft
006WR00000ywSW1YAM,Paseo La Jolla Pvt Road,Property_Category__c,Cat 1,,fix/2026-05-13-strict-filter-blank-misleading-cat1.py,2026-05-13T12:35:19,blanked,strict_cat=Cat 2 dist_to_serviceable=740ft
006WR00000ywTFBYA2,Las Vistas HOA,Property_Category__c,Cat 1,,fix/2026-05-13-strict-filter-blank-misleading-cat1.py,2026-05-13T12:35:19,blanked,strict_cat=Cat 2 dist_to_serviceable=646ft
006WR00000ywTThYAM,Quail Gardens,Property_Category__c,Cat 1,,fix/2026-05-13-strict-filter-blank-misleading-cat1.py,2026-05-13T12:35:19,blanked,strict_cat=Cat 2 dist_to_serviceable=1504ft
006WR000013NaDUYA0,Walker's Park,Property_Category__c,Cat 1,,fix/2026-05-13-strict-filter-blank-misleading-cat1.py,2026-05-13T12:35:19,blanked,strict_cat=Cat 3 dist_to_serviceable=34536ft
006WR000013OnjhYAC,Dry Creek,Property_Category__c,Cat 1,,fix/2026-05-13-strict-filter-blank-misleading-cat1.py,2026-05-13T12:35:19,blanked,strict_cat=Cat 3 dist_to_serviceable=15600ft
