SF_Id,Name,Field,Before,After,Source,Action,Timestamp
006WR00000wk9RtYAI,117 and 121 E Avenue A Apartments,StageName,EMA/Bulk In Progress,EMA/Bulk Completed,ironclad_xref_2026-04-28,UPDATE,2026-04-28T17:08:51.702360
006WR00000wk9RuYAI,Town East,StageName,EMA/Bulk In Progress,EMA/Bulk Completed,ironclad_xref_2026-04-28,UPDATE,2026-04-28T17:08:52.039589
006WR00000wkDtzYAE,Whispering Hills Apartments,StageName,EMA/Bulk In Progress,EMA/Bulk Completed,ironclad_xref_2026-04-28,UPDATE,2026-04-28T17:08:52.435979
