SF_Id,Name,Object,Field,Before,After,Source,Timestamp,Action
006WR00000wk1EhYAI,Tallgrass Village,Opportunity,StageName,EMA/Bulk Complete,Marketing/Bulk Complete,stage_rename_emabulk_to_marketingbulk_2026-05-05,2026-05-05,UPDATE
006WR00000wk1EiYAI,Yavapai Hills Apartments,Opportunity,StageName,EMA/Bulk Complete,Marketing/Bulk Complete,stage_rename_emabulk_to_marketingbulk_2026-05-05,2026-05-05,UPDATE
006WR00000wk1EjYAI,The Renaissance at Stoney Creek,Opportunity,StageName,EMA/Bulk Complete,Marketing/Bulk Complete,stage_rename_emabulk_to_marketingbulk_2026-05-05,2026-05-05,UPDATE
006WR00000wk1EkYAI,Cielo on 5th (f/k/a Equinox on 5th),Opportunity,StageName,EMA/Bulk Complete,Marketing/Bulk Complete,stage_rename_emabulk_to_marketingbulk_2026-05-05,2026-05-05,UPDATE
006WR00000wk1ElYAI,The Bluffs of Brookside,Opportunity,StageName,EMA/Bulk Complete,Marketing/Bulk Complete,stage_rename_emabulk_to_marketingbulk_2026-05-05,2026-05-05,UPDATE
006WR00000wk1EmYAI,Bay Colony Apartments,Opportunity,StageName,EMA/Bulk Complete,Marketing/Bulk Complete,stage_rename_emabulk_to_marketingbulk_2026-05-05,2026-05-05,UPDATE
006WR00000wk1EnYAI,Hallcraft Villas Mesa 1,Opportunity,StageName,EMA/Bulk Complete,Marketing/Bulk Complete,stage_rename_emabulk_to_marketingbulk_2026-05-05,2026-05-05,UPDATE
006WR00000wk1EoYAI,Villa Pacifica Apartments - Tucson,Opportunity,StageName,EMA/Bulk Complete,Marketing/Bulk Complete,stage_rename_emabulk_to_marketingbulk_2026-05-05,2026-05-05,UPDATE
006WR00000wk1EpYAI,Linea Stillwater,Opportunity,StageName,EMA/Bulk Complete,Marketing/Bulk Complete,stage_rename_emabulk_to_marketingbulk_2026-05-05,2026-05-05,UPDATE
006WR00000wk9RtYAI,117 and 121 E Avenue A Apartments,Opportunity,StageName,EMA/Bulk Complete,Marketing/Bulk Complete,stage_rename_emabulk_to_marketingbulk_2026-05-05,2026-05-05,UPDATE
