SF_Id,Agreement_Name,Field,Before,After,Source,Action,Timestamp
a0BWR000008AySv2AK,AGR-1367,Status__c,Completed,Completed,ironclad_export_2026-07-14_181519_all (IC-2821),PREVIEW,2026-07-14T11:22:25.142996
a0BWR000008AySv2AK,AGR-1367,Signed_Date__c,2026-03-31,2026-02-24,ironclad_export_2026-07-14_181519_all (IC-2821),PREVIEW,2026-07-14T11:22:25.143023
a0BWR000009F9Qn2AK,AGR-1592,Status__c,Sign,Cancelled,ironclad_export_2026-07-14_181519_all (IC-2987),PREVIEW,2026-07-14T11:22:25.143038
a0BWR000009eD4b2AE,AGR-1634,Status__c,,Completed,ironclad_export_2026-07-14_181519_all (IC-4170),PREVIEW,2026-07-14T11:22:25.143051
a0BWR000009eD4b2AE,AGR-1634,Signed_Date__c,,2026-06-16,ironclad_export_2026-07-14_181519_all (IC-4170),PREVIEW,2026-07-14T11:22:25.143063
