Id,Name,Agreement_Name__c,field,old_value,new_value
006WR00000wkClnYAE,Resia Hutto Square,Hutto_MDU_Resia Hutto Square,OwnerId,Unassigned MDU,005WR000003CD6DYAW
006WR00000wkDMMYA2,Vantage at Hutto,Hutto_MDU_Vantage at Hutto,OwnerId,Bill Holick,005WR000003CD6DYAW
006WR00001FlooFYAR,JARRELL_MDU_Jarrell_Mobile_Homes,JARRELL_MDU_Jarrell_Mobile_Homes,OwnerId,Unassigned MDU,005WR000003CD6DYAW
006WR00000wkCjiYAE,Sandstone Dr Townhomes,JARRELL_MDU_SANDSTONE DR Townhomes,OwnerId,Bill Holick,005WR000003CD6DYAW
006WR00000wkDtKYAU,Valley View RV Park,JARRELL_MDU_Valley View RV Park,StageName,Prospects,On Hold
006WR00000wkA98YAE,Churchill at Golden Triangle,Keller_MDU_Churchill at Golden Triangle,OwnerId,Bill Holick,005WR000003CD6DYAW
006WR00000wkCloYAE,Elan at Keller Ranch,Keller_MDU_Elan at Keller Ranch,OwnerId,Bill Holick,005WR000003CD6DYAW
006WR00000wkClqYAE,The Lyric at Keller Center Stage,Keller_MDU_The Lyric at Keller Center Stage,OwnerId,Bill Holick,005WR000003CD6DYAW
006WR00000xus3rYAA,Keller_MDU_Town and Country Apartments,Keller_MDU_Town and Country Apartments,StageName,Closed Lost,Prospects
006WR00000xus3rYAA,Keller_MDU_Town and Country Apartments,Keller_MDU_Town and Country Apartments,Loss_Reason__c,Not Interested,
006WR00000xus3rYAA,Keller_MDU_Town and Country Apartments,Keller_MDU_Town and Country Apartments,OwnerId,Justin Barry,005WR000003CD6DYAW
006WR00001FlqTVYAZ,Killeen_MDU_1015-1017 14th St,Killeen_MDU_1015-1017 14th St,OwnerId,Unassigned MDU,005WR00000Ewjj3YAB
006WR00000xw4XZYAY,Killeen_MDU_1103-1109 Harbour Ave,Killeen_MDU_1103-1109 Harbour Ave,OwnerId,Tanya Friese,005WR00000Ewjj3YAB
006WR00000xwAcwYAE,Killeen_MDU_1215 & 1217 N 4th St,Killeen_MDU_1215 & 1217 N 4th St,StageName,Closed Lost,Prospects
006WR00000xwAcwYAE,Killeen_MDU_1215 & 1217 N 4th St,Killeen_MDU_1215 & 1217 N 4th St,Loss_Reason__c,Not Interested,
006WR00000xwAcwYAE,Killeen_MDU_1215 & 1217 N 4th St,Killeen_MDU_1215 & 1217 N 4th St,OwnerId,Tanya Friese,005WR00000Ewjj3YAB
006WR00000xwH3JYAU,Killeen_MDU_12th Street Apartments,Killeen_MDU_12th Street Apartments,StageName,Closed Lost,Prospects
006WR00000xwH3JYAU,Killeen_MDU_12th Street Apartments,Killeen_MDU_12th Street Apartments,Loss_Reason__c,Not Interested,
006WR00000xwH3JYAU,Killeen_MDU_12th Street Apartments,Killeen_MDU_12th Street Apartments,OwnerId,Tanya Friese,005WR00000Ewjj3YAB
006WR00001FlCFuYAN,Killeen_MDU_1318 18th St,Killeen_MDU_1318 18th St,OwnerId,Unassigned MDU,005WR00000Ewjj3YAB
006WR00000xvZ5WYAU,Killeen_MDU_1610 N 8th St,Killeen_MDU_1610 N 8th St,StageName,Closed Lost,Prospects
006WR00000xvZ5WYAU,Killeen_MDU_1610 N 8th St,Killeen_MDU_1610 N 8th St,Loss_Reason__c,Not Interested,
006WR00000xvZ5WYAU,Killeen_MDU_1610 N 8th St,Killeen_MDU_1610 N 8th St,OwnerId,Tanya Friese,005WR00000Ewjj3YAB
006WR00000xw8PrYAI,Killeen_MDU_1809 Nathan Dr,Killeen_MDU_1809 Nathan Dr,StageName,Closed Lost,Prospects
006WR00000xw8PrYAI,Killeen_MDU_1809 Nathan Dr,Killeen_MDU_1809 Nathan Dr,Loss_Reason__c,Not Interested,
006WR00000xw8PrYAI,Killeen_MDU_1809 Nathan Dr,Killeen_MDU_1809 Nathan Dr,OwnerId,Tanya Friese,005WR00000Ewjj3YAB
006WR00000xwGnBYAU,Killeen_MDU_201 W Green Ave,Killeen_MDU_201 W Green Ave,OwnerId,Tanya Friese,005WR00000Ewjj3YAB
006WR00000xwGqPYAU,Killeen_MDU_204 E Harrison Ave,Killeen_MDU_204 E Harrison Ave,OwnerId,Tanya Friese,005WR00000Ewjj3YAB
006WR00000xvmqkYAA,Killeen_MDU_207 W Young Ave,Killeen_MDU_207 W Young Ave,OwnerId,Tanya Friese,005WR00000Ewjj3YAB
006WR00001FloEkYAJ,KILLEEN_MDU_2103_MLK_JR_BLVD apts,KILLEEN_MDU_2103_MLK_JR_BLVD apts,OwnerId,Unassigned MDU,005WR00000Ewjj3YAB
006WR00000xvgdJYAQ,Killeen_MDU_305-307 Blair St,Killeen_MDU_305-307 Blair St,StageName,Closed Lost,Prospects
006WR00000xvgdJYAQ,Killeen_MDU_305-307 Blair St,Killeen_MDU_305-307 Blair St,Loss_Reason__c,Not Interested,
006WR00000xvgdJYAQ,Killeen_MDU_305-307 Blair St,Killeen_MDU_305-307 Blair St,OwnerId,Tanya Friese,005WR00000Ewjj3YAB
006WR00000xvcBUYAY,Killeen_MDU_308 N 14th St,Killeen_MDU_308 N 14th St,StageName,Closed Lost,Prospects
006WR00000xvcBUYAY,Killeen_MDU_308 N 14th St,Killeen_MDU_308 N 14th St,Loss_Reason__c,Not Interested,
006WR00000xvcBUYAY,Killeen_MDU_308 N 14th St,Killeen_MDU_308 N 14th St,OwnerId,Tanya Friese,005WR00000Ewjj3YAB
006WR00000wkDtMYAU,Fort_Hood MHP,KILLEEN_MDU_3103_S_Fort_Hood  MHP,OwnerId,Bill Holick,005WR00000Ewjj3YAB
006WR00000xwH1hYAE,Killeen_MDU_400-404 Liberty St,Killeen_MDU_400-404 Liberty St,OwnerId,Tanya Friese,005WR00000Ewjj3YAB
006WR00000xue0pYAA,Killeen_MDU_404 N 16th St,Killeen_MDU_404 N 16th St,StageName,Closed Lost,Prospects
006WR00000xue0pYAA,Killeen_MDU_404 N 16th St,Killeen_MDU_404 N 16th St,Loss_Reason__c,Not Interested,
006WR00000xue0pYAA,Killeen_MDU_404 N 16th St,Killeen_MDU_404 N 16th St,OwnerId,Tanya Friese,005WR00000Ewjj3YAB
006WR00000wkDtEYAU,Killeen_MDU_408-420 E Hallmark Ave,Killeen_MDU_408-420 E Hallmark Ave,OwnerId,Bill Holick,005WR00000Ewjj3YAB
006WR00000xvpQTYAY,Killeen_MDU_414 E Avenue A,Killeen_MDU_414 E Avenue A,OwnerId,Tanya Friese,005WR00000Ewjj3YAB
006WR00000xwH89YAE,Killeen_MDU_425 N Gilmer St,Killeen_MDU_425 N Gilmer St,OwnerId,Tanya Friese,005WR00000Ewjj3YAB
006WR00001FlPHzYAN,Killeen_MDU_4707 Westcliff,Killeen_MDU_4707 Westcliff,OwnerId,Unassigned MDU,005WR00000Ewjj3YAB
006WR00000xuAVsYAM,Killeen_MDU_505 Utah St,KILLEEN_MDU_505 UTAH ST,OwnerId,Tanya Friese,005WR00000Ewjj3YAB
006WR00000xw7NKYAY,Killeen_MDU_511 N Gilmer & 512 Wyoming St,Killeen_MDU_511 N Gilmer & 512 Wyoming St,OwnerId,Tanya Friese,005WR00000Ewjj3YAB
006WR00000wk9T9YAI,Killeen_MDU_512 W Green Ave_Morris RE,Killeen_MDU_512 W Green Ave,OwnerId,Bill Holick,005WR00000Ewjj3YAB
006WR00000xw1oAYAQ,KILLEEN_MDU_601_SE_13th_AVE_Mobile_Park,KILLEEN_MDU_601_SE_13th_AVE_Mobile_Park,OwnerId,Justin Barry,005WR000003CD6DYAW
006WR00000xvPe3YAE,Killeen_MDU_602 N 2nd St,Killeen_MDU_602 N 2nd St,OwnerId,Tanya Friese,005WR00000Ewjj3YAB
006WR00000xvlmdYAA,Killeen_MDU_605-607 Atkinson Ave,Killeen_MDU_605-607 Atkinson Ave,StageName,Closed Lost,Prospects
006WR00000xvlmdYAA,Killeen_MDU_605-607 Atkinson Ave,Killeen_MDU_605-607 Atkinson Ave,Loss_Reason__c,Not Interested,
006WR00000xvlmdYAA,Killeen_MDU_605-607 Atkinson Ave,Killeen_MDU_605-607 Atkinson Ave,OwnerId,Tanya Friese,005WR00000Ewjj3YAB
006WR00000xwHJRYA2,Killeen_MDU_703 Gilmer Street Apartments,Killeen_MDU_703 Gilmer Street Apartments,OwnerId,Tanya Friese,005WR00000Ewjj3YAB
006WR00000xvxxTYAQ,Killeen_MDU_803 761st Tank Battalion Ave,Killeen_MDU_803 761st Tank Battalion Ave,OwnerId,Tanya Friese,005WR00000Ewjj3YAB
006WR00000xwHOHYA2,Killeen_MDU_809 Root Ave,Killeen_MDU_809 Root Ave,StageName,Closed Lost,Prospects
006WR00000xwHOHYA2,Killeen_MDU_809 Root Ave,Killeen_MDU_809 Root Ave,Loss_Reason__c,Not Interested,
006WR00000xwHOHYA2,Killeen_MDU_809 Root Ave,Killeen_MDU_809 Root Ave,OwnerId,Tanya Friese,005WR00000Ewjj3YAB
006WR00000xvFEsYAM,Killeen_MDU_813 N Park St Apartments,Killeen_MDU_813 N Park St Apartments,OwnerId,Tanya Friese,005WR00000Ewjj3YAB
006WR00000wkDM2YAM,The Forum Apartments FKA Archstone Apartments,Killeen_MDU_Archstone Apartments,OwnerId,Bill Holick,005WR00000Ewjj3YAB
006WR00000wkClWYAU,Ashton Park Apartment Homes,Killeen_MDU_Ashton Park Apts,OwnerId,Chuck McNeely,005WR00000Ewjj3YAB
006WR00000wkFdoYAE,B and I Apartments,Killeen_MDU_B AND I APARTMENTS,OwnerId,Chuck McNeely,005WR00000Ewjj3YAB
006WR00000wkClSYAU,Brickstone Villas / Tucker Apts,Killeen_MDU_Brickstone Villas,OwnerId,Chuck McNeely,005WR00000Ewjj3YAB
006WR00000wkClVYAU,Bryce Avenue Apartments,Killeen_MDU_Bryce Avenue Apartments,Loss_Reason__c,Existing Contract,Existing BULK
006WR00000wkClVYAU,Bryce Avenue Apartments,Killeen_MDU_Bryce Avenue Apartments,OwnerId,Chuck McNeely,005WR00000Ewjj3YAB
006WR00000wkFdnYAE,Casa Arroya,Killeen_MDU_Casa Arroya,StageName,Engaged,Closed Lost
006WR00000wkFdnYAE,Casa Arroya,Killeen_MDU_Casa Arroya,OwnerId,Melissa Baker,005WR00000Ewjj3YAB
006WR00000xvsD0YAI,Killeen_MDU_Casa Grande,Killeen_MDU_Casa Grande,StageName,Closed Lost,Prospects
006WR00000xvsD0YAI,Killeen_MDU_Casa Grande,Killeen_MDU_Casa Grande,Loss_Reason__c,Not Interested,
006WR00000xvsD0YAI,Killeen_MDU_Casa Grande,Killeen_MDU_Casa Grande,OwnerId,Tanya Friese,005WR00000Ewjj3YAB
006WR00000wkCm7YAE,Century Oaks,Killeen_MDU_Century Oaks,OwnerId,Chuck McNeely,005WR00000Ewjj3YAB
006WR00000wkABxYAM,Liberty Landing AKA Century Park Apartments,Killeen_MDU_Century Park Apartments,OwnerId,Bill Holick,005WR00000Ewjj3YAB
006WR00000wkCjPYAU,Century Plaza,Killeen_MDU_Century Plaza,OwnerId,Bill Holick,005WR00000Ewjj3YAB
006WR00000wkA9DYAU,College Park Apartments,Killeen_MDU_College Park Apartment,OwnerId,Bill Holick,005WR00000Ewjj3YAB
006WR00000wkClgYAE,Country Place,Killeen_MDU_Country Place Apt,Loss_Reason__c,Existing Contract,Existing BULK
006WR00000wkClgYAE,Country Place,Killeen_MDU_Country Place Apt,OwnerId,Chuck McNeely,005WR00000Ewjj3YAB
006WR00000wkFdpYAE,Killeen_MDU_Craftsmen Properties,Killeen_MDU_Craftsmen Properties,OwnerId,Chuck McNeely,005WR00000Ewjj3YAB
006WR00000xvuTKYAY,Killeen_MDU_Crescent Apts,Killeen_MDU_Crescent Apts,OwnerId,Tanya Friese,005WR00000Ewjj3YAB
006WR00000wkDt8YAE,Dimple St MHP,KILLEEN_MDU_DIMPLE ST MHP,StageName,Prospects,On Hold
006WR00000wkDt8YAE,Dimple St MHP,KILLEEN_MDU_DIMPLE ST MHP,OwnerId,Bill Holick,005WR00000Ewjj3YAB
006WR00000xwHHpYAM,Killeen_MDU_Downtown Manor,Killeen_MDU_Downtown Manor,OwnerId,Tanya Friese,005WR00000Ewjj3YAB
006WR00000xvY7sYAE,Killeen_MDU_Dugger Apts,Killeen_MDU_Dugger Apts,StageName,Closed Lost,Prospects
006WR00000xvY7sYAE,Killeen_MDU_Dugger Apts,Killeen_MDU_Dugger Apts,Loss_Reason__c,Not Interested,
006WR00000xvY7sYAE,Killeen_MDU_Dugger Apts,Killeen_MDU_Dugger Apts,OwnerId,Tanya Friese,005WR00000Ewjj3YAB
006WR00000wkEzzYAE,Eastgate Ridge Apartments,Killeen_MDU_Eastgate Ridge Apartments,OwnerId,Chuck McNeely,005WR00000Ewjj3YAB
006WR00000wkClrYAE,Enclave at Killeen,Killeen_MDU_Enclave at Killeen,OwnerId,Unassigned MDU,005WR00000Ewjj3YAB
006WR00000xwGbtYAE,Killeen_MDU_Fairway Park,Killeen_MDU_Fairway Park,OwnerId,Tanya Friese,005WR00000Ewjj3YAB
006WR00000xvgbfYAA,Killeen_MDU_Gilmer Street Apartments,Killeen_MDU_Gilmer Street Apartments,OwnerId,Tanya Friese,005WR00000Ewjj3YAB
006WR00001FjvViYAJ,KILLEEN_MDU_Girard_CT,KILLEEN_MDU_Girard_CT,OwnerId,Unassigned MDU,005WR00000Ewjj3YAB
006WR00000xwGiLYAU,Killeen_MDU_Gray St North Apartments,Killeen_MDU_Gray St North Apartments,StageName,Closed Lost,Prospects
006WR00000xwGiLYAU,Killeen_MDU_Gray St North Apartments,Killeen_MDU_Gray St North Apartments,Loss_Reason__c,Not Interested,
