Id,Name,Agreement_Name__c,field,old_value,new_value
006WR00000wkClYYAU,Collection Champions Circle,Fort Worth_MDU_Collection Champions Circle,OwnerId,Bill Holick,005WR000003CD6DYAW
006WR00000wkDMSYA2,Creekside at North Beach,Fort Worth_MDU_Creekside at North Beach,OwnerId,Bill Holick,005WR000003CD6DYAW
006WR00000wkCljYAE,Eagle's Point Apartments,Fort Worth_MDU_Eagle's Point Apartments,OwnerId,Bill Holick,005WR000003CD6DYAW
006WR00000wkDM7YAM,Garden Gate Apartments,Fort Worth_MDU_Garden Gate Apartments,OwnerId,Bill Holick,005WR000003CD6DYAW
006WR00000wkDMLYA2,Harmon Senior Villas,Fort Worth_MDU_Harmon Senior Villas,OwnerId,Bill Holick,005WR000003CD6DYAW
006WR00000wkDMKYA2,Legacy Riverside Senior Living,Fort Worth_MDU_Legacy Riverside Senior Living,OwnerId,Bill Holick,005WR000003CD6DYAW
006WR00000wkDMGYA2,North Park Landing Apartments,Fort Worth_MDU_North Park Landing Apartments,OwnerId,Bill Holick,005WR000003CD6DYAW
006WR00000wkCjOYAU,Northpoint Villas,Fort Worth_MDU_Northpoint Villas,OwnerId,Bill Holick,005WR000003CD6DYAW
006WR00000wkClbYAE,Solea Keller,Fort Worth_MDU_Solea Keller,StageName,Prospects,Closed Lost
006WR00000wkClbYAE,Solea Keller,Fort Worth_MDU_Solea Keller,Loss_Reason__c,,Existing Contract
006WR00000wkDt1YAE,The Harrison at Heritage,Fort Worth_MDU_The Harrison at Heritage,StageName,Prospects,Closed Lost
006WR00000wkDt1YAE,The Harrison at Heritage,Fort Worth_MDU_The Harrison at Heritage,Loss_Reason__c,,Other
006WR00000wkDMUYA2,The Holston,Fort Worth_MDU_The Holston,OwnerId,Bill Holick,005WR000003CD6DYAW
006WR00000wkDMQYA2,The Opal Fort Worth,Fort Worth_MDU_The Opal Fort Worth,OwnerId,Bill Holick,005WR000003CD6DYAW
006WR00000wkClTYAU,The Palo Apartments,Fort Worth_MDU_The Palo Apartments,OwnerId,Bill Holick,005WR000003CD6DYAW
006WR00000wkClcYAE,The Palo Townhomes,Fort Worth_MDU_The Palo Townhomes,OwnerId,Bill Holick,005WR000003CD6DYAW
006WR00000wkDtWYAU,GEORGETOWN_MDU_101_FM971 AKA Vered at San Gabriel,GEORGETOWN_MDU_101_FM971,OwnerId,Unassigned MDU,005WR000003CD6DYAW
006WR00000wk9TuYAI,302 North,Georgetown_MDU_302 North,OwnerId,Bill Holick,005WR000003CD6DYAW
006WR00000wkCmMYAU,Allora North Georgetown,Georgetown_MDU_Allora North Georgetown,OwnerId,Bill Holick,005WR000003CD6DYAW
006WR00000wkCmNYAU,Alta Austin Avenue (AKA Austin Avenue),Georgetown_MDU_Alta Austin Avenue,OwnerId,Unassigned MDU,005WR000003CD6DYAW
006WR00000wkACfYAM,Bexley Wolf Ranch,Georgetown_MDU_Bexley Wolf Ranch,OwnerId,Bill Holick,005WR000003CD6DYAW
006WR00000wkDMOYA2,Georgetown Place Apartments,Georgetown_MDU_Georgetown Place Apartments,OwnerId,Bill Holick,005WR000003CD6DYAW
006WR00000wk9SfYAI,Georgetown Square Apartments,Georgetown_MDU_Georgetown Square Apts,OwnerId,Unassigned MDU,005WR000003CD6DYAW
006WR00000wkAByYAM,New Life RV Park,Georgetown_MDU_New Life RV Park,OwnerId,Bill Holick,005WR000003CD6DYAW
006WR00000wkClxYAE,NorthStar Georgetown,Georgetown_MDU_NorthStar Georgetown,Loss_Reason__c,Existing Contract,Existing BULK
006WR00000wkDsvYAE,Park_Place (Care Center),Georgetown_MDU_Park_Place,StageName,Prospects,Closed Lost
006WR00000wkDsvYAE,Park_Place (Care Center),Georgetown_MDU_Park_Place,Loss_Reason__c,,Other
006WR00000wkDMZYA2,Parkside Crossing Condominiums,Georgetown_MDU_Parkside Crossing Condominiums,StageName,Prospects,Closed Lost
