SF_Id,Name,Field,Before,After,TriggeringAgreements,Source,Action,Timestamp
006WR00000wkEcnYAE,Paloma Gardens Apartments,StageName,Under Contract,EMA/Bulk Completed,AGR-1169 EMA (Completed),bulk_advance_ema_bulk_stage_2026-04-28.py,PREVIEW,2026-04-28T14:55:45.362177
006WR00000wkEcoYAE,Mallard Run Apartments,StageName,Under Contract,EMA/Bulk Completed,AGR-1172 EMA (Completed),bulk_advance_ema_bulk_stage_2026-04-28.py,PREVIEW,2026-04-28T14:55:45.362187
006WR00000wk1ERYAY,Indian Hills Terrace,StageName,Under Contract,EMA/Bulk In Progress,AGR-1226 Bulk (Review),bulk_advance_ema_bulk_stage_2026-04-28.py,PREVIEW,2026-04-28T14:55:45.362197
006WR00000wk9RtYAI,117 and 121 E Avenue A Apartments,StageName,Under Contract,EMA/Bulk In Progress,AGR-0037 Bulk (Review),bulk_advance_ema_bulk_stage_2026-04-28.py,PREVIEW,2026-04-28T14:55:45.362207
006WR00000wk9RuYAI,Town East,StageName,Under Contract,EMA/Bulk In Progress,AGR-0039 Bulk (Review),bulk_advance_ema_bulk_stage_2026-04-28.py,PREVIEW,2026-04-28T14:55:45.362217
006WR00000wk9RyYAI,Rivers Edge,StageName,Under Contract,EMA/Bulk In Progress,AGR-0045 EMA (Review),bulk_advance_ema_bulk_stage_2026-04-28.py,PREVIEW,2026-04-28T14:55:45.362226
006WR00000wkDtzYAE,Whispering Hills Apartments,StageName,Under Contract,EMA/Bulk In Progress,AGR-0525 Bulk (Review),bulk_advance_ema_bulk_stage_2026-04-28.py,PREVIEW,2026-04-28T14:55:45.362236
006WR00000wkDu4YAE,High Country Villas 5&7,StageName,Under Contract,EMA/Bulk In Progress,AGR-0534 EMA (Review),bulk_advance_ema_bulk_stage_2026-04-28.py,PREVIEW,2026-04-28T14:55:45.362246
006WR00000wkDuAYAU,Villas on Horne,StageName,Under Contract,EMA/Bulk In Progress,AGR-0544 EMA (Review),bulk_advance_ema_bulk_stage_2026-04-28.py,PREVIEW,2026-04-28T14:55:45.362261
006WR00000wkDuOYAU,Stonebridge Gardens,StageName,Under Contract,EMA/Bulk In Progress,AGR-0562 EMA (Paused),bulk_advance_ema_bulk_stage_2026-04-28.py,PREVIEW,2026-04-28T14:55:45.362270
006WR00000wkDuUYAU,Pineforest Park,StageName,Under Contract,EMA/Bulk In Progress,AGR-0573 EMA (Review); AGR-0574 Bulk (Review),bulk_advance_ema_bulk_stage_2026-04-28.py,PREVIEW,2026-04-28T14:55:45.362281
006WR00000wkDuVYAU,Crenshaw Townhouse,StageName,Under Contract,EMA/Bulk In Progress,AGR-0576 EMA (Review); AGR-0577 Bulk (Review),bulk_advance_ema_bulk_stage_2026-04-28.py,PREVIEW,2026-04-28T14:55:45.362292
006WR00000wkDuWYAU,West Creek Townhomes,StageName,Under Contract,EMA/Bulk In Progress,AGR-0579 EMA (Review); AGR-0580 Bulk (Review),bulk_advance_ema_bulk_stage_2026-04-28.py,PREVIEW,2026-04-28T14:55:45.362302
006WR00000wkDuXYAU,Vanowen Manor,StageName,Under Contract,EMA/Bulk In Progress,AGR-0582 EMA (Review); AGR-0583 Bulk (Review),bulk_advance_ema_bulk_stage_2026-04-28.py,PREVIEW,2026-04-28T14:55:45.362312
006WR00000wkDuYYAU,Lord Tennyson,StageName,Under Contract,EMA/Bulk In Progress,AGR-0585 EMA (Review); AGR-0586 Bulk (Review),bulk_advance_ema_bulk_stage_2026-04-28.py,PREVIEW,2026-04-28T14:55:45.362322
006WR00000wkDuZYAU,Crenshaw Manor,StageName,Under Contract,EMA/Bulk In Progress,AGR-0588 EMA (Review); AGR-0589 Bulk (Review),bulk_advance_ema_bulk_stage_2026-04-28.py,PREVIEW,2026-04-28T14:55:45.362333
006WR00000wkDuaYAE,Columbia Apartments,StageName,Under Contract,EMA/Bulk In Progress,AGR-0591 EMA (Review); AGR-0592 Bulk (Review),bulk_advance_ema_bulk_stage_2026-04-28.py,PREVIEW,2026-04-28T14:55:45.362343
006WR00000wkDubYAE,Windfaire Apartments,StageName,Under Contract,EMA/Bulk In Progress,AGR-0594 EMA (Review); AGR-0595 Bulk (Review),bulk_advance_ema_bulk_stage_2026-04-28.py,PREVIEW,2026-04-28T14:55:45.362353
006WR00000wkDucYAE,Woodbury Place Apartments,StageName,Under Contract,EMA/Bulk In Progress,AGR-0597 EMA (Review); AGR-0598 Bulk (Review),bulk_advance_ema_bulk_stage_2026-04-28.py,PREVIEW,2026-04-28T14:55:45.362364
006WR00000wkDudYAE,Strathmore Arms Apartments,StageName,Under Contract,EMA/Bulk In Progress,AGR-0600 EMA (Review); AGR-0601 Bulk (Review),bulk_advance_ema_bulk_stage_2026-04-28.py,PREVIEW,2026-04-28T14:55:45.362374
006WR00000wkDueYAE,University Club Apartments (Nac),StageName,Under Contract,EMA/Bulk In Progress,AGR-0603 EMA (Review); AGR-0604 Bulk (Review),bulk_advance_ema_bulk_stage_2026-04-28.py,PREVIEW,2026-04-28T14:55:45.362384
006WR00000wkDufYAE,714 Veteran,StageName,Under Contract,EMA/Bulk In Progress,AGR-0606 EMA (Review); AGR-0607 Bulk (Review),bulk_advance_ema_bulk_stage_2026-04-28.py,PREVIEW,2026-04-28T14:55:45.362395
006WR00000wkDugYAE,University Square Apartments,StageName,Under Contract,EMA/Bulk In Progress,AGR-0609 EMA (Review); AGR-0610 Bulk (Review),bulk_advance_ema_bulk_stage_2026-04-28.py,PREVIEW,2026-04-28T14:55:45.362405
006WR00000wkDuiYAE,Summerset Village Apartments,StageName,Under Contract,EMA/Bulk In Progress,AGR-0614 EMA (Review); AGR-0615 Bulk (Review),bulk_advance_ema_bulk_stage_2026-04-28.py,PREVIEW,2026-04-28T14:55:45.362416
006WR00000wkDukYAE,Cimarron Estates,StageName,Under Contract,EMA/Bulk In Progress,AGR-0619 EMA (Review); AGR-0620 Bulk (Review),bulk_advance_ema_bulk_stage_2026-04-28.py,PREVIEW,2026-04-28T14:55:45.362426
006WR00000wkDumYAE,Misty Ridge,StageName,Under Contract,EMA/Bulk In Progress,AGR-0624 EMA (Review); AGR-0625 Bulk (Review),bulk_advance_ema_bulk_stage_2026-04-28.py,PREVIEW,2026-04-28T14:55:45.362437
006WR00000wkDuoYAE,Park at Shiloh,StageName,Under Contract,EMA/Bulk In Progress,AGR-0629 EMA (Review); AGR-0630 Bulk (Review),bulk_advance_ema_bulk_stage_2026-04-28.py,PREVIEW,2026-04-28T14:55:45.362447
006WR00000wkDuqYAE,Villages at Sugar Road,StageName,Under Contract,EMA/Bulk In Progress,AGR-0634 EMA (Review); AGR-0635 Bulk (Review),bulk_advance_ema_bulk_stage_2026-04-28.py,PREVIEW,2026-04-28T14:55:45.362457
006WR00000wkDutYAE,Windrush Apartments,StageName,Under Contract,EMA/Bulk In Progress,AGR-0641 EMA (Review); AGR-0642 Bulk (Review),bulk_advance_ema_bulk_stage_2026-04-28.py,PREVIEW,2026-04-28T14:55:45.362467
006WR00000wkDuwYAE,Fairways,StageName,Under Contract,EMA/Bulk In Progress,AGR-0646 EMA (Review); AGR-0647 Bulk (Review),bulk_advance_ema_bulk_stage_2026-04-28.py,PREVIEW,2026-04-28T14:55:45.362478
006WR00000wkDuyYAE,Sheppard's Edge,StageName,Under Contract,EMA/Bulk In Progress,AGR-0650 EMA (Review); AGR-0651 Bulk (Review),bulk_advance_ema_bulk_stage_2026-04-28.py,PREVIEW,2026-04-28T14:55:45.362487
006WR00000wkDv0YAE,Boulder Springs Apartments,StageName,Under Contract,EMA/Bulk In Progress,AGR-0654 EMA (Review); AGR-0655 Bulk (Review),bulk_advance_ema_bulk_stage_2026-04-28.py,PREVIEW,2026-04-28T14:55:45.362497
006WR00000wkDv2YAE,St. John's,StageName,Under Contract,EMA/Bulk In Progress,AGR-0658 EMA (Review); AGR-0659 Bulk (Review),bulk_advance_ema_bulk_stage_2026-04-28.py,PREVIEW,2026-04-28T14:55:45.362507
006WR00000wkDv4YAE,615 Manhattan,StageName,Under Contract,EMA/Bulk In Progress,AGR-0662 EMA (Review); AGR-0663 Bulk (Review),bulk_advance_ema_bulk_stage_2026-04-28.py,PREVIEW,2026-04-28T14:55:45.362518
006WR00000wkDv6YAE,Sunset Street,StageName,Under Contract,EMA/Bulk In Progress,AGR-0666 EMA (Review); AGR-0667 Bulk (Review),bulk_advance_ema_bulk_stage_2026-04-28.py,PREVIEW,2026-04-28T14:55:45.362528
006WR00000wkDv8YAE,Pineforest Place,StageName,Under Contract,EMA/Bulk In Progress,AGR-0670 EMA (Review); AGR-0671 Bulk (Review),bulk_advance_ema_bulk_stage_2026-04-28.py,PREVIEW,2026-04-28T14:55:45.362715
006WR00000wkDvAYAU,University Club Apartments (Lubbock),StageName,Under Contract,EMA/Bulk In Progress,AGR-0674 EMA (Review); AGR-0675 Bulk (Review),bulk_advance_ema_bulk_stage_2026-04-28.py,PREVIEW,2026-04-28T14:55:45.362728
006WR00000wkDvCYAU,Chaparral Apts,StageName,Under Contract,EMA/Bulk In Progress,AGR-0678 EMA (Review); AGR-0679 Bulk (Review),bulk_advance_ema_bulk_stage_2026-04-28.py,PREVIEW,2026-04-28T14:55:45.362739
006WR00000wkDvDYAU,Lemoli Apartments,StageName,Under Contract,EMA/Bulk In Progress,AGR-0681 EMA (Review); AGR-0682 Bulk (Review),bulk_advance_ema_bulk_stage_2026-04-28.py,PREVIEW,2026-04-28T14:55:45.362749
006WR00000wkDvEYAU,Willow Lake,StageName,Under Contract,EMA/Bulk In Progress,AGR-0684 EMA (Review); AGR-0685 Bulk (Review),bulk_advance_ema_bulk_stage_2026-04-28.py,PREVIEW,2026-04-28T14:55:45.362771
006WR00000wkDvFYAU,Chadron Apartments,StageName,Under Contract,EMA/Bulk In Progress,AGR-0687 EMA (Review); AGR-0688 Bulk (Review),bulk_advance_ema_bulk_stage_2026-04-28.py,PREVIEW,2026-04-28T14:55:45.362782
006WR00000wkDvGYAU,Forest Gate Apartments,StageName,Under Contract,EMA/Bulk In Progress,AGR-0690 EMA (Review); AGR-0691 Bulk (Review),bulk_advance_ema_bulk_stage_2026-04-28.py,PREVIEW,2026-04-28T14:55:45.362793
006WR00000wkDvHYAU,Vanowen Manor II,StageName,Under Contract,EMA/Bulk In Progress,AGR-0693 EMA (Review); AGR-0694 Bulk (Review),bulk_advance_ema_bulk_stage_2026-04-28.py,PREVIEW,2026-04-28T14:55:45.362804
006WR00000wkDvIYAU,Alameda Palms,StageName,Under Contract,EMA/Bulk In Progress,AGR-0696 EMA (Review); AGR-0697 Bulk (Review),bulk_advance_ema_bulk_stage_2026-04-28.py,PREVIEW,2026-04-28T14:55:45.362814
006WR00000wkEZdYAM,Strathmore Terrace,StageName,Under Contract,EMA/Bulk In Progress,AGR-0699 EMA (Review); AGR-0700 Bulk (Review),bulk_advance_ema_bulk_stage_2026-04-28.py,PREVIEW,2026-04-28T14:55:45.362824
006WR00000wkEZeYAM,Heritage Park,StageName,Under Contract,EMA/Bulk In Progress,AGR-0702 EMA (Review); AGR-0703 Bulk (Review),bulk_advance_ema_bulk_stage_2026-04-28.py,PREVIEW,2026-04-28T14:55:45.362848
006WR00000wkEZfYAM,Crenshaw Terrace Apartments,StageName,Under Contract,EMA/Bulk In Progress,AGR-0705 EMA (Review); AGR-0706 Bulk (Review),bulk_advance_ema_bulk_stage_2026-04-28.py,PREVIEW,2026-04-28T14:55:45.362859
006WR00000wkEZgYAM,University Courtyards Apartments,StageName,Under Contract,EMA/Bulk In Progress,AGR-0708 EMA (Review); AGR-0709 Bulk (Review),bulk_advance_ema_bulk_stage_2026-04-28.py,PREVIEW,2026-04-28T14:55:45.362870
006WR00000wkEZhYAM,Leimert Park,StageName,Under Contract,EMA/Bulk In Progress,AGR-0711 EMA (Review); AGR-0712 Bulk (Review),bulk_advance_ema_bulk_stage_2026-04-28.py,PREVIEW,2026-04-28T14:55:45.362897
006WR00000wkEZiYAM,Saratoga Apartments,StageName,Under Contract,EMA/Bulk In Progress,AGR-0714 EMA (Review); AGR-0715 Bulk (Review),bulk_advance_ema_bulk_stage_2026-04-28.py,PREVIEW,2026-04-28T14:55:45.362908
006WR00000wkEZjYAM,Ladera Apartments,StageName,Under Contract,EMA/Bulk In Progress,AGR-0717 EMA (Review); AGR-0718 Bulk (Review),bulk_advance_ema_bulk_stage_2026-04-28.py,PREVIEW,2026-04-28T14:55:45.362918
006WR00000wkEZkYAM,The Oaks Apartments,StageName,Under Contract,EMA/Bulk In Progress,AGR-0720 EMA (Review); AGR-0721 Bulk (Review),bulk_advance_ema_bulk_stage_2026-04-28.py,PREVIEW,2026-04-28T14:55:45.362929
006WR00000wkEZlYAM,Fallbrook View Apartments,StageName,Under Contract,EMA/Bulk In Progress,AGR-0723 EMA (Review); AGR-0724 Bulk (Review),bulk_advance_ema_bulk_stage_2026-04-28.py,PREVIEW,2026-04-28T14:55:45.362939
006WR00000wkEZmYAM,Turnagain Apartments,StageName,Under Contract,EMA/Bulk In Progress,AGR-0726 EMA (Review); AGR-0727 Bulk (Review),bulk_advance_ema_bulk_stage_2026-04-28.py,PREVIEW,2026-04-28T14:55:45.362950
006WR00000wkEZxYAM,Villa Park Apartments,StageName,Under Contract,EMA/Bulk In Progress,AGR-0741 EMA (Review); AGR-0742 Bulk (Review),bulk_advance_ema_bulk_stage_2026-04-28.py,PREVIEW,2026-04-28T14:55:45.362960
006WR00000wkEaHYAU,Oxnard Terrace Apartments,StageName,Under Contract,EMA/Bulk In Progress,AGR-0766 EMA (Review); AGR-0767 Bulk (Review),bulk_advance_ema_bulk_stage_2026-04-28.py,PREVIEW,2026-04-28T14:55:45.362971
006WR00000wkEaIYAU,Vassar Terrace Apartments,StageName,Under Contract,EMA/Bulk In Progress,AGR-0769 EMA (Review); AGR-0770 Bulk (Review),bulk_advance_ema_bulk_stage_2026-04-28.py,PREVIEW,2026-04-28T14:55:45.362981
006WR00000wkEaJYAU,9404 Apartments,StageName,Under Contract,EMA/Bulk In Progress,AGR-0772 EMA (Review); AGR-0773 Bulk (Review),bulk_advance_ema_bulk_stage_2026-04-28.py,PREVIEW,2026-04-28T14:55:45.362992
006WR00000wkEaKYAU,Villa Lago Apartments,StageName,Under Contract,EMA/Bulk In Progress,AGR-0775 EMA (Review); AGR-0776 Bulk (Review),bulk_advance_ema_bulk_stage_2026-04-28.py,PREVIEW,2026-04-28T14:55:45.363002
006WR00000wkEaOYAU,Regents Park Apartments,StageName,Under Contract,EMA/Bulk In Progress,AGR-0784 EMA (Review); AGR-0785 Bulk (Review),bulk_advance_ema_bulk_stage_2026-04-28.py,PREVIEW,2026-04-28T14:55:45.363012
006WR00000wkEaPYAU,Lake Meadows Apartments,StageName,Under Contract,EMA/Bulk In Progress,AGR-0787 EMA (Review); AGR-0788 Bulk (Review),bulk_advance_ema_bulk_stage_2026-04-28.py,PREVIEW,2026-04-28T14:55:45.363023
006WR00000wkEaQYAU,Woodland Trio The Oaks,StageName,Under Contract,EMA/Bulk In Progress,AGR-0790 EMA (Review); AGR-0791 Bulk (Review),bulk_advance_ema_bulk_stage_2026-04-28.py,PREVIEW,2026-04-28T14:55:45.363033
006WR00000wkEaRYAU,Baldwin Manor,StageName,Under Contract,EMA/Bulk In Progress,AGR-0793 EMA (Review); AGR-0794 Bulk (Review),bulk_advance_ema_bulk_stage_2026-04-28.py,PREVIEW,2026-04-28T14:55:45.363044
006WR00000wkEaSYAU,White Oak Terrace,StageName,Under Contract,EMA/Bulk In Progress,AGR-0796 EMA (Review); AGR-0797 Bulk (Review),bulk_advance_ema_bulk_stage_2026-04-28.py,PREVIEW,2026-04-28T14:55:45.363054
006WR00000wkEaTYAU,Bali Apartments,StageName,Under Contract,EMA/Bulk In Progress,AGR-0799 EMA (Review); AGR-0800 Bulk (Review),bulk_advance_ema_bulk_stage_2026-04-28.py,PREVIEW,2026-04-28T14:55:45.363064
006WR00000wkEaUYAU,Corbett Avenue Apartments,StageName,Under Contract,EMA/Bulk In Progress,AGR-0802 EMA (Review); AGR-0803 Bulk (Review),bulk_advance_ema_bulk_stage_2026-04-28.py,PREVIEW,2026-04-28T14:55:45.363074
006WR00000wkEaVYAU,Chatsworth Plaza,StageName,Under Contract,EMA/Bulk In Progress,AGR-0805 EMA (Review); AGR-0806 Bulk (Review),bulk_advance_ema_bulk_stage_2026-04-28.py,PREVIEW,2026-04-28T14:55:45.363084
006WR00000wkEaWYAU,John Manor,StageName,Under Contract,EMA/Bulk In Progress,AGR-0808 EMA (Review); AGR-0809 Bulk (Review),bulk_advance_ema_bulk_stage_2026-04-28.py,PREVIEW,2026-04-28T14:55:45.363095
006WR00000wkEaXYAU,Casa Linda,StageName,Under Contract,EMA/Bulk In Progress,AGR-0811 EMA (Review); AGR-0812 Bulk (Review),bulk_advance_ema_bulk_stage_2026-04-28.py,PREVIEW,2026-04-28T14:55:45.363105
006WR00000wkEaYYAU,Windsor Manor,StageName,Under Contract,EMA/Bulk In Progress,AGR-0814 EMA (Review); AGR-0815 Bulk (Review),bulk_advance_ema_bulk_stage_2026-04-28.py,PREVIEW,2026-04-28T14:55:45.363115
006WR00000wkEaZYAU,Coliseum Apartments,StageName,Under Contract,EMA/Bulk In Progress,AGR-0817 EMA (Review); AGR-0818 Bulk (Review),bulk_advance_ema_bulk_stage_2026-04-28.py,PREVIEW,2026-04-28T14:55:45.363125
006WR00000wkEaaYAE,Colonial Manor Apartments,StageName,Under Contract,EMA/Bulk In Progress,AGR-0820 EMA (Review); AGR-0821 Bulk (Review),bulk_advance_ema_bulk_stage_2026-04-28.py,PREVIEW,2026-04-28T14:55:45.363135
006WR00000wkEabYAE,San Vicente Apartments,StageName,Under Contract,EMA/Bulk In Progress,AGR-0823 EMA (Review); AGR-0824 Bulk (Review),bulk_advance_ema_bulk_stage_2026-04-28.py,PREVIEW,2026-04-28T14:55:45.363145
006WR00000wkEacYAE,St. Andrews Manor,StageName,Under Contract,EMA/Bulk In Progress,AGR-0826 EMA (Review); AGR-0827 Bulk (Review),bulk_advance_ema_bulk_stage_2026-04-28.py,PREVIEW,2026-04-28T14:55:45.363156
006WR00000wkEadYAE,Krystal Terrace,StageName,Under Contract,EMA/Bulk In Progress,AGR-0829 EMA (Review); AGR-0830 Bulk (Review),bulk_advance_ema_bulk_stage_2026-04-28.py,PREVIEW,2026-04-28T14:55:45.363166
006WR00000wkEaeYAE,Parkway Terrace,StageName,Under Contract,EMA/Bulk In Progress,AGR-0832 EMA (Review); AGR-0833 Bulk (Review),bulk_advance_ema_bulk_stage_2026-04-28.py,PREVIEW,2026-04-28T14:55:45.363176
006WR00000wkEafYAE,Kling Trio Apartments,StageName,Under Contract,EMA/Bulk In Progress,AGR-0835 EMA (Review); AGR-0836 Bulk (Review),bulk_advance_ema_bulk_stage_2026-04-28.py,PREVIEW,2026-04-28T14:55:45.363186
006WR00000wkEagYAE,Jaclyn Terrace,StageName,Under Contract,EMA/Bulk In Progress,AGR-0838 EMA (Review); AGR-0839 Bulk (Review),bulk_advance_ema_bulk_stage_2026-04-28.py,PREVIEW,2026-04-28T14:55:45.363196
006WR00000wkEahYAE,Brody Terrace (Riverside),StageName,Under Contract,EMA/Bulk In Progress,AGR-0841 EMA (Review); AGR-0842 Bulk (Review),bulk_advance_ema_bulk_stage_2026-04-28.py,PREVIEW,2026-04-28T14:55:45.363206
006WR00000wkEaiYAE,Parkview Terrace,StageName,Under Contract,EMA/Bulk In Progress,AGR-0844 EMA (Review); AGR-0845 Bulk (Review),bulk_advance_ema_bulk_stage_2026-04-28.py,PREVIEW,2026-04-28T14:55:45.363217
006WR00000wkEajYAE,Roxanne Apartments,StageName,Under Contract,EMA/Bulk In Progress,AGR-0847 EMA (Review); AGR-0848 Bulk (Review),bulk_advance_ema_bulk_stage_2026-04-28.py,PREVIEW,2026-04-28T14:55:45.363227
006WR00000wkEakYAE,Riverside Villa Apartments,StageName,Under Contract,EMA/Bulk In Progress,AGR-0850 EMA (Review); AGR-0851 Bulk (Review),bulk_advance_ema_bulk_stage_2026-04-28.py,PREVIEW,2026-04-28T14:55:45.363237
006WR00000wkEalYAE,The Banyans,StageName,Under Contract,EMA/Bulk In Progress,AGR-0853 EMA (Review); AGR-0854 Bulk (Review),bulk_advance_ema_bulk_stage_2026-04-28.py,PREVIEW,2026-04-28T14:55:45.363248
006WR00000wkEamYAE,Topanga Apartments,StageName,Under Contract,EMA/Bulk In Progress,AGR-0856 EMA (Review); AGR-0857 Bulk (Review),bulk_advance_ema_bulk_stage_2026-04-28.py,PREVIEW,2026-04-28T14:55:45.363258
006WR00000wkEanYAE,Topanga Terrace,StageName,Under Contract,EMA/Bulk In Progress,AGR-0859 EMA (Review); AGR-0860 Bulk (Review),bulk_advance_ema_bulk_stage_2026-04-28.py,PREVIEW,2026-04-28T14:55:45.363268
006WR00000wkEaoYAE,Vista Apartments,StageName,Under Contract,EMA/Bulk In Progress,AGR-0862 EMA (Review); AGR-0863 Bulk (Review),bulk_advance_ema_bulk_stage_2026-04-28.py,PREVIEW,2026-04-28T14:55:45.363278
006WR00000wkEapYAE,The Palms,StageName,Under Contract,EMA/Bulk In Progress,AGR-0865 EMA (Review); AGR-0866 Bulk (Review),bulk_advance_ema_bulk_stage_2026-04-28.py,PREVIEW,2026-04-28T14:55:45.363288
006WR00000wkEauYAE,Hollypark Knolls Apartments,StageName,Under Contract,EMA/Bulk In Progress,AGR-0876 EMA (Review); AGR-0877 Bulk (Review),bulk_advance_ema_bulk_stage_2026-04-28.py,PREVIEW,2026-04-28T14:55:45.363298
006WR00000wkEavYAE,Saticoy Gardens,StageName,Under Contract,EMA/Bulk In Progress,AGR-0879 EMA (Review); AGR-0880 Bulk (Review),bulk_advance_ema_bulk_stage_2026-04-28.py,PREVIEW,2026-04-28T14:55:45.363324
006WR00000wkEawYAE,Link Canvas (fka The George & The Leonard),StageName,Under Contract,EMA/Bulk In Progress,AGR-0882 EMA (Review); AGR-0883 Bulk (Review),bulk_advance_ema_bulk_stage_2026-04-28.py,PREVIEW,2026-04-28T14:55:45.363334
006WR00000wkEaxYAE,Link West End,StageName,Under Contract,EMA/Bulk In Progress,AGR-0885 EMA (Review); AGR-0886 Bulk (Review),bulk_advance_ema_bulk_stage_2026-04-28.py,PREVIEW,2026-04-28T14:55:45.363367
006WR00000wkEayYAE,Mississippi View,StageName,Under Contract,EMA/Bulk In Progress,AGR-0888 EMA (Review); AGR-0889 Bulk (Review),bulk_advance_ema_bulk_stage_2026-04-28.py,PREVIEW,2026-04-28T14:55:45.363379
006WR00000wkEbIYAU,First Casa De Marina,StageName,Under Contract,EMA/Bulk In Progress,AGR-0926 EMA (Review); AGR-0927 Bulk (Review),bulk_advance_ema_bulk_stage_2026-04-28.py,PREVIEW,2026-04-28T14:55:45.363389
006WR00000wkEbJYAU,Lombardi Apartments,StageName,Under Contract,EMA/Bulk In Progress,AGR-0929 EMA (Review); AGR-0930 Bulk (Review),bulk_advance_ema_bulk_stage_2026-04-28.py,PREVIEW,2026-04-28T14:55:45.363400
006WR00000wkEbKYAU,The Meadows at Westlake Village,StageName,Under Contract,EMA/Bulk In Progress,AGR-0932 EMA (Review); AGR-0933 Bulk (Review),bulk_advance_ema_bulk_stage_2026-04-28.py,PREVIEW,2026-04-28T14:55:45.363410
006WR00000wkEbLYAU,Brookside Terrace Apartments,StageName,Under Contract,EMA/Bulk In Progress,AGR-0935 EMA (Review); AGR-0936 Bulk (Review),bulk_advance_ema_bulk_stage_2026-04-28.py,PREVIEW,2026-04-28T14:55:45.363421
006WR00000wkEbMYAU,Gloria Homes,StageName,Under Contract,EMA/Bulk In Progress,AGR-0938 EMA (Review); AGR-0939 Bulk (Review),bulk_advance_ema_bulk_stage_2026-04-28.py,PREVIEW,2026-04-28T14:55:45.363432
006WR00000wkEbNYAU,Parthenia Terrace,StageName,Under Contract,EMA/Bulk In Progress,AGR-0941 EMA (Review); AGR-0942 Bulk (Review),bulk_advance_ema_bulk_stage_2026-04-28.py,PREVIEW,2026-04-28T14:55:45.363442
006WR00000wkEbVYAU,CitiFront Apartments,StageName,Under Contract,EMA/Bulk In Progress,AGR-0951 EMA (Review); AGR-0952 Bulk (Review),bulk_advance_ema_bulk_stage_2026-04-28.py,PREVIEW,2026-04-28T14:55:45.363452
006WR00000wkEbqYAE,Purgatory Creek Townhomes,StageName,Under Contract,EMA/Bulk In Progress,AGR-1009 EMA (Review); AGR-1010 Bulk (Review),bulk_advance_ema_bulk_stage_2026-04-28.py,PREVIEW,2026-04-28T14:55:45.363463
006WR00000wkEcEYAU,Northampton Court Condominiums,StageName,Under Contract,EMA/Bulk In Progress,AGR-1060 Bulk (Sign),bulk_advance_ema_bulk_stage_2026-04-28.py,PREVIEW,2026-04-28T14:55:45.363473
006WR00000wkEcpYAE,Sonterra Apartment Homes,StageName,Under Contract,EMA/Bulk In Progress,AGR-1175 EMA (Review),bulk_advance_ema_bulk_stage_2026-04-28.py,PREVIEW,2026-04-28T14:55:45.363483
