SF_Id,Agreement_Name,Field,Before,After,Source,Action,Timestamp
a0BWR000008xKcP2AU,AGR-1581,Status__c,Archive,Completed,ironclad_export_2026-07-01_151529_all (IC-4002),PREVIEW,2026-07-01T08:25:12.161344
a0BWR000008xKcP2AU,AGR-1581,Signed_Date__c,,2026-06-27,ironclad_export_2026-07-01_151529_all (IC-4002),PREVIEW,2026-07-01T08:25:12.161372
a0BWR000008xKcP2AU,AGR-1581,Expiration_Date__c,,2036-06-27,ironclad_export_2026-07-01_151529_all (IC-4002),PREVIEW,2026-07-01T08:25:12.161385
