Id,Name,StageName,Owner,Property_Address,Property_City,Property_State,Property_Zip,current_category,franchise_type,suggested_category,distance_ft,nearest_fiber_addr,nearest_fdh,via_optk,change_type,geocode_note
006WR00000wjqCZYAY,Monarch Pass,Prospects,Chuck McNeely,"4500 Campus Dr, Fort Worth, TX, USA",Fort Worth,TX,76119,,In-Franchise,,,,,,geocode_failed,No_Match
006WR00000wjqCaYAI,Horizons at Sunridge,Prospects,Chuck McNeely,"9001 Meadowbrook Blvd, Fort Worth, TX, USA",Fort Worth,TX,76120,,In-Franchise,Cat 3,42353.0,7200 DICK FISHER DR S N RICHLAND HILLS TX 76148,FDH57,,fill_blank,"9001 MEADOWBROOK BLVD, FORT WORTH, TX, 76120"
006WR00000wjqCbYAI,The Carling on Frankford,Prospects,Chuck McNeely,"1811 E Frankford Rd, Carrollton, TX, USA",Carrollton,TX,75007,Cat 3,In-Franchise,Cat 3,16177.3,4141 HORIZON NORTH PKWY UNIT 411 DALLAS TX 75287,FB01,,no_change,"1811 E FRANKFORD RD, CARROLLTON, TX, 75007"
006WR00000wjqCcYAI,Peters Colony apartments,Prospects,Chuck McNeely,"1810 East Peters Colony Road, Carrollton, TX, USA",Carrollton,TX,75007,Cat 3,In-Franchise,Cat 3,14825.2,4141 HORIZON NORTH PKWY UNIT 411 DALLAS TX 75287,FB01,,no_change,"1810 PETERS COLONY RD E, CARROLLTON, TX, 75007"
006WR00000wjqCdYAI,Switchyard,Prospects,Chuck McNeely,"1199 North Broadway Street, Carrollton, TX, USA",Carrollton,TX,75006,Cat 3,In-Franchise,Cat 3,29970.9,4141 HORIZON NORTH PKWY UNIT 411 DALLAS TX 75287,FB01,,no_change,"1199 N BROADWAY ST, CARROLLTON, TX, 75006"
006WR00000wjqCeYAI,The Isaac,Prospects,Chuck McNeely,"6226 Frisco Square Blvd, Frisco, TX, USA",Frisco,TX,75034,Cat 3,In-Franchise,Cat 3,47864.7,1980 E STATE HWY 121 BUSINESS UNIT 1124 LEWISVILLE TX 75056,FB02,,no_change,"6226 FRISCO SQUARE BLVD, FRISCO, TX, 75034"
006WR00000wjqCfYAI,Park View Terrace,On Hold,Chuck McNeely,"1301 Holland Lake Dr, Weatherford, TX, USA",Weatherford,TX,76086,Cat 3,In-Franchise,Cat 3,71048.7,600 CHURCH RD AZLE TX 76020,FDH14,,no_change,"1301 HOLLAND LAKE DR, WEATHERFORD, TX, 76086"
006WR00000wjqCgYAI,Parks on the Green,Prospects,Chuck McNeely,"3007 Antelope Trail, Temple, TX, USA",Temple,TX,76504,Cat 3,In-Franchise,Cat 3,66024.3,1160 JACKRABBIT RD NOLANVILLE TX 76513,FDH04,,no_change,"3007 ANTELOPE TRL, TEMPLE, TX, 76504"
006WR00000wjqChYAI,Gates de Provence,Prospects,Chuck McNeely,"3613 Frankford Rd, Dallas, TX, USA",Dallas,TX,75287,Cat 3,In-Franchise,Cat 3,7394.9,4141 HORIZON NORTH PKWY UNIT 316 DALLAS TX 75287,FB01,,no_change,"3613 FRANKFORD RD, DALLAS, TX, 75287"
006WR00000wjqCiYAI,Modera Walsh,Prospects,Chuck McNeely,"13250 Highland Hills Drive, Aledo, TX, USA",Aledo,TX,76008,Cat 3,In-Franchise,Cat 3,53862.7,1657 SOUTHEAST PKWY AZLE TX 76020,FDH07,,no_change,"13250 HIGHLAND HILLS DR, ALEDO, TX, 76008"
006WR00000wjqCjYAI,Edentree Apatments,Prospects,Chuck McNeely,"1721 East Frankford Road, Carrollton, TX, USA",Carrollton,TX,75007,Cat 3,In-Franchise,Cat 3,17549.6,4141 HORIZON NORTH PKWY UNIT 411 DALLAS TX 75287,FB01,,no_change,"1721 E FRANKFORD RD, CARROLLTON, TX, 75007"
006WR00000wjqCkYAI,Monaco on the Trail,Prospects,Chuck McNeely,"3003 Carlisle St, Dallas, TX, USA",Dallas,TX,75204,Cat 3,In-Franchise,Cat 3,78132.5,4141 HORIZON NORTH PKWY UNIT 1622 DALLAS TX 75287,FB01,,no_change,"3003 CARLISLE ST, DALLAS, TX, 75204"
006WR00000wjqClYAI,The Stream at High Pointe,Prospects,Chuck McNeely,"5400 Haltom Rd, Haltom City, Texas, USA",Haltom City,TX,76137,Cat 3,In-Franchise,,,,,,geocode_failed,No_Match
006WR00000wjqCmYAI,Treymore North,Prospects,Chuck McNeely,"4144 Office Parkway, Dallas, TX, USA",Dallas,TX,75204,Cat 3,In-Franchise,Cat 3,78249.1,4141 HORIZON NORTH PKWY UNIT 1622 DALLAS TX 75287,FB01,,no_change,"4144 OFFICE PKWY, DALLAS, TX, 75204"
006WR00000wjqCnYAI,The Burgundy Condos and Apartments,Prospects,Chuck McNeely,"11911 Marsh Ln, Dallas, TX",Dallas,TX,75234,Cat 3,In-Franchise,Cat 3,38417.2,4141 HORIZON NORTH PKWY UNIT 211 DALLAS TX 75287,FB01,,no_change,"11911 MARSH LN, DALLAS, TX, 75234"
006WR00000wjqCoYAI,Galleria Townhomes,Prospects,Chuck McNeely,"1737 E Frankford Rd, Carrollton, TX, USA",Carrollton,TX,75007,Cat 3,In-Franchise,Cat 3,17225.5,4141 HORIZON NORTH PKWY UNIT 411 DALLAS TX 75287,FB01,,no_change,"1737 E FRANKFORD RD, CARROLLTON, TX, 75007"
006WR00000wjqCpYAI,Lynn Villa APartments,Prospects,Chuck McNeely,"1310 School Rd, Carrollton, TX, USA",Carrollton,TX,75006,Cat 3,In-Franchise,Cat 3,29541.0,4141 HORIZON NORTH PKWY UNIT 316 DALLAS TX 75287,FB01,,no_change,"1310 SCHOOL RD, CARROLLTON, TX, 75006"
006WR00000wjqCqYAI,Preston Village,Prospects,Chuck McNeely,"18909 Lloyd Circle, Dallas, TX, USA",Dallas,TX,75252,Cat 3,In-Franchise,Cat 3,11807.2,4141 HORIZON NORTH PKWY UNIT 1822 DALLAS TX 75287,FB01,,no_change,"18909 LLOYD CIR, DALLAS, TX, 75252"
006WR00000wjqCrYAI,Midtown,Prospects,Chuck McNeely,"3000 West Adams Avenue, Temple, TX, USA",Temple,TX,76504,Cat 3,In-Franchise,Cat 3,66485.2,1160 JACKRABBIT RD NOLANVILLE TX 76513,FDH04,,no_change,"3000 W ADAMS AVE, TEMPLE, TX, 76504"
006WR00000wjqCsYAI,Trinity Mills Apartments,Prospects,Chuck McNeely,"2750 E Trinity Mls Rd, Carrollton, TX, USA",Carrollton,TX,75006,Cat 3,In-Franchise,Cat 3,11590.2,4141 HORIZON NORTH PKWY UNIT 316 DALLAS TX 75287,FB01,,no_change,"2750 TRINITY MILLS RD, CARROLLTON, TX, 75006"
006WR00000wjqCtYAI,IMT Prestonwood,Prospects,Chuck McNeely,"15480 Dallas Parkway, Dallas, TX, USA",Dallas,TX,75248,Cat 3,In-Franchise,Cat 3,19857.0,4141 HORIZON NORTH PKWY UNIT 1622 DALLAS TX 75287,FB01,,no_change,"15480 DALLAS PKWY, DALLAS, TX, 75248"
006WR00000wjqCuYAI,River Junction,Prospects,Chuck McNeely,"117 Talon Grasp Trail, Leander, TX, USA",Leander,TX,78641,Cat 3,In-Franchise,Cat 3,8904.1,75 SEWARD JUNCTION LOOP LIBERTY HILL TX 78642,FDH08,,no_change,"117 TALON GRASP TRL, LEANDER, TX, 78641"
006WR00000wjqCvYAI,The Edge at Glade Parks,Prospects,Chuck McNeely,"2801 Brazos Blvd, Euless, TX, USA",Euless,TX,76039,Cat 3,In-Franchise,Cat 3,21537.4,525 COMMERCE ST SOUTHLAKE TX 76092,FDH04,,no_change,"2801 BRAZOS BLVD, EULESS, TX, 76039"
006WR00000wjqCwYAI,Enclave at Bear Creek,Prospects,Chuck McNeely,"855 E Ash Ln, Euless, TX, USA",Euless,TX,76039,Cat 3,In-Franchise,Cat 3,29527.8,400 BANK ST SOUTHLAKE TX 76092,FDH04,,no_change,"855 E ASH LN, EULESS, TX, 76039"
006WR00000wjqCxYAI,Lux on Main,Prospects,Chuck McNeely,"1011 S Main St, Carrollton, TX, USA",Carrollton,TX,75006,Cat 3,In-Franchise,Cat 3,29908.0,4141 HORIZON NORTH PKWY UNIT 316 DALLAS TX 75287,FB01,,no_change,"1011 S MAIN ST, CARROLLTON, TX, 75006"
006WR00000wjqCyYAI,The Georgian,Prospects,Chuck McNeely,"18880 Marsh Ln, Dallas, TX, USA",Dallas,TX,75287,Cat 3,In-Franchise,Cat 3,5234.7,4141 HORIZON NORTH PKWY UNIT 411 DALLAS TX 75287,FB01,,no_change,"18880 MARSH LN, DALLAS, TX, 75287"
006WR00000wjqCzYAI,Northhaven Apartments,Prospects,Chuck McNeely,"11457 Dennis Rd, Dallas, TX, USA",Dallas,TX,75229,Cat 3,In-Franchise,Cat 3,41959.2,4141 HORIZON NORTH PKWY UNIT 211 DALLAS TX 75287,FB01,,no_change,"11457 DENNIS RD, DALLAS, TX, 75229"
006WR00000wjqD0YAI,Wildwood Villas,Prospects,Chuck McNeely,"5227 West Adams Avenue, Temple, TX, USA",Temple,TX,76502,Cat 3,In-Franchise,Cat 3,59585.2,1160 JACKRABBIT RD NOLANVILLE TX 76513,FDH04,,no_change,"5227 W ADAMS AVE, TEMPLE, TX, 76502"
006WR00000wjqD1YAI,LaSalle,Prospects,Chuck McNeely,"18725 Dallas Parkway, Dallas, TX, USA",Dallas,TX,75287,Cat 3,In-Franchise,Cat 3,5799.7,4141 HORIZON NORTH PKWY UNIT 1622 DALLAS TX 75287,FB01,,no_change,"18725 DALLAS PKWY, DALLAS, TX, 75287"
006WR00000wjqD2YAI,Greyson's Gate,Prospects,Chuck McNeely,"3621 Frankford Rd, Dallas, TX, USA",Dallas,TX,75287,Cat 3,In-Franchise,Cat 3,7386.6,4141 HORIZON NORTH PKWY UNIT 316 DALLAS TX 75287,FB01,,no_change,"3621 FRANKFORD RD, DALLAS, TX, 75287"
006WR00000wjqD3YAI,Midway Urban Village,Prospects,Chuck McNeely,"4050 McEwen Road, Farmers Branch, TX, USA",Farmers Branch,TX,75244,Cat 3,In-Franchise,Cat 3,31664.6,4141 HORIZON NORTH PKWY UNIT 1622 DALLAS TX 75287,FB01,,no_change,"4050 MCEWEN RD, FARMERS BRANCH, TX, 75244"
006WR00000wjqD4YAI,Windsor Westbridge,Prospects,Chuck McNeely,"2300 Marsh Lane, Carrollton, TX, USA",Carrollton,TX,75006,Cat 3,In-Franchise,Cat 3,16399.2,4141 HORIZON NORTH PKWY UNIT 211 DALLAS TX 75287,FB01,,no_change,"2300 MARSH LN, CARROLLTON, TX, 75006"
006WR00000wjqD5YAI,Villas del Zocalo,Prospects,Chuck McNeely,"3130 Webb Chapel Rd, Dallas, TX",Carrollton,TX,75006,Cat 3,In-Franchise,,,,,,geocode_failed,No_Match
006WR00000wjqD6YAI,Vista Arbor Apartments,Prospects,Chuck McNeely,"10301 Sandpiper Drive, Houston, TX, USA",Houston,TX,77096,Cat 3,In-Franchise,Cat 3,682102.4,1121 S MAIN ST TAYLOR TX 76574,FDH05,,no_change,"10301 SANDPIPER DR, HOUSTON, TX, 77096"
006WR00000wjqD7YAI,Spanish Villas,Prospects,Chuck McNeely,"3109 Chapel Creek Dr, Dallas, TX",Dallas,TX,75220,Cat 3,In-Franchise,Cat 3,52914.6,4141 HORIZON NORTH PKWY UNIT 211 DALLAS TX 75287,FB01,,no_change,"3109 CHAPEL CREEK DR, DALLAS, TX, 75220"
006WR00000wjqD8YAI,Tides on Larga,Prospects,Chuck McNeely,"3330 Webb Chapel Ext, Dallas, TX, USA",Dallas,TX,75220,Cat 3,In-Franchise,Cat 3,56196.4,4141 HORIZON NORTH PKWY UNIT 211 DALLAS TX 75287,FB01,,no_change,"3330 WEBB CHAPEL EXN, DALLAS, TX, 75220"
006WR00000wjqD9YAI,Summit Ridge,Prospects,Chuck McNeely,"5433 205 Loop, Temple, TX, USA",Temple,TX,76502,Cat 3,In-Franchise,Cat 3,59852.8,1160 JACKRABBIT RD NOLANVILLE TX 76513,FDH04,,no_change,"5433 205 LOOP, TEMPLE, TX, 76502"
006WR00000wjqDAYAY,Trinity Square,Prospects,Chuck McNeely,"4350 Trinity Mills Rd, Dallas, TX, USA",Carrollton,TX,75287,Cat 3,In-Franchise,Cat 3,9677.7,4141 HORIZON NORTH PKWY UNIT 1622 DALLAS TX 75287,FB01,,no_change,"4350 TRINITY MILLS RD, DALLAS, TX, 75287"
006WR00000wjqDBYAY,LYV Broadway,Prospects,Chuck McNeely,"1415 South Broadway Street, Carrollton, TX, USA",Carrollton,TX,75006,Cat 3,In-Franchise,Cat 3,30772.2,4141 HORIZON NORTH PKWY UNIT 316 DALLAS TX 75287,FB01,,no_change,"1415 S BROADWAY ST, CARROLLTON, TX, 75006"
006WR00000wjqDCYAY,The Gardens Of Josey Lane,Prospects,Chuck McNeely,"1937 North Josey Lane, Carrollton, TX, USA",Carrollton,TX,75006,Cat 3,In-Franchise,Cat 3,23348.7,4141 HORIZON NORTH PKWY UNIT 316 DALLAS TX 75287,FB01,,no_change,"1937 N JOSEY LN, CARROLLTON, TX, 75006"
006WR00000wjqDDYAY,The Drake on Summit,Prospects,Chuck McNeely,"1424 Summit Ave, Fort Worth, TX, USA",Fort Worth,TX,76102,,In-Franchise,Cat 3,41087.5,6216 TEN MILE BRIDGE RD FORT WORTH TX 76179,FDH06,,fill_blank,"1424 SUMMIT AVE, FORT WORTH, TX, 76102"
006WR00000wjqDEYAY,Ridgeline Townhomes,Prospects,Chuck McNeely,"2240 Tarpley Rd, Carrollton, TX, USA",Carrollton,TX,75006,Cat 3,In-Franchise,Cat 3,16143.4,4141 HORIZON NORTH PKWY UNIT 211 DALLAS TX 75287,FB01,,no_change,"2240 TARPLEY RD, CARROLLTON, TX, 75006"
006WR00000wjqDFYAY,The Continental,Prospects,Chuck McNeely,"1810 Continental Avenue, Dallas, TX, USA",Dallas,TX,75202,Cat 3,In-Franchise,,,,,,geocode_failed,No_Match
006WR00000wjqDGYAY,Treymore at Cityplace,Prospects,Chuck McNeely,"2101 North Haskell Avenue, Dallas, TX, USA",Dallas,TX,75204,Cat 3,In-Franchise,Cat 3,79051.9,4141 HORIZON NORTH PKWY UNIT 1622 DALLAS TX 75287,FB01,,no_change,"2101 N HASKELL AVE, DALLAS, TX, 75204"
006WR00000wjqDHYAY,Sevilla Condos,Prospects,Chuck McNeely,"1455 Perry Road, Carrollton, TX, USA",Carrollton,TX,75006,Cat 3,In-Franchise,Cat 3,26544.6,4141 HORIZON NORTH PKWY UNIT 316 DALLAS TX 75287,FB01,,no_change,"1455 PERRY RD, CARROLLTON, TX, 75006"
006WR00000wjqDIYAY,The Village Dakota,Prospects,Chuck McNeely,"6550 Shady Brook Lane, Dallas, TX, USA",Dallas,TX,75206,Cat 3,In-Franchise,Cat 3,59265.3,4141 HORIZON NORTH PKWY UNIT 1622 DALLAS TX 75287,FB01,,no_change,"6550 SHADY BROOK LN, DALLAS, TX, 75206"
006WR00000wjqDJYAY,Villa Siena Apartments,Prospects,Chuck McNeely,"3022 North Josey Lane, Carrollton, TX, USA",Carrollton,TX,75007,Cat 3,In-Franchise,Cat 3,15304.9,4141 HORIZON NORTH PKWY UNIT 411 DALLAS TX 75287,FB01,,no_change,"3022 N JOSEY LN, CARROLLTON, TX, 75007"
006WR00000wjqDKYAY,Heritage at Brentwood,Prospects,Chuck McNeely,"900 Heritage Way, Brentwood, TN, USA",Brentwood,TX,,Cat 3,In-Franchise,Cat 3,3196073.1,15455 HWY 75 BELLEVUE NE 68123,FDH01,Y,no_change,"900 HERITAGE WAY, BRENTWOOD, TN, 37027"
006WR00000wjqDLYAY,Keller Oaks,Prospects,Chuck McNeely,"2121 Marsh Ln, Carrollton, TX 75006, USA",Carrollton,TX,75006,Cat 3,In-Franchise,Cat 3,17455.6,4141 HORIZON NORTH PKWY UNIT 211 DALLAS TX 75287,FB01,,no_change,"2121 MARSH LN, CARROLLTON, TX, 75006"
006WR00000wjqDMYAY,Frankford Station,Prospects,Chuck McNeely,"1700 W Frankford Rd, Carrollton, TX, USA",Carrollton,TX,75007,Cat 3,In-Franchise,Cat 3,19344.4,1980 E STATE HWY 121 BUSINESS UNIT 6102 LEWISVILLE TX 75056,FB02,,no_change,"1700 FRANKFORD RD W, CARROLLTON, TX, 75007"
006WR00000wjqDNYAY,The Brooke Apartments,Prospects,Chuck McNeely,"2402 South 61st Street, Temple, TX, USA",Temple,TX,76502,Cat 3,In-Franchise,Cat 3,61527.1,1160 JACKRABBIT RD NOLANVILLE TX 76513,FDH04,,no_change,"2402 S 61ST ST, TEMPLE, TX, 76502"
006WR00000wjqDOYAY,The Katy,Prospects,Chuck McNeely,"4719 Cole Avenue, Dallas, TX, USA",Dallas,TX,75205,Cat 3,In-Franchise,Cat 3,70770.6,4141 HORIZON NORTH PKWY UNIT 1622 DALLAS TX 75287,FB01,,no_change,"4719 COLE AVE, DALLAS, TX, 75205"
006WR00000wjqDPYAY,Hazel by the Galleria,Prospects,Chuck McNeely,"13270 Noel Rd, Dallas, TX, USA",Dallas,TX,75240,Cat 3,In-Franchise,Cat 3,32014.1,4141 HORIZON NORTH PKWY UNIT 1622 DALLAS TX 75287,FB01,,no_change,"13270 NOEL RD, DALLAS, TX, 75240"
006WR00000wjqDQYAY,Yorktown Luxary Apartments,Prospects,Chuck McNeely,"660 Yorktown Street, Dallas, TX, USA",Dallas,TX,75208,Cat 3,In-Franchise,Cat 3,89029.4,4141 HORIZON NORTH PKWY UNIT 1622 DALLAS TX 75287,FB01,,no_change,"660 YORKTOWN ST, DALLAS, TX, 75208"
006WR00000wjqDRYAY,Vance at Bishop Union,Prospects,Chuck McNeely,"101-111 West Davis Street, Dallas, TX, USA",Dallas,TX,75208,Cat 3,In-Franchise,Cat 3,96939.4,4141 HORIZON NORTH PKWY UNIT 1622 DALLAS TX 75287,FB01,,no_change,"111 W DAVIS ST, DALLAS, TX, 75208"
006WR00000wjqDSYAY,The Lockley,Prospects,Chuck McNeely,"3560 Country Square Dr, Carrollton, TX 75006, USA",Carrollton,TX,75006,Cat 3,In-Franchise,Cat 3,19025.3,4141 HORIZON NORTH PKWY UNIT 211 DALLAS TX 75287,FB01,,no_change,"3560 COUNTRY SQUARE DR, CARROLLTON, TX, 75006"
006WR00000wjqDTYAY,Rise 120,Prospects,Chuck McNeely,"120 Boselli Way, Georgetown, TX, USA",Georgetown,TX,78626,,In-Franchise,Cat 3,9977.3,2101 WESTINGHOUSE RD GEORGETOWN TX 78626,FDH05,,fill_blank,"120 BOSELLI WAY, GEORGETOWN, TX, 78626"
006WR00000wjqDUYAY,Embry,Prospects,Chuck McNeely,"2210 Marsh Lane, Carrollton, TX, USA",Carrollton,TX,75006,Cat 3,In-Franchise,Cat 3,17052.1,4141 HORIZON NORTH PKWY UNIT 211 DALLAS TX 75287,FB01,,no_change,"2210 MARSH LN, CARROLLTON, TX, 75006"
006WR00000wjqDVYAY,Lone Star Gas Lofts,Prospects,Chuck McNeely,"300 South Saint Paul Street, Dallas, TX, USA",Dallas,TX,75201,Cat 3,In-Franchise,Cat 3,86717.6,4141 HORIZON NORTH PKWY UNIT 1622 DALLAS TX 75287,FB01,,no_change,"300 S ST PAUL ST, DALLAS, TX, 75201"
006WR00000wjqDWYAY,LTD West Commerce,Prospects,Chuck McNeely,"305 West Commerce Street, Dallas, TX, USA",Dallas,TX,75208,Cat 3,In-Franchise,Cat 3,87968.9,4141 HORIZON NORTH PKWY UNIT 1622 DALLAS TX 75287,FB01,,no_change,"305 W COMMERCE ST, DALLAS, TX, 75208"
006WR00000wjqDXYAY,Newsome Homes,Prospects,Chuck McNeely,"1450 Amscott Street, McKinney, TX, USA",McKinney,TX,75069,Cat 3,In-Franchise,Cat 3,91894.4,4141 HORIZON NORTH PKWY UNIT 1822 DALLAS TX 75287,FB01,,no_change,"1450 AMSCOTT ST, MCKINNEY, TX, 75069"
006WR00000wjqDYYAY,Rocklyn Apartments,Prospects,Chuck McNeely,"761 Samuels Avenue, Fort Worth, TX, USA",Fort Worth,TX,76102,,In-Franchise,Cat 3,33282.2,6364 SANDSHELL DR FORT WORTH TX 76137,FDH09,,fill_blank,"761 SAMUELS AVE, FORT WORTH, TX, 76102"
006WR00000wjqDZYAY,Heatherstone Apartments,Prospects,Chuck McNeely,"18950 Marsh Ln, Dallas, TX, USA",Dallas,TX,75287,Cat 3,In-Franchise,Cat 3,4872.1,4141 HORIZON NORTH PKWY UNIT 411 DALLAS TX 75287,FB01,,no_change,"18950 MARSH LN, DALLAS, TX, 75287"
006WR00000wjqDaYAI,Vail Quarters,Prospects,Chuck McNeely,"3900 Briargrove Ln, Dallas, TX, USA",Dallas,TX,75287,Cat 3,In-Franchise,Cat 3,8376.4,4141 HORIZON NORTH PKWY UNIT 211 DALLAS TX 75287,FB01,,no_change,"3900 BRIARGROVE LN, DALLAS, TX, 75287"
006WR00000wjqDbYAI,Sterlingshire Apartments,Prospects,Chuck McNeely,"9415 Bruton Rd, Dallas, TX, USA",Dallas,TX,75217,Cat 3,In-Franchise,Cat 3,111303.9,4141 HORIZON NORTH PKWY UNIT 1622 DALLAS TX 75287,FB01,,no_change,"9415 BRUTON RD, DALLAS, TX, 75217"
006WR00000wjqDcYAI,Vail Village Club Apartments,Prospects,Chuck McNeely,"3839 Briargrove Ln, Dallas, TX, USA",Dallas,TX,75287,Cat 3,In-Franchise,Cat 3,8418.7,4141 HORIZON NORTH PKWY UNIT 211 DALLAS TX 75287,FB01,,no_change,"3839 BRIARGROVE LN, DALLAS, TX, 75287"
006WR00000wjqDdYAI,The Brisco,Prospects,Chuck McNeely,"12639 Coit Rd, Dallas, TX, USA",Dallas,TX,75251,Cat 3,In-Franchise,Cat 3,40271.2,4141 HORIZON NORTH PKWY UNIT 1622 DALLAS TX 75287,FB01,,no_change,"12639 COIT RD, DALLAS, TX, 75251"
006WR00000wjqDeYAI,Windsor Turtle Creek,Prospects,Chuck McNeely,"3663 Cedar Springs Rd, Dallas, TX, USA",Dallas,TX,75219,Cat 3,In-Franchise,Cat 3,76051.8,4141 HORIZON NORTH PKWY UNIT 1622 DALLAS TX 75287,FB01,,no_change,"3663 CEDAR SPRINGS RD, DALLAS, TX, 75219"
006WR00000wjqDfYAI,Modera Georgetown,Prospects,Chuck McNeely,"29600 Ronald Reagan Blvd, Georgetown, TX, USA",Dallas,TX,75287,Cat 3,In-Franchise,,,,,,geocode_failed,No_Match
006WR00000wjqDgYAI,Victor Prosper,Prospects,Chuck McNeely,"195 West Davis Street, Dallas, TX, USA",Dallas,TX,75208,Cat 3,In-Franchise,Cat 3,96916.8,4141 HORIZON NORTH PKWY UNIT 1622 DALLAS TX 75287,FB01,,no_change,"195 W DAVIS ST, DALLAS, TX, 75208"
006WR00000wjqDhYAI,Wildwood,Prospects,Chuck McNeely,"4101 West Adams Avenue, Temple, TX, USA",Temple,TX,76504,Cat 3,In-Franchise,Cat 3,63467.5,1160 JACKRABBIT RD NOLANVILLE TX 76513,FDH04,,no_change,"4101 W ADAMS AVE, TEMPLE, TX, 76504"
006WR00000wjqDiYAI,Palencia,Prospects,Chuck McNeely,"17817 Coit Road, Dallas, TX, USA",Richardson,TX,75252,Cat 3,In-Franchise,Cat 3,22770.5,4141 HORIZON NORTH PKWY UNIT 1822 DALLAS TX 75287,FB01,,no_change,"17817 COIT RD, DALLAS, TX, 75252"
006WR00000wjqDjYAI,Vinewood Apartments,Prospects,Chuck McNeely,"1411 North Cockrell Hill Road, Dallas, TX, USA",Dallas,TX,75212,Cat 3,In-Franchise,Cat 3,99730.3,3317 E HWY 114 SOUTHLAKE TX 76092,FDH04,,no_change,"1411 N COCKRELL HILL RD, DALLAS, TX, 75211"
006WR00000wjqDkYAI,Oaks at Creekside,Prospects,Chuck McNeely,"2602 South 39th Street, Temple, TX, USA",Temple,TX,76504,Cat 3,In-Franchise,Cat 3,65634.4,1160 JACKRABBIT RD NOLANVILLE TX 76513,FDH04,,no_change,"2602 S 39TH ST, TEMPLE, TX, 76504"
006WR00000wjqDlYAI,The Woods of Five Mile Creek,Prospects,Chuck McNeely,"6010 S Westmoreland Rd, Dallas, TX, USA",Dallas,TX,75237,Cat 3,In-Franchise,Cat 3,116553.6,3317 E HWY 114 SOUTHLAKE TX 76092,FDH04,,no_change,"6010 S WESTMORELAND RD, DALLAS, TX, 75237"
006WR00000wjqDmYAI,Pinnacle Ridge,Prospects,Chuck McNeely,"1310 North Cockrell Hill Road, Dallas, TX, USA",Dallas,TX,75211,Cat 3,In-Franchise,Cat 3,90840.8,3317 E HWY 114 SOUTHLAKE TX 76092,FDH04,,no_change,"1310 N COCKRELL HILL RD, DALLAS, TX, 75211"
006WR00000wjqDnYAI,Park Hill Apartments,Prospects,Chuck McNeely,"1210 North Cockrell Hill Road, Dallas, TX, USA",Dallas,TX,75211,Cat 3,In-Franchise,Cat 3,91863.5,3317 E HWY 114 SOUTHLAKE TX 76092,FDH04,,no_change,"1210 N COCKRELL HILL RD, DALLAS, TX, 75211"
006WR00000wjqDoYAI,Ridge Parc,Prospects,Chuck McNeely,"6969 Clarkridge Drive, Dallas, TX, USA",Dallas,TX,75236,Cat 3,In-Franchise,Cat 3,108970.4,3317 E HWY 114 SOUTHLAKE TX 76092,FDH04,,no_change,"6969 CLARKRIDGE DR, DALLAS, TX, 75236"
006WR00000wjqDpYAI,Villas on the Hill,Prospects,Chuck McNeely,"2510 South 31st Street, Temple, TX, USA",Temple,TX,76504,Cat 3,In-Franchise,Cat 3,67276.4,1160 JACKRABBIT RD NOLANVILLE TX 76513,FDH04,,no_change,"2510 S 31ST ST, TEMPLE, TX, 76504"
006WR00000wjqDqYAI,The Mark at Midtown Park,Prospects,Chuck McNeely,"10550 N Central Expy, Dallas, TX, USA",Dallas,TX,75231,Cat 3,In-Franchise,Cat 3,50108.6,4141 HORIZON NORTH PKWY UNIT 1622 DALLAS TX 75287,FB01,,no_change,"10550 N CENTRAL EXPY, DALLAS, TX, 75231"
006WR00000wjqDrYAI,The Tallows Apartments,Prospects,Chuck McNeely,"1602 E Frankford Rd, Carrollton, TX, USA",Carrollton,TX,75007,Cat 3,In-Franchise,Cat 3,19397.9,4141 HORIZON NORTH PKWY UNIT 411 DALLAS TX 75287,FB01,,no_change,"1602 E FRANKFORD RD, CARROLLTON, TX, 75007"
006WR00000wjqDsYAI,Pleasant Run Apartments,Prospects,Chuck McNeely,"2525 W Pleasant Run Rd, Lancaster, TX, USA",Lancaster,TX,75146,Cat 3,In-Franchise,Cat 3,150029.1,4141 HORIZON NORTH PKWY UNIT 1622 DALLAS TX 75287,FB01,,no_change,"2525 W PLEASANT RUN RD, LANCASTER, TX, 75146"
006WR00000wjqDtYAI,Windsor West Lemon,Prospects,Chuck McNeely,"3650 Cedarplaza Lane, Dallas, TX, USA",Dallas,TX,75209,Cat 3,In-Franchise,Cat 3,68790.1,4141 HORIZON NORTH PKWY UNIT 1622 DALLAS TX 75287,FB01,,no_change,"3650 CEDARPLAZA LN, DALLAS, TX, 75209"
006WR00000wjqDuYAI,Gallery at Turtle Creek,Prospects,Chuck McNeely,"3427 Cedar Springs Road, Dallas, TX, USA",Dallas,TX,75219,Cat 3,In-Franchise,Cat 3,76774.4,4141 HORIZON NORTH PKWY UNIT 1622 DALLAS TX 75287,FB01,,no_change,"3427 CEDAR SPRINGS RD, DALLAS, TX, 75219"
006WR00000wjqDvYAI,Gables Villa Rosa,Prospects,Chuck McNeely,"2650 Cedar Springs Road, Dallas, TX, USA",Dallas,TX,75201,Cat 3,In-Franchise,Cat 3,78996.5,4141 HORIZON NORTH PKWY UNIT 1622 DALLAS TX 75287,FB01,,no_change,"2650 CEDAR SPRINGS RD, DALLAS, TX, 75201"
