Id,Name,StageName,Owner,Property_Address,Property_City,Property_State,Property_Zip,current_category,franchise_type,suggested_category,distance_ft,nearest_fiber_addr,nearest_fdh,via_optk,change_type,geocode_note
006WR00000wiNnYYAU,Talavera,Prospects,Jeff Chao,"3501 S McClintock Dr, Tempe, AZ, USA",Tempe,AZ,85282,Cat 2,In-Franchise,Cat 3,6445.3,2756 W JUNQUILLO CIR MESA AZ 85202,FDH10,,change,"3501 S MCCLINTOCK DR, TEMPE, AZ, 85282"
006WR00000wiNnZYAU,Grandes Cortes Apartments,Prospects,Jeff Chao,"1150 West University Drive, Tempe, AZ, USA",Tempe,AZ,85281,Cat 2,In-Franchise,Cat 3,24321.9,600 S DOBSON RD UNIT 73 MESA AZ 85202,FB40,,change,"1150 W UNIVERSITY DR, TEMPE, AZ, 85281"
006WR00000wiNnaYAE,Garden Grove,Prospects,Jeff Chao,"900 W Grove Pkwy, Tempe, AZ, USA",Tempe,AZ,85283,Cat 2,In-Franchise,Cat 3,17749.9,3116 S NOCHE DE PAZ MESA AZ 85202,FDH19,,change,"900 W GROVE PKWY, TEMPE, AZ, 85283"
006WR00000wiNnbYAE,Rancho Las Palmas,Prospects,Jeff Chao,"1249 East Spence Avenue, Tempe, AZ, USA",Tempe,AZ,85281,Cat 2,In-Franchise,Cat 3,12405.5,600 S DOBSON RD UNIT 73 MESA AZ 85202,FB40,,change,"1249 E SPENCE AVE, TEMPE, AZ, 85281"
006WR00000wiNncYAE,University Valley Apartments,Prospects,Jeff Chao,"1115 East Lemon Street, Tempe, AZ, USA",Tempe,AZ,85281,Cat 2,In-Franchise,Cat 3,13778.0,600 S DOBSON RD UNIT 73 MESA AZ 85202,FB40,,change,"1115 E LEMON ST, TEMPE, AZ, 85281"
006WR00000wiNndYAE,The Lennox @ Tempe,Prospects,Jeff Chao,"1655 East Southern Avenue, Tempe, AZ, USA",Tempe,AZ,85282,Cat 2,In-Franchise,Cat 3,7732.6,2756 W JUNQUILLO CIR MESA AZ 85202,FDH10,,change,"1655 E SOUTHERN AVE, TEMPE, AZ, 85282"
006WR00000wiNneYAE,Tempe Park Place,Prospects,Jeff Chao,"4540 S Rural Rd, Tempe, AZ, USA",Tempe,AZ,85282,Cat 2,In-Franchise,Cat 3,10681.9,2665 W BASELINE RD MESA AZ 85202,FDH14,,change,"4540 S RURAL RD, TEMPE, AZ, 85282"
006WR00000wiNnfYAE,Chesapeake,Prospects,Jeff Chao,"200 East Southern Avenue, Tempe, AZ, USA",Tempe,AZ,85282,Cat 2,In-Franchise,Cat 3,14389.1,2765 W JACINTO CIR MESA AZ 85202,FDH14,,change,"200 E SOUTHERN AVE, TEMPE, AZ, 85282"
006WR00000wiNngYAE,Apache Terrace Apartments,Prospects,Jeff Chao,"1123 E Apache Blvd, Tempe, AZ, USA",Tempe,AZ,85281,Cat 2,In-Franchise,Cat 3,13665.5,600 S DOBSON RD UNIT 73 MESA AZ 85202,FB40,,change,"1123 E APACHE BLVD, TEMPE, AZ, 85281"
006WR00000wiNnhYAE,Avana Tempe,Prospects,Jeff Chao,"30 West Carter Drive, Tempe, AZ, USA",Tempe,AZ,85282,Cat 2,In-Franchise,Cat 3,14567.5,2665 W BASELINE RD MESA AZ 85202,FDH14,,change,"30 W CARTER DR, TEMPE, AZ, 85282"
006WR00000wiNniYAE,La Estancia,Prospects,Jeff Chao,"6445 South Maple Avenue, Tempe, AZ, USA",Tempe,AZ,85283,Cat 2,In-Franchise,Cat 3,13868.7,2752 W GUADALUPE RD MESA AZ 85202,FDH20,,change,"6445 S MAPLE AVE, TEMPE, AZ, 85283"
006WR00000wiNnjYAE,Highland Park (Tempe),Prospects,Jeff Chao,"5038 South Hardy Drive, Tempe, AZ, USA",Tempe,AZ,85282,Cat 2,In-Franchise,Cat 3,18331.9,2665 W BASELINE RD MESA AZ 85202,FDH14,,change,"5038 S HARDY DR, TEMPE, AZ, 85282"
006WR00000wiNnkYAE,Omnia Baseline,Prospects,Jeff Chao,1145 W BASELINE RD,Tempe,AZ,85283,Cat 2,In-Franchise,Cat 3,18822.7,2665 W BASELINE RD MESA AZ 85202,FDH14,,change,"1145 W BASELINE RD, TEMPE, AZ, 85283"
006WR00000wiNnlYAE,San Palmilla,Prospects,Jeff Chao,"750 W Baseline Rd, Tempe, AZ, USA",Tempe,AZ,85283,Cat 2,In-Franchise,Cat 3,17021.5,2665 W BASELINE RD MESA AZ 85202,FDH14,,change,"750 W BASELINE RD, TEMPE, AZ, 85283"
006WR00000wiNnmYAE,The Halston,Prospects,Jeff Chao,"1330 W Broadway Rd, Tempe, AZ, USA",Tempe,AZ,85281,Cat 2,In-Franchise,Cat 3,22819.6,2756 W JUNQUILLO CIR MESA AZ 85202,FDH10,,change,"1330 W BROADWAY RD, TEMPE, AZ, 85282"
006WR00000wiNnnYAE,Villa Real,Prospects,Jeff Chao,"2134 E Broadway Rd, Tempe, AZ, USA",Tempe,AZ,85282,Cat 3,In-Franchise,Cat 3,5090.4,600 S DOBSON RD UNIT 73 MESA AZ 85202,FB40,,no_change,"2134 E BROADWAY RD, TEMPE, AZ, 85282"
006WR00000wiNnoYAE,Gila Springs Apartments,Prospects,Jeff Chao,444 N Gila Springs Blvd,Chandler,AZ,85226,Cat 2,In-Franchise,Cat 3,23041.7,3106 N WOODBURNE DR CHANDLER AZ 85224,FDH33,,change,"444 N GILA SPRINGS BLVD, CHANDLER, AZ, 85226"
006WR00000wiNnpYAE,Reflections at Gila Springs Apartment Homes,Prospects,Jeff Chao,"411 N Kyrene Rd, Chandler, AZ, USA",Chandler,AZ,85226,Cat 2,In-Franchise,Cat 3,23840.9,3106 N WOODBURNE DR CHANDLER AZ 85224,FDH33,,change,"411 N KYRENE RD, CHANDLER, AZ, 85226"
006WR00000wiNnqYAE,Stonebridge Ranch Apartments,Prospects,Jeff Chao,"575 W Pecos Rd, Chandler, AZ, USA",Chandler,AZ,85225,Cat 2,In-Franchise,Cat 3,20768.1,1187 W SALMON CT GILBERT AZ 85233,FDH07,,change,"575 W PECOS RD, CHANDLER, AZ, 85225"
006WR00000wiNnrYAE,2150 Apartments,Prospects,Jeff Chao,"2150 South Arizona Avenue, Chandler, AZ, USA",Chandler,AZ,85286,Cat 2,In-Franchise,Cat 3,25647.2,1187 W SALMON CT GILBERT AZ 85233,FDH07,,change,"2150 S ARIZONA AVE, CHANDLER, AZ, 85286"
006WR00000wiNnsYAE,Cantera,Prospects,Jeff Chao,2475 W PECOS RD,Chandler,AZ,85224,Cat 2,In-Franchise,Cat 3,21462.3,3069 N ELLIS ST CHANDLER AZ 85224,FDH33,,change,"2475 W PECOS RD, CHANDLER, AZ, 85224"
006WR00000wiNntYAE,Chandler Meadows,Prospects,Jeff Chao,"501 E Ray Rd, Chandler, AZ, USA",Chandler,AZ,85225,Cat 2,In-Franchise,Cat 3,9639.3,1187 W SALMON CT GILBERT AZ 85233,FDH07,,change,"501 E RAY RD, CHANDLER, AZ, 85225"
006WR00000wiNnuYAE,Montage at Pecos Ranch,Prospects,Jeff Chao,1616 W Germann Rd,Chandler,AZ,85286,Cat 2,In-Franchise,Cat 3,27394.6,3069 N ELLIS ST CHANDLER AZ 85224,FDH33,,change,"1616 W GERMANN RD, CHANDLER, AZ, 85286"
006WR00000wiNnvYAE,Lumiere Chandler Condominiums,Prospects,Jeff Chao,1100 N Priest Dr,Chandler,AZ,85226,Cat 2,In-Franchise,Cat 3,25542.4,3128 S NOCHE DE PAZ MESA AZ 85202,FDH19,,change,"1100 N PRIEST DR, CHANDLER, AZ, 85226"
006WR00000wiNnwYAE,Caldera,Prospects,Jeff Chao,"3939 W Windmills Blvd, Chandler, AZ, USA",Chandler,AZ,85226,Cat 2,In-Franchise,Cat 3,11512.8,3106 N WOODBURNE DR CHANDLER AZ 85224,FDH33,,change,"3939 W WINDMILLS BLVD, CHANDLER, AZ, 85226"
006WR00000wiNnxYAE,The Linq,Prospects,Jeff Chao,125 S Alma School Rd,Chandler,AZ,85224,Cat 2,In-Franchise,Cat 3,19181.8,3069 N ELLIS ST CHANDLER AZ 85224,FDH33,,change,"125 S ALMA SCHOOL RD, CHANDLER, AZ, 85224"
006WR00000wiNnyYAE,Park Tower,Prospects,Jeff Chao,"1283 W Parklane Blvd, Chandler, AZ, USA",Chandler,AZ,85224,Cat 2,In-Franchise,Cat 3,18458.0,3069 N ELLIS ST CHANDLER AZ 85224,FDH33,,change,"1283 W PARKLANE BLVD, CHANDLER, AZ, 85224"
006WR00000wiNnzYAE,909 West Apartments,Prospects,Jeff Chao,"909 W Grove Pkwy, Tempe, AZ, USA",Tempe,AZ,85283,Cat 2,In-Franchise,Cat 3,17621.6,3116 S NOCHE DE PAZ MESA AZ 85202,FDH19,,change,"909 W GROVE PKWY, TEMPE, AZ, 85283"
006WR00000wiNo0YAE,CityScape at Lakeshore Apartments,Prospects,Jeff Chao,"4630 South Lakeshore Drive, Tempe, AZ, USA",Tempe,AZ,85282,Cat 2,In-Franchise,Cat 3,9807.2,2665 W BASELINE RD MESA AZ 85202,FDH14,,change,"4630 S LAKESHORE DR, TEMPE, AZ, 85282"
006WR00000wiNo1YAE,Finisterra,Prospects,Jeff Chao,"1250 W Grove Pkwy, Tempe, AZ, USA",Tempe,AZ,85283,Cat 2,In-Franchise,Cat 3,20198.8,3116 S NOCHE DE PAZ MESA AZ 85202,FDH19,,change,"1250 W GROVE PKWY, TEMPE, AZ, 85283"
006WR00000wiNo2YAE,Emerson Square,Prospects,Jeff Chao,"1701 East 8th Street, Tempe, AZ, USA",Tempe,AZ,85281,Cat 2,In-Franchise,Cat 3,11265.1,600 S DOBSON RD UNIT 73 MESA AZ 85202,FB40,,change,"1701 E 8TH ST, TEMPE, AZ, 85281"
006WR00000wiNo3YAE,Tamarak Apartments,Prospects,Jeff Chao,"1860 E Hayden Ln, Tempe, AZ, USA",Tempe,AZ,85281,Cat 2,In-Franchise,Cat 3,10021.3,600 S DOBSON RD UNIT 73 MESA AZ 85202,FB40,,change,"1860 E HAYDEN LN, TEMPE, AZ, 85281"
006WR00000wiNo4YAE,Tremezzo on the Lake,Prospects,Jeff Chao,"1007 West 1st Street, Tempe, AZ, USA",Tempe,AZ,85281,Cat 2,In-Franchise,Cat 3,23953.7,745 N DOBSON RD UNIT 101 MESA AZ 85201,FB05,,change,"1007 W 1ST ST, TEMPE, AZ, 85281"
006WR00000wiNo5YAE,The Township,Prospects,Jeff Chao,"1295 N Ash St, Gilbert, AZ, USA",Gilbert,AZ,85233,Cat 2,In-Franchise,Cat 3,4951.5,1821 E HOPI AVE MESA AZ 85204,FDH23,,change,"1295 N ASH ST, GILBERT, AZ, 85233"
006WR00000wiNo6YAE,Waterside at Ocotillo,Prospects,Jeff Chao,"4800 S Alma School Rd, Chandler, AZ, USA",Chandler,AZ,85248,Cat 2,In-Franchise,Cat 3,40473.8,1187 W SALMON CT GILBERT AZ 85233,FDH07,,change,"4800 S ALMA SCHOOL RD, CHANDLER, AZ, 85248"
006WR00000wiNo7YAE,Tempe Vista,Prospects,Jeff Chao,"2045 E Broadway Rd, Tempe, AZ, USA",Tempe,AZ,85282,Cat 2,In-Franchise,Cat 3,6365.5,600 S DOBSON RD UNIT 73 MESA AZ 85202,FB40,,change,"2045 E BROADWAY RD, TEMPE, AZ, 85282"
006WR00000wiNo8YAE,IMT Chandler,Prospects,Jeff Chao,"235 E Ray Rd, Chandler, AZ, USA",Chandler,AZ,85225,Cat 2,In-Franchise,Cat 3,10209.6,1187 W SALMON CT GILBERT AZ 85233,FDH07,,change,"235 E RAY RD, CHANDLER, AZ, 85225"
006WR00000wiNo9YAE,Eastridge Apartments,Prospects,Jeff Chao,"1522 East Southern Avenue, Tempe, AZ, USA",Tempe,AZ,85282,Cat 3,In-Franchise,Cat 3,8189.9,2756 W JUNQUILLO CIR MESA AZ 85202,FDH10,,no_change,"1522 E SOUTHERN AVE, TEMPE, AZ, 85282"
006WR00000wiNoAYAU,Tanque Verde,Prospects,Jeff Chao,"7671 E Tanque Verde Rd, Tucson, AZ, USA",Tucson,AZ,85715,Cat 3,In-Franchise,Cat 3,26551.7,3745 E 5TH ST UNIT 5 TUCSON AZ 85716,FB01,,no_change,"7671 E TANQUE VERDE RD, TUCSON, AZ, 85715"
006WR00000wiNoBYAU,Villas Los Duranzos,Prospects,Jeff Chao,"3535 N 1st Ave, Tucson, AZ, USA",Tucson,AZ,85719,Cat 3,In-Franchise,Cat 2,1787.9,332 E YAVAPAI RD UNIT 1104 TUCSON AZ 85705,FB02,,change,"3535 N 1ST AVE, TUCSON, AZ, 85719"
006WR00000wiNoCYAU,Promontory Apartment Homes,Prospects,Jeff Chao,"60 West Stone Loop, Tucson, AZ, USA",Tucson,AZ,85704,Cat 3,In-Franchise,Cat 3,10344.3,320 E YAVAPAI RD UNIT 1110 TUCSON AZ 85705,FB02,,no_change,"60 W STONE LOOP, TUCSON, AZ, 85704"
006WR00000wiNoDYAU,Coronado Villas,Prospects,Jeff Chao,"9225 East Tanque Verde Road, Tucson, AZ, USA",Tucson,AZ,85749,Cat 3,In-Franchise,Cat 3,36670.9,4650 E 29TH ST UNIT 177 TUCSON AZ 85711,FB03,,no_change,"9225 E TANQUE VERDE RD, TUCSON, AZ, 85749"
006WR00000wiNoEYAU,Trails West MHP,Prospects,Jeff Chao,"8401 S Kolb Rd, Tucson, AZ, USA",Tucson,AZ,85756,Cat 3,In-Franchise,,,,,,geocode_failed,No_Match
006WR00000wiNoFYAU,Riverstone,Prospects,Jeff Chao,"6161 E Grant Rd, Tucson, AZ, USA",Tucson,AZ,85712,Cat 3,In-Franchise,Cat 3,17289.4,3745 E 5TH ST UNIT 5 TUCSON AZ 85716,FB01,,no_change,"6161 E GRANT RD, TUCSON, AZ, 85712"
006WR00000wiNoGYAU,Avana River Ranch,Prospects,Jeff Chao,"6152 West Oakland Street, Chandler, AZ, USA",Chandler,AZ,85226,Cat 2,In-Franchise,Cat 3,23080.3,3106 N WOODBURNE DR CHANDLER AZ 85224,FDH33,,change,"6152 W OAKLAND ST, CHANDLER, AZ, 85226"
006WR00000wiNoHYAU,Tides at Parkview,Prospects,Jeff Chao,"1235 W Baseline Rd, Tempe, AZ, USA",Tempe,AZ,85283,Cat 3,In-Franchise,Cat 3,19818.9,2665 W BASELINE RD MESA AZ 85202,FDH14,,no_change,"1235 W BASELINE RD, TEMPE, AZ, 85283"
006WR00000wiNoIYAU,Canyon Oaks,Prospects,Jeff Chao,"600 South Pantano Road, Tucson, AZ, USA",Tucson,AZ,85710,Cat 3,In-Franchise,Cat 3,21972.9,4650 E 29TH ST UNIT 168 TUCSON AZ 85711,FB03,,no_change,"600 S PANTANO RD, TUCSON, AZ, 85710"
006WR00000wiNoJYAU,Rincon Valley MHP,Prospects,Jeff Chao,"3411 South Camino Seco, Tucson, AZ, USA",Tucson,AZ,85745,Cat 3,In-Franchise,Cat 3,27345.6,4650 E 29TH ST UNIT 168 TUCSON AZ 85711,FB03,,no_change,"3411 S CAM SECO, TUCSON, AZ, 85730"
006WR00000wiNoKYAU,Ascension at Ironwood,Prospects,Jeff Chao,"2550 West Ironwood Hill Drive, Tucson, AZ, USA",Tucson,AZ,85745,Cat 3,In-Franchise,Cat 3,17531.6,300 E NAVAJO RD UNIT 1311 TUCSON AZ 85705,FB04,,no_change,"2550 W IRONWOOD HILL DR, TUCSON, AZ, 85745"
006WR00000wiNoLYAU,Fellowship Square - Tucson,Prospects,Jeff Chao,"8111 E Broadway Rd, Mesa, AZ, USA",Tucson,AZ,85710,Cat 3,In-Franchise,Cat 3,24112.2,4650 E 29TH ST UNIT 177 TUCSON AZ 85711,FB03,,no_change,"8111 E BROADWAY BLVD, TUCSON, AZ, 85710"
006WR00000wiNoMYAU,Sycamore Creek Apartments,Prospects,Jeff Chao,"1701 N Wilmot Rd, Tucson, AZ, USA",Tucson,AZ,85712,Cat 3,In-Franchise,Cat 3,17254.3,3745 E 5TH ST UNIT 5 TUCSON AZ 85716,FB01,,no_change,"1701 N WILMOT RD, TUCSON, AZ, 85712"
006WR00000wiNoNYAU,Sorensen Heights,Prospects,Bill Holick,"5425 Mary Street, Omaha, NE, USA",Omaha,NE,68152,Cat 1,In-Franchise,Cat 1,114.3,5414 MARY ST OMAHA NE 68152,FDH20,,no_change,"5425 MARY ST, OMAHA, NE, 68152"
006WR00000wiNoOYAU,Plaza Del Sol MHP,Prospects,Jeff Chao,"1655 West Ajo Way, Tucson, AZ, USA",Tucson,AZ,85713,Cat 3,In-Franchise,Cat 3,32915.9,3701 E 5th St UNIT 3703 TUCSON AZ 85716,FB01,,no_change,"1655 W AJO WAY, TUCSON, AZ, 85713"
006WR00000wiNoPYAU,Lake Pointe Apartments,Prospects,Chuck McNeely,"6111 N Beach St , Fort Worth, TX, USA",Fort Worth,TX,76137,,In-Franchise,Cat 2,1983.0,6901 PARK FOREST DR UNIT 268 FORT WORTH TX 76137,FB22,,fill_blank,"6111 N BEACH ST, FORT WORTH, TX, 76137"
006WR00000wiNoQYAU,Villa Pacific Apartments - Oceanside,Prospects,Jeff Chao,"700 Carey Rd, Oceanside, CA, USA",Oceanside,WA,92058,Cat 3,In-Franchise,Cat 3,10612.0,3720 MISSION AVE OCEANSIDE CA 92058,FDH03,,no_change,"700 N CAREY RD, OCEANSIDE, CA, 92058"
006WR00000wiNoRYAU,Sonoran Vista,Prospects,Brett Spivey,"9340 E Redfield Rd, Scottsdale, AZ, USA",Scottsdale,AZ,85260,Cat 3,In-Franchise,Cat 3,66899.0,14602 N 19TH AVE UNIT 102 PHOENIX AZ 85023,FB01,,no_change,"9340 E REDFIELD RD, SCOTTSDALE, AZ, 85260"
006WR00000wiNoSYAU,Haciendas de la Playa,PAL/ROE Complete,Justin Barry,306 PLAYA BLANCA ENCINITAS CA 92024,Encinitas,CA,92024,Cat 1,In-Franchise,Cat 1,24.1,306 PLAYA BLANCA ENCINITAS CA 92024,FDH47,,no_change,"306 PLAYA BLANCA, ENCINITAS, CA, 92024"
006WR00000wiNoTYAU,Charleston Gardens,Prospects,Jeff Chao,"4880 E Charleston Blvd, Las Vegas, NV, USA",Las Vegas,NV,89104,Cat 3,In-Franchise,Cat 3,1230661.5,8525 TOBIAS AVE UNIT 308 PANORAMA CITY CA 91402,FB03,,no_change,"4880 E CHARLESTON BLVD, LAS VEGAS, NV, 89104"
006WR00000wiNoUYAU,Finn Apartments,Prospects,Chuck McNeely,"221 Stanton Dr, Des Moines IA 50321",Des Moines,IA,50321,,In-Franchise,,,,,,geocode_failed,No_Match
006WR00000wiNoVYAU,Haven at Lone Mountain Apartments,Prospects,Jeff Chao,"5400 W CHEYENNE AVE Las Vegas, NV 89108",Las Vegas,NV,89108,Cat 3,In-Franchise,Cat 3,1207055.5,8525 TOBIAS AVE UNIT 308 PANORAMA CITY CA 91402,FB03,,no_change,"5400 W CHEYENNE AVE, LAS VEGAS, NV, 89108"
006WR00000wiNoWYAU,Lumina on 19th Apartments,Prospects,Brett Spivey,"1905 West Las Palmaritas Drive, Phoenix, AZ, USA",Phoenix,AZ,85021,Cat 3,In-Franchise,Cat 3,22534.4,14602 N 19TH AVE UNIT 128 PHOENIX AZ 85023,FB01,,no_change,"1905 W LAS PALMARITAS DR, PHOENIX, AZ, 85021"
006WR00000wiNoXYAU,Olive Queen Creek,Prospects,Chuck McNeely,"20450 East Ocotillo Road, Queen Creek, AZ, USA",Queen Creek,AZ,85142,,In-Franchise,Cat 3,60044.8,4550 E SOUTHERN AVE UNIT 176 MESA AZ 85206,FB03,,fill_blank,"20450 E OCOTILLO RD, QUEEN CREEK, AZ, 85142"
006WR00000wiNoYYAU,Casa Santa Fe,Prospects,Jeff Wickersham,"11105 North 115th Street, Scottsdale, AZ, USA",Scottsdale,AZ,85259,Cat 3,In-Franchise,Cat 3,55515.8,820 E BROWN RD UNIT 19 MESA AZ 85203,MDU_Aspen Ridge,,no_change,"11105 N 115TH ST, SCOTTSDALE, AZ, 85259"
006WR00000wiNoZYAU,Kaia Pointe,Prospects,Chuck McNeely,"104 Bettie Mae Way, Georgetown, TX, USA",Georgetown,TX,78633,,In-Franchise,Cat 3,10939.1,255 LOGAN RANCH RD GEORGETOWN TX 78628,FDH07,,fill_blank,"104 BETTIE MAE WAY, GEORGETOWN, TX, 78633"
006WR00000wiNoaYAE,Southgate Glen,Prospects,Chuck McNeely,"1712 Martin Dr, Weatherford, TX, USA",Weatherford,TX,76086,Cat 3,In-Franchise,Cat 3,75258.6,600 CHURCH RD AZLE TX 76020,FDH14,,no_change,"1712 MARTIN DR, WEATHERFORD, TX, 76086"
006WR00000wiNobYAE,Gardens of Weatherford,Prospects,Chuck McNeely,"300 Garden Ln, Weatherford, TX, USA",Weatherford,TX,76086,Cat 3,In-Franchise,Cat 3,61502.4,600 CHURCH RD AZLE TX 76020,FDH14,,no_change,"300 GARDEN LN, WEATHERFORD, TX, 76085"
006WR00000wiNocYAE,Jones13,Prospects,Chuck McNeely,"1301 Jones Street, Omaha, NE, USA",Omaha,NE,68102,Cat 1,In-Franchise,Cat 1,104.4,1220 JONES ST OMAHA NE 68102,FDH01,Y,no_change,"1301 JONES ST, OMAHA, NE, 68102"
006WR00000wiNodYAE,Paisley & Pointe at Centennial Hills,Prospects,Jeff Chao,"5850 Sky Pointe Dr, Las Vegas, NV 89130, USA",Las Vegas,NV,89130,Cat 3,In-Franchise,Cat 3,1208567.5,8525 TOBIAS AVE UNIT 308 PANORAMA CITY CA 91402,FB03,,no_change,"5850 SKY POINTE DR, LAS VEGAS, NV, 89130"
006WR00000wiNoeYAE,Country Oaks Apartments,Prospects,Brett Spivey,"1550 S 1000 E, Clearfield UT 84015",Clearfield,UT,84015,Cat 3,In-Franchise,Cat 3,2725897.9,14602 N 19TH AVE UNIT 106 PHOENIX AZ 85023,FB01,,no_change,"1550 S 1000 E, CLEARFIELD, UT, 84015"
006WR00000wiNofYAE,Woodridge Villas,Prospects,Jeff Chao,"1591 Chartered Circle  Las Vegas, NV 89101",Las Vegas,NV,89101,Cat 3,In-Franchise,Cat 3,1225788.0,8525 TOBIAS AVE UNIT 308 PANORAMA CITY CA 91402,FB03,,no_change,"1591 CHARTERED CIR, LAS VEGAS, NV, 89101"
006WR00000wiNogYAE,Senator Richard Bryon Senior Apartments,Prospects,Jeff Chao,"2651 SEARLES AVE Las Vegas, NV 89101",Las Vegas,NV,89101,Cat 3,In-Franchise,,,,,,geocode_failed,No_Match
006WR00000wiNohYAE,Noel Crest Condos HOA,Prospects,Chuck McNeely,"4841 Woodland Ave, West Des Moines, IA 50266, USA",West Des Moines,IA,50266,,In-Franchise,,,,,,geocode_failed,No_Match
006WR00000wiNoiYAE,Lattitude,Prospects,Jeff Chao,"8411 SE Causey Ave, Happy Valley, OR 97086, USA",Happy Valley,OR,97086,Cat 3,In-Franchise,,,,,,geocode_failed,No_Match
006WR00000wiNojYAE,Elysian at Post,Prospects,Jeff Chao,"9280 W Post Rd, Las Vegas, NV, USA",Las Vegas,NV,89148,Cat 3,In-Franchise,Cat 3,1157629.1,8525 TOBIAS AVE UNIT 308 PANORAMA CITY CA 91402,FB03,,no_change,"9280 W POST RD, LAS VEGAS, NV, 89148"
006WR00000wiNokYAE,Foster Greens Apartments,Prospects,Brett Spivey,"13865 Interurban Ave S, Tukwila, WA, USA",Tukwila,WA,98168,Cat 3,In-Franchise,Cat 3,4946315.1,8525 TOBIAS AVE UNIT 124 PANORAMA CITY CA 91402,FB03,,no_change,"13865 INTERURBAN AVE S, TUKWILA, WA, 98168"
006WR00000wiNolYAE,Talisman Condos,Prospects,Jeff Chao,"750 1st St, Lake Oswego, OR 97034",Lake Oswego,OR,97034,Cat 3,In-Franchise,,,,,,geocode_failed,No_Match
006WR00000wiNomYAE,Fiesta Condos,Prospects,Jeff Chao,"8501 W UNIVERSITY AVE Las Vegas, NV 89147",Las Vegas,NV,89147,Cat 3,In-Franchise,Cat 3,1169698.6,8525 TOBIAS AVE UNIT 308 PANORAMA CITY CA 91402,FB03,,no_change,"8501 W UNIVERSITY AVE, LAS VEGAS, NV, 89147"
006WR00000wiNonYAE,Wyndham Villas - Broadmoor,Prospects,Bill Holick,"9307 Western Ave, Omaha, NE",Omaha,NE,68114,Cat 1,In-Franchise,Cat 1,215.4,9315 WESTERN AVE UNIT 3 OMAHA NE 68114,FB24,,no_change,"9307 WESTERN AVE, OMAHA, NE, 68114"
006WR00000wiNooYAE,The Ridge & Shores Apartments,Prospects,Brett Spivey,"31912 3rd Pl SW, Federal Way, WA, USA",Federal Way,WA,98023,Cat 3,In-Franchise,Cat 3,4892815.5,8525 TOBIAS AVE UNIT 124 PANORAMA CITY CA 91402,FB03,,no_change,"31912 3RD PL SW, FEDERAL WAY, WA, 98023"
006WR00000wiNopYAE,Western Sun Apartments,Prospects,Marty Samuels,"615 South Williams, Mesa, AZ 85204, USA",Mesa,AZ,85204,,In-Franchise,Cat 2,1226.6,1753 E 8TH AVE MESA AZ 85204,FDH24,,fill_blank,"615 S WILLIAMS, MESA, AZ, 85204"
006WR00000wiNoqYAE,Viewpoint Apartment Homes,Prospects,Brett Spivey,"21428 Pacific Hwy S, Seattle, WA, USA",Seattle,WA,98198,Cat 3,In-Franchise,Cat 3,4924055.6,8525 TOBIAS AVE UNIT 124 PANORAMA CITY CA 91402,FB03,,no_change,"21428 PACIFIC HWY S, SEATTLE, WA, 98198"
006WR00000wiNorYAE,Jerome Apartments,Prospects,Brett Spivey,"6451 W Bell Rd, Glendale, AZ, USA",Glendale,AZ,85308,Cat 3,In-Franchise,Cat 3,29543.4,14602 N 19TH AVE UNIT 217 PHOENIX AZ 85023,FB01,,no_change,"6451 W BELL RD, GLENDALE, AZ, 85308"
006WR00000wiNosYAE,Sandstone Apartments,Prospects,Bill Holick,"1727 West Emelita Avenue, Mesa, AZ, USA",Mesa,AZ,85202,Cat 1,In-Franchise,Cat 1,52.7,1727 W EMELITA AVE UNIT 1017 MESA AZ 85202,FB46,,no_change,"1727 W EMELITA AVE, MESA, AZ, 85202"
006WR00000wiNotYAE,Lyn Terrace Apartments _Lumen Fl_Marvin,Prospects,Chuck McNeely,"1651 N County Rd 19A, Eustis, FL, USA",Eustis,FL,32726,Cat 3,In-Franchise,Cat 3,4968879.2,4141 HORIZON NORTH PKWY UNIT 1822 DALLAS TX 75287,FB01,,no_change,"1651 CO RD 19A, EUSTIS, FL, 32726"
006WR00000wiNouYAE,Lakeside Heights,Prospects,Brett Spivey,"1375 Pullen Rd, Tallahassee, FL 32303, USA",Tallahassee,FL,32303,Cat 3,In-Franchise,Cat 3,3993340.0,4141 HORIZON NORTH PKWY UNIT 1822 DALLAS TX 75287,FB01,,no_change,"1375 PULLEN RD, TALLAHASSEE, FL, 32303"
006WR00000wiNovYAE,Clarendon,Prospects,Brett Spivey,"105 Warren Avenue North, Seattle, WA, USA",North Seattle,WA,98109,Cat 3,In-Franchise,Cat 3,5001057.0,8525 TOBIAS AVE UNIT 124 PANORAMA CITY CA 91402,FB03,,no_change,"105 WARREN AVE N, SEATTLE, WA, 98109"
006WR00000wiNowYAE,Cinnabar Apts.,Prospects,Brett Spivey,"4141 W Glendale Ave, Glendale, AZ, USA",Glendale,AZ,85051,Cat 3,In-Franchise,Cat 3,32220.1,14602 N 19TH AVE UNIT 225 PHOENIX AZ 85023,FB01,,no_change,"4141 W GLENDALE AVE, PHOENIX, AZ, 85051"
006WR00000wiNoxYAE,Jasper,Prospects,Brett Spivey,"8606 35th Avenue Southwest, Seattle, WA, USA",Seattle,WA,98115,Cat 3,In-Franchise,Cat 3,4969629.2,8525 TOBIAS AVE UNIT 124 PANORAMA CITY CA 91402,FB03,,no_change,"8606 35TH AVE SW, SEATTLE, WA, 98126"
