SF_Id,Agreement_Name,Field,Before,After,Source,Action,Timestamp
a0BWR0000083yGE2AY,AGR-0353,Status__c,Archive,Archive,ironclad_export_2026-08-12_000006_all (IC-4203),PREVIEW,2026-08-11T17:04:33.462221
a0BWR0000083yGE2AY,AGR-0353,Signed_Date__c,,2026-07-22,ironclad_export_2026-08-12_000006_all (IC-4203),PREVIEW,2026-08-11T17:04:33.462244
a0BWR000008xCF32AM,AGR-1576,Status__c,Archive,Archive,ironclad_export_2026-08-12_000006_all (IC-3901),PREVIEW,2026-08-11T17:04:33.462258
a0BWR000008xCF32AM,AGR-1576,Signed_Date__c,,2026-07-27,ironclad_export_2026-08-12_000006_all (IC-3901),PREVIEW,2026-08-11T17:04:33.462270
a0BWR000008xHQ12AM,AGR-1578,Status__c,Archive,Archive,ironclad_export_2026-08-12_000006_all (IC-3904),PREVIEW,2026-08-11T17:04:33.462280
a0BWR000008xHQ12AM,AGR-1578,Signed_Date__c,,2026-07-27,ironclad_export_2026-08-12_000006_all (IC-3904),PREVIEW,2026-08-11T17:04:33.462289
a0BWR000009RyNt2AK,AGR-1598,Status__c,Archive,Completed,ironclad_export_2026-08-12_000006_all (IC-4199),PREVIEW,2026-08-11T17:04:33.462298
a0BWR000009RyNt2AK,AGR-1598,Signed_Date__c,,2026-07-22,ironclad_export_2026-08-12_000006_all (IC-4199),PREVIEW,2026-08-11T17:04:33.462306
a0BWR000009S1X32AK,AGR-1599,Status__c,Archive,Archive,ironclad_export_2026-08-12_000006_all (IC-4205),PREVIEW,2026-08-11T17:04:33.462315
a0BWR000009S1X32AK,AGR-1599,Signed_Date__c,,2026-07-22,ironclad_export_2026-08-12_000006_all (IC-4205),PREVIEW,2026-08-11T17:04:33.462323
a0BWR000009S1bt2AC,AGR-1600,Status__c,Archive,Archive,ironclad_export_2026-08-12_000006_all (IC-4201),PREVIEW,2026-08-11T17:04:33.462331
a0BWR000009S1bt2AC,AGR-1600,Signed_Date__c,,2026-07-22,ironclad_export_2026-08-12_000006_all (IC-4201),PREVIEW,2026-08-11T17:04:33.462340
a0BWR000009S1gj2AC,AGR-1601,Status__c,Archive,Archive,ironclad_export_2026-08-12_000006_all (IC-4200),PREVIEW,2026-08-11T17:04:33.462347
a0BWR000009S1gj2AC,AGR-1601,Signed_Date__c,,2026-07-22,ironclad_export_2026-08-12_000006_all (IC-4200),PREVIEW,2026-08-11T17:04:33.462355
