SF_Id,Agreement_Name,Field,Before,After,Source,Action,Timestamp
a0BWR0000083yKk2AI,AGR-0533,Status__c,Completed,Completed,ironclad_export_2026-05-20 (IC-74),UPDATE,2026-05-22T12:29:26.339532
a0BWR0000083yKk2AI,AGR-0533,Signed_Date__c,2025-04-04,2025-04-03,ironclad_export_2026-05-20 (IC-74),UPDATE,2026-05-22T12:29:26.339549
a0BWR0000083yOm2AI,AGR-0783,Status__c,Completed,Completed,ironclad_export_2026-05-20 (IC-87),UPDATE,2026-05-22T12:29:26.339559
a0BWR0000083yOm2AI,AGR-0783,Signed_Date__c,2025-04-01,2025-03-28,ironclad_export_2026-05-20 (IC-87),UPDATE,2026-05-22T12:29:26.339568
a0BWR0000083yTo2AI,AGR-0895,Status__c,Completed,Completed,ironclad_export_2026-05-20 (IC-110),UPDATE,2026-05-22T12:29:26.339575
a0BWR0000083yTo2AI,AGR-0895,Signed_Date__c,2025-12-04,2025-12-02,ironclad_export_2026-05-20 (IC-110),UPDATE,2026-05-22T12:29:26.339582
a0BWR0000083yTu2AI,AGR-0901,Status__c,Completed,Completed,ironclad_export_2026-05-20 (IC-117),UPDATE,2026-05-22T12:29:26.339588
a0BWR0000083yTu2AI,AGR-0901,Signed_Date__c,2025-03-10,2025-03-07,ironclad_export_2026-05-20 (IC-117),UPDATE,2026-05-22T12:29:26.339594
a0BWR0000083yUu2AI,AGR-0963,Status__c,Completed,Completed,ironclad_export_2026-05-20 (IC-150),UPDATE,2026-05-22T12:29:26.339600
a0BWR0000083yUu2AI,AGR-0963,Signed_Date__c,2025-04-11,2025-04-10,ironclad_export_2026-05-20 (IC-150),UPDATE,2026-05-22T12:29:26.339607
a0BWR0000083yV42AI,AGR-0973,Status__c,Completed,Completed,ironclad_export_2026-05-20 (IC-161),UPDATE,2026-05-22T12:29:26.339613
a0BWR0000083yV42AI,AGR-0973,Signed_Date__c,2025-04-25,2025-04-23,ironclad_export_2026-05-20 (IC-161),UPDATE,2026-05-22T12:29:26.339618
a0BWR0000083yV72AI,AGR-0976,Status__c,Completed,Completed,ironclad_export_2026-05-20 (IC-162),UPDATE,2026-05-22T12:29:26.339624
a0BWR0000083yV72AI,AGR-0976,Signed_Date__c,2025-04-25,2025-04-23,ironclad_export_2026-05-20 (IC-162),UPDATE,2026-05-22T12:29:26.339629
a0BWR0000083yVA2AY,AGR-0979,Status__c,Completed,Completed,ironclad_export_2026-05-20 (IC-163),UPDATE,2026-05-22T12:29:26.339635
a0BWR0000083yVA2AY,AGR-0979,Signed_Date__c,2025-04-25,2025-04-23,ironclad_export_2026-05-20 (IC-163),UPDATE,2026-05-22T12:29:26.339640
a0BWR0000083yVG2AY,AGR-0985,Status__c,Completed,Completed,ironclad_export_2026-05-20 (IC-142),UPDATE,2026-05-22T12:29:26.339646
a0BWR0000083yVG2AY,AGR-0985,Signed_Date__c,2025-04-25,2025-04-23,ironclad_export_2026-05-20 (IC-142),UPDATE,2026-05-22T12:29:26.339651
a0BWR0000083yVY2AY,AGR-1003,Status__c,Completed,Completed,ironclad_export_2026-05-20 (IC-148),UPDATE,2026-05-22T12:29:26.339657
a0BWR0000083yVY2AY,AGR-1003,Signed_Date__c,2025-04-15,2025-04-14,ironclad_export_2026-05-20 (IC-148),UPDATE,2026-05-22T12:29:26.339662
a0BWR0000083yWI2AY,AGR-1049,Status__c,Completed,Completed,ironclad_export_2026-05-20 (IC-267),UPDATE,2026-05-22T12:29:26.339667
a0BWR0000083yWI2AY,AGR-1049,Signed_Date__c,2025-11-25,2025-11-24,ironclad_export_2026-05-20 (IC-267),UPDATE,2026-05-22T12:29:26.339673
