Action,SF_Id,Agreement_Name,IronClad_ID,IronClad_Record_Id,Conflict_Agreement,Source,Timestamp
PREVIEW,a0BWR0000083yCA2AY,AGR-0101,IC-145,a0HWR00000uWAym2AG,,link_orphan_ironclad_agreements.py,2026-06-12T11:46:40.989341
PREVIEW,a0BWR0000083yCB2AY,AGR-0102,IC-741,a0HWR00000nfOrb2AE,,link_orphan_ironclad_agreements.py,2026-06-12T11:46:40.989358
PREVIEW,a0BWR0000083yH22AI,AGR-0403,IC-2860,a0HWR00000rCSNK2A4,,link_orphan_ironclad_agreements.py,2026-06-12T11:46:40.989365
PREVIEW,a0BWR0000083yKY2AY,AGR-0521,IC-108,a0HWR00000rDEN12AO,,link_orphan_ironclad_agreements.py,2026-06-12T11:46:40.989371
PREVIEW,a0BWR0000083yKp2AI,AGR-0538,IC-1166,a0HWR00000ng2rI2AQ,,link_orphan_ironclad_agreements.py,2026-06-12T11:46:40.989376
PREVIEW,a0BWR0000083yKt2AI,AGR-0542,IC-1296,a0HWR00000ng2rN2AQ,,link_orphan_ironclad_agreements.py,2026-06-12T11:46:40.989381
PREVIEW,a0BWR0000083yLA2AY,AGR-0559,IC-1166,a0HWR00000ng2rI2AQ,,link_orphan_ironclad_agreements.py,2026-06-12T11:46:40.989410
PREVIEW,a0BWR0000083yLE2AY,AGR-0563,IC-1166,a0HWR00000ng2rI2AQ,,link_orphan_ironclad_agreements.py,2026-06-12T11:46:40.989423
PREVIEW,a0BWR0000083yLH2AY,AGR-0566,IC-1166,a0HWR00000ng2rI2AQ,,link_orphan_ironclad_agreements.py,2026-06-12T11:46:40.989428
PREVIEW,a0BWR0000083yLJ2AY,AGR-0568,IC-1166,a0HWR00000ng2rI2AQ,,link_orphan_ironclad_agreements.py,2026-06-12T11:46:40.989433
PREVIEW,a0BWR0000083yLL2AY,AGR-0570,IC-1166,a0HWR00000ng2rI2AQ,,link_orphan_ironclad_agreements.py,2026-06-12T11:46:40.989437
PREVIEW,a0BWR0000083yM02AI,AGR-0611,IC-1166,a0HWR00000ng2rI2AQ,,link_orphan_ironclad_agreements.py,2026-06-12T11:46:40.989449
PREVIEW,a0BWR0000083yM52AI,AGR-0616,IC-1166,a0HWR00000ng2rI2AQ,,link_orphan_ironclad_agreements.py,2026-06-12T11:46:40.989454
PREVIEW,a0BWR0000083yMA2AY,AGR-0621,IC-1166,a0HWR00000ng2rI2AQ,,link_orphan_ironclad_agreements.py,2026-06-12T11:46:40.989459
PREVIEW,a0BWR0000083yMF2AY,AGR-0626,IC-1166,a0HWR00000ng2rI2AQ,,link_orphan_ironclad_agreements.py,2026-06-12T11:46:40.989463
PREVIEW,a0BWR0000083yMK2AY,AGR-0631,IC-1166,a0HWR00000ng2rI2AQ,,link_orphan_ironclad_agreements.py,2026-06-12T11:46:40.989468
