Id,Name,Circuit_ID__c,Unit__c,Activated__c,Address_Activation_Date__c,Address_Deactivated__c,Import_DateTime__c,Parent_Business_Base_Address
a02WR00000FcNBtYAN,13409 HASLET CT HASLET TX 76052,TX0602-022000049A,,No,,No,2025-10-06T18:04:52.000+0000,13409 HASLET CT HASLET TX
a02WR00000FcNBvYAN,13410 WILLOW SPRINGS RD HASLET TX 76052,TX0602-026000019A,,No,,No,2025-10-06T18:04:52.000+0000,13410 WILLOW SPRINGS RD HASLET TX
a02WR00000FcNBwYAN,13412 HASLET CT HASLET TX 76052,TX0602-022000045A,,No,,No,2025-10-06T18:04:52.000+0000,13412 HASLET CT HASLET TX
a02WR00000FcNBxYAN,13413 HASLET CT HASLET TX 76052,TX0602-022000080A,,No,,No,2025-10-06T18:04:52.000+0000,13413 HASLET CT HASLET TX
a02WR00000FcNByYAN,13416 HASLET CT HASLET TX 76052,TX0602-022000071A,,No,,No,2025-10-06T18:04:52.000+0000,13416 HASLET CT HASLET TX
a02WR00000FcNBzYAN,13417 HASLET CT HASLET TX 76052,TX0602-022000065A,,No,,No,2025-10-06T18:04:52.000+0000,13417 HASLET CT HASLET TX
a02WR00000FcNC0YAN,13420 HASLET CT HASLET TX 76052,TX0602-022000070A,,No,,No,2025-10-06T18:04:52.000+0000,13420 HASLET CT HASLET TX
a02WR00000FcNC1YAN,13424 HASLET CT HASLET TX 76052,TX0602-022000078A,,Yes,2024-04-30,No,2025-10-06T18:04:52.000+0000,13424 HASLET CT HASLET TX
a02WR00000FcNC3YAN,13430 WILLOW SPRINGS RD HASLET TX 76052,TX0602-026000016A,,No,,No,2025-10-06T18:04:52.000+0000,13430 WILLOW SPRINGS RD HASLET TX
a02WR00000FcNC5YAN,1345 MELODY LN KELLER TX 76262,TX0603-002000112A,,No,,No,2025-10-06T18:04:52.000+0000,1345 MELODY LN KELLER TX
a02WR00000FcNC7YAN,13450 WILLOW SPRINGS RD HASLET TX 76052,TX0602-026000017A,,No,,No,2025-10-06T18:04:52.000+0000,13450 WILLOW SPRINGS RD HASLET TX
a02WR00000FcNC8YAN,13458 WILLOW SPRINGS RD HASLET TX 76052,TX0602-026000011A,,No,,No,2025-10-06T18:04:52.000+0000,13458 WILLOW SPRINGS RD HASLET TX
a02WR00000FcNCAYA3,13460 WILLOW SPRINGS RD HASLET TX 76052,TX0602-026000024A,,No,,No,2025-10-06T18:04:52.000+0000,13460 WILLOW SPRINGS RD HASLET TX
a02WR00000FcNCVYA3,13504 BATES ASTON RD HASLET TX 76052,TX0602-022000062A,,No,,No,2025-10-06T18:04:52.000+0000,13504 BATES ASTON RD HASLET TX
a02WR00000FcNCWYA3,13504 NORTHWEST CT HASLET TX 76052,TX0602-022000068A,,No,,No,2025-10-06T18:04:52.000+0000,13504 NORTHWEST CT HASLET TX
a02WR00000FcNCXYA3,13505 BATES ASTON RD HASLET TX 76052,TX0602-022000019A,,No,,No,2025-10-06T18:04:52.000+0000,13505 BATES ASTON RD HASLET TX
a02WR00000FcNCYYA3,13505 HASLET CT HASLET TX 76052,TX0602-022000017A,,No,,No,2025-10-06T18:04:52.000+0000,13505 HASLET CT HASLET TX
a02WR00000FcNCZYA3,13505 NORTHWEST CT HASLET TX 76052,TX0602-022000022A,,No,,No,2025-10-06T18:04:52.000+0000,13505 NORTHWEST CT HASLET TX
a02WR00000FcNCaYAN,13508 BATES ASTON RD HASLET TX 76052,TX0602-022000052A,,No,,No,2025-10-06T18:04:52.000+0000,13508 BATES ASTON RD HASLET TX
a02WR00000FcNCcYAN,13510 WILLOW SPRINGS RD HASLET TX 76052,TX0602-026000005A,,No,,No,2025-10-06T18:04:52.000+0000,13510 WILLOW SPRINGS RD HASLET TX
a02WR00000FcNCdYAN,13511 BATES ASTON RD HASLET TX 76052,TX0602-022000060A,,No,,No,2025-10-06T18:04:52.000+0000,13511 BATES ASTON RD HASLET TX
a02WR00000FcNCeYAN,13512 BATES ASTON RD HASLET TX 76052,TX0602-022000050A,,No,,No,2025-10-06T18:04:52.000+0000,13512 BATES ASTON RD HASLET TX
a02WR00000FcNDgYAN,5618 TRAVIS ST WATAUGA TX 76148,TX0607-007000083A,,No,,No,2025-10-06T18:04:52.000+0000,5618 TRAVIS ST WATAUGA TX
a02WR00000FcNDhYAN,5620 TRAVIS ST WATAUGA TX 76148,TX0607-007000093A,,No,,No,2025-10-06T18:04:52.000+0000,5620 TRAVIS ST WATAUGA TX
a02WR00000FcNDyYAN,5641 WATAUGA RD WATAUGA TX 76148,TX0607-007000078A,,No,,No,2025-10-06T18:04:52.000+0000,5641 WATAUGA RD WATAUGA TX
a02WR00000FcNFtYAN,13516 BATES ASTON RD HASLET TX 76052,TX0602-022000066A,,No,,No,2025-10-06T18:04:52.000+0000,13516 BATES ASTON RD HASLET TX
a02WR00000FcNG1YAN,1355 MELODY LN KELLER TX 76262,TX0603-002000155A,,No,,No,2025-10-06T18:04:52.000+0000,1355 MELODY LN KELLER TX
a02WR00000FcNGDYA3,13600 WILLOW SPRINGS RD HASLET TX 76052,TX0602-026000022A,,No,,No,2025-10-06T18:04:52.000+0000,13600 WILLOW SPRINGS RD HASLET TX
a02WR00000FcNGEYA3,13608 BATES ASTON RD HASLET TX 76052,TX0602-022000084A,,No,,No,2025-10-06T18:04:52.000+0000,13608 BATES ASTON RD HASLET TX
a02WR00000FcNGFYA3,13609 BATES ASTON RD HASLET TX 76052,TX0602-022000076A,,No,,No,2025-10-06T18:04:52.000+0000,13609 BATES ASTON RD HASLET TX
a02WR00000FcNGGYA3,13616 BATES ASTON RD HASLET TX 76052,TX0602-022000075A,,No,,No,2025-10-06T18:04:52.000+0000,13616 BATES ASTON RD HASLET TX
a02WR00000FcNGHYA3,13617 BATES ASTON RD HASLET TX 76052,TX0602-022000046A,,No,,No,2025-10-06T18:04:52.000+0000,13617 BATES ASTON RD HASLET TX
a02WR00000FcNGIYA3,13624 BATES ASTON RD HASLET TX 76052,TX0602-022000018A,,No,,No,2025-10-06T18:04:52.000+0000,13624 BATES ASTON RD HASLET TX
a02WR00000FcNGJYA3,13625 BATES ASTON RD HASLET TX 76052,TX0602-022000059A,,No,,No,2025-10-06T18:04:52.000+0000,13625 BATES ASTON RD HASLET TX
a02WR00000FcNGKYA3,13632 BATES ASTON RD HASLET TX 76052,TX0602-022000058A,,No,,No,2025-10-06T18:04:52.000+0000,13632 BATES ASTON RD HASLET TX
a02WR00000FcNGLYA3,13633 BATES ASTON RD HASLET TX 76052,TX0602-022000069A,,No,,No,2025-10-06T18:04:52.000+0000,13633 BATES ASTON RD HASLET TX
a02WR00000FcNGMYA3,13640 BATES ASTON RD HASLET TX 76052,TX0602-022000073A,,No,,No,2025-10-06T18:04:52.000+0000,13640 BATES ASTON RD HASLET TX
a02WR00000FcNGNYA3,13641 BATES ASTON RD HASLET TX 76052,TX0602-022000074A,,No,,No,2025-10-06T18:04:52.000+0000,13641 BATES ASTON RD HASLET TX
a02WR00000FcNGOYA3,13648 BATES ASTON RD HASLET TX 76052,TX0602-022000048A,,No,,No,2025-10-06T18:04:52.000+0000,13648 BATES ASTON RD HASLET TX
a02WR00000FcNGWYA3,13709 BATES ASTON RD HASLET TX 76052,TX0602-022000061A,,No,,No,2025-10-06T18:04:52.000+0000,13709 BATES ASTON RD HASLET TX
a02WR00000FcNGXYA3,13716 BATES ASTON RD HASLET TX 76052,TX0602-022000044A,,No,,No,2025-10-06T18:04:52.000+0000,13716 BATES ASTON RD HASLET TX
a02WR00000FcNGYYA3,13717 BATES ASTON RD HASLET TX 76052,TX0602-022000077A,,No,,No,2025-10-06T18:04:52.000+0000,13717 BATES ASTON RD HASLET TX
a02WR00000FcNGZYA3,13725 BATES ASTON RD HASLET TX 76052,TX0602-022000057A,,No,,No,2025-10-06T18:04:52.000+0000,13725 BATES ASTON RD HASLET TX
a02WR00000FcNGaYAN,13732 BATES ASTON RD HASLET TX 76052,TX0602-022000038A,,No,,No,2025-10-06T18:04:52.000+0000,13732 BATES ASTON RD HASLET TX
a02WR00000FcNGbYAN,13733 BATES ASTON RD HASLET TX 76052,TX0602-022000051A,,No,,No,2025-10-06T18:04:52.000+0000,13733 BATES ASTON RD HASLET TX
a02WR00000FcNGdYAN,1375 RANDOL MILL AVE SOUTHLAKE TX 76092,TX0603-006000014A,,No,,No,2025-10-06T18:04:52.000+0000,1375 RANDOL MILL AVE SOUTHLAKE TX
a02WR00000FcNGjYAN,13809 BATES ASTON RD HASLET TX 76052,TX0602-022000020A,,No,,No,2025-10-06T18:04:52.000+0000,13809 BATES ASTON RD HASLET TX
a02WR00000FcNGkYAN,13816 BATES ASTON RD HASLET TX 76052,TX0602-022000054A,,No,,No,2025-10-06T18:04:52.000+0000,13816 BATES ASTON RD HASLET TX
a02WR00000FcNGlYAN,13817 BATES ASTON RD HASLET TX 76052,TX0602-022000010A,,No,,No,2025-10-06T18:04:52.000+0000,13817 BATES ASTON RD HASLET TX
a02WR00000FcNGmYAN,13824 BATES ASTON RD HASLET TX 76052,TX0602-022000015A,,No,,No,2025-10-06T18:04:52.000+0000,13824 BATES ASTON RD HASLET TX
a02WR00000FcNGoYAN,13825 BATES ASTON RD HASLET TX 76052,TX0602-022000016A,,No,,No,2025-10-06T18:04:52.000+0000,13825 BATES ASTON RD HASLET TX
a02WR00000FcNGwYAN,13908 BATES ASTON RD HASLET TX 76052,TX0602-022000007A,,No,,No,2025-10-06T18:04:52.000+0000,13908 BATES ASTON RD HASLET TX
a02WR00000FcNGxYAN,13909 BATES ASTON RD HASLET TX 76052,TX0602-022000011A,,No,,No,2025-10-06T18:04:52.000+0000,13909 BATES ASTON RD HASLET TX
a02WR00000FcNGyYAN,13916 BATES ASTON RD HASLET TX 76052,TX0602-022000085A,,No,,No,2025-10-06T18:04:52.000+0000,13916 BATES ASTON RD HASLET TX
a02WR00000FcNH0YAN,13920 BATES ASTON RD HASLET TX 76052,TX0602-022000063A,,No,,No,2025-10-06T18:04:52.000+0000,13920 BATES ASTON RD HASLET TX
a02WR00000FcNH1YAN,13924 BATES ASTON RD HASLET TX 76052,TX0602-022000014A,,No,,No,2025-10-06T18:04:52.000+0000,13924 BATES ASTON RD HASLET TX
a02WR00000FcNH2YAN,13925 BATES ASTON RD HASLET TX 76052,TX0602-022000064A,,No,,No,2025-10-06T18:04:52.000+0000,13925 BATES ASTON RD HASLET TX
a02WR00000FcNH4YAN,13932 BATES ASTON RD HASLET TX 76052,TX0602-022000013A,,No,,No,2025-10-06T18:04:52.000+0000,13932 BATES ASTON RD HASLET TX
a02WR00000FcNH5YAN,13933 BATES ASTON RD HASLET TX 76052,TX0602-022000009A,,No,,No,2025-10-06T18:04:52.000+0000,13933 BATES ASTON RD HASLET TX
a02WR00000FcNI2YAN,14008 BATES ASTON RD HASLET TX 76052,TX0602-022000006A,,No,,No,2025-10-06T18:04:52.000+0000,14008 BATES ASTON RD HASLET TX
a02WR00000FcNI4YAN,1401 DARYLL LN KELLER TX 76262,TX0603-002000127A,,No,,No,2025-10-06T18:04:52.000+0000,1401 DARYLL LN KELLER TX
a02WR00000FcNIKYA3,14016 BATES ASTON RD HASLET TX 76052,TX0602-022000012A,,No,,No,2025-10-06T18:04:52.000+0000,14016 BATES ASTON RD HASLET TX
a02WR00000FcNIQYA3,14025 BATES ASTON RD HASLET TX 76052,TX0602-022000083A,,No,,No,2025-10-06T18:04:52.000+0000,14025 BATES ASTON RD HASLET TX
a02WR00000FcNIhYAN,1405 MELODY LN KELLER TX 76262,TX0603-002000119A,,No,,No,2025-10-06T18:04:52.000+0000,1405 MELODY LN KELLER TX
a02WR00000FcNMfYAN,1415 MELODY LN KELLER TX 76262,TX0603-002000170A,,No,,No,2025-10-06T18:04:52.000+0000,1415 MELODY LN KELLER TX
a02WR00000FcNMzYAN,1425 MELODY LN KELLER TX 76262,TX0603-002000116A,,No,,No,2025-10-06T18:04:52.000+0000,1425 MELODY LN KELLER TX
a02WR00000FcNNhYAN,1431 ROANOKE RD KELLER TX 76248,TX0603-002000109A,,No,,No,2025-10-06T18:04:52.000+0000,1431 ROANOKE RD KELLER TX
a02WR00000FcNNiYAN,14319 JOHN DAY RD JUSTIN TX 76247,TX0602-025000006A,,No,,No,2025-10-06T18:04:52.000+0000,14319 JOHN DAY RD JUSTIN TX
a02WR00000FcNNkYAN,1432 ROANOKE RD KELLER TX 76248,TX0603-002000138A,,No,,No,2025-10-06T18:04:52.000+0000,1432 ROANOKE RD KELLER TX
a02WR00000FcNNmYAN,1435 MELODY LN KELLER TX 76262,TX0603-002000142A,,No,,No,2025-10-06T18:04:52.000+0000,1435 MELODY LN KELLER TX
a02WR00000FcNO5YAN,1445 MELODY LN KELLER TX 76262,TX0603-002000148A,,No,,No,2025-10-06T18:04:52.000+0000,1445 MELODY LN KELLER TX
a02WR00000FcNO7YAN,1446 ROANOKE RD KELLER TX 76248,TX0603-002000146A,,No,,No,2025-10-06T18:04:52.000+0000,1446 ROANOKE RD KELLER TX
a02WR00000FcNO8YAN,1447 ROANOKE RD KELLER TX 76248,TX0603-002000108A,,No,,No,2025-10-06T18:04:52.000+0000,1447 ROANOKE RD KELLER TX
a02WR00000FcNOmYAN,1455 W DOVE RD WESTLAKE TX 76092,TX0603-006000017A,,Yes,2024-09-26,No,2025-10-06T18:04:52.000+0000,1455 W DOVE RD WESTLAKE TX
a02WR00000FcNPDYA3,148 MOUNT GILEAD RD KELLER TX 76248,TX0603-001000026A,,No,,No,2025-10-06T18:04:52.000+0000,148 MOUNT GILEAD RD KELLER TX
a02WR00000FcNPJYA3,1480 BROWN LN SOUTHLAKE TX 76092,TX0603-006000008A,,No,,No,2025-10-06T18:04:52.000+0000,1480 BROWN LN SOUTHLAKE TX
a02WR00000FcNPNYA3,1483 BROWN LN SOUTHLAKE TX 76092,TX0603-006000013A,,No,,No,2025-10-06T18:04:52.000+0000,1483 BROWN LN SOUTHLAKE TX
a02WR00000FcNQjYAN,602 SCHOOLHOUSE RD HASLET TX 76052,TX0602-034000201A,,No,,No,2025-10-06T18:04:52.000+0000,602 SCHOOLHOUSE RD HASLET TX
a02WR00000FcNQmYAN,602 W 3RD ST JUSTIN TX 76247,TX0602-021000134A,,No,,No,2025-10-06T18:04:52.000+0000,602 W 3RD ST JUSTIN TX
a02WR00000FcNRBYA3,603 W 4TH ST JUSTIN TX 76247,TX0602-021000183A,,No,,No,2025-10-06T18:04:52.000+0000,603 W 4TH ST JUSTIN TX
a02WR00000FcNRxYAN,606 W 1ST ST JUSTIN TX 76247,TX0602-021000138A,,No,,No,2025-10-06T18:04:52.000+0000,606 W 1ST ST JUSTIN TX
a02WR00000FcNTMYA3,1501 MELODY LN KELLER TX 76262,TX0603-002000115A,,No,,No,2025-10-06T18:04:52.000+0000,1501 MELODY LN KELLER TX
a02WR00000FcNTcYAN,1504 BELLECHASE DR KELLER TX 76262,TX0603-002000147A,,No,,No,2025-10-06T18:04:52.000+0000,1504 BELLECHASE DR KELLER TX
a02WR00000FcNURYA3,1513 MELODY LN KELLER TX 76262,TX0603-002000137A,,No,,No,2025-10-06T18:04:52.000+0000,1513 MELODY LN KELLER TX
a02WR00000FcNUpYAN,1520 RANDOL MILL AVE SOUTHLAKE TX 76092,TX0603-006000004A,,No,,No,2025-10-06T18:04:52.000+0000,1520 RANDOL MILL AVE SOUTHLAKE TX
a02WR00000FcNUzYAN,1525 MELODY LN KELLER TX 76262,TX0603-002000167A,,No,,No,2025-10-06T18:04:52.000+0000,1525 MELODY LN KELLER TX
a02WR00000FcNXGYA3,613 BLUE MOUND RD E HASLET TX 76052,TX0605-018000184A,,No,,No,2025-10-06T18:04:52.000+0000,613 BLUE MOUND E RD HASLET TX
a02WR00000FcNXMYA3,6132 PINE ST WATAUGA TX 76148,TX0607-007000033A,,No,,No,2025-10-06T18:04:52.000+0000,6132 PINE ST WATAUGA TX
a02WR00000FcNZKYA3,1560 RANDOL MILL AVE SOUTHLAKE TX 76092,TX0603-006000009A,,No,,No,2025-10-06T18:04:52.000+0000,1560 RANDOL MILL AVE SOUTHLAKE TX
a02WR00000FcNZbYAN,1580 RANDOL MILL AVE SOUTHLAKE TX 76092,TX0603-006000003A,,No,,No,2025-10-06T18:04:52.000+0000,1580 RANDOL MILL AVE SOUTHLAKE TX
a02WR00000FcNZeYAN,1584 RANDOL MILL AVE SOUTHLAKE TX 76092,TX0603-006000002A,,No,,No,2025-10-06T18:04:52.000+0000,1584 RANDOL MILL AVE SOUTHLAKE TX
a02WR00000FcNZkYAN,1590 RANDOL MILL AVE SOUTHLAKE TX 76092,TX0603-006000007A,,No,,No,2025-10-06T18:04:52.000+0000,1590 RANDOL MILL AVE SOUTHLAKE TX
a02WR00000FcNbSYAV,1615 RANDOL MILL AVE SOUTHLAKE TX 76092,TX0603-006000005A,,No,,No,2025-10-06T18:04:52.000+0000,1615 RANDOL MILL AVE SOUTHLAKE TX
a02WR00000FcNbpYAF,1629 SUMMER LANE LN KELLER TX 76262,TX0603-002000135A,,No,,No,2025-10-06T18:04:52.000+0000,1629 SUMMER LANE LN KELLER TX
a02WR00000FcNc0YAF,164 MOUNT GILEAD RD KELLER TX 76248,TX0603-001000004A,,No,,No,2025-10-06T18:04:52.000+0000,164 MOUNT GILEAD RD KELLER TX
a02WR00000FcNc5YAF,1645 SUMMER LN KELLER TX 76262,TX0603-002000152A,,No,,No,2025-10-06T18:04:52.000+0000,1645 SUMMER LN KELLER TX
a02WR00000FcNcKYAV,1650 RANDOL MILL AVE SOUTHLAKE TX 76092,TX0603-006000001A,,No,,No,2025-10-06T18:04:52.000+0000,1650 RANDOL MILL AVE SOUTHLAKE TX
a02WR00000FcNcsYAF,6216 TEN MILE BRIDGE RD FORT WORTH TX 76179,TX0601-006000011A,,No,,No,2025-10-06T18:04:52.000+0000,6216 TEN MILE BRIDGE RD FORT WORTH TX
a02WR00000FcNd6YAF,6228 TEN MILE BRIDGE RD FORT WORTH TX 76179,TX0601-006000014A,,No,,No,2025-10-06T18:04:52.000+0000,6228 TEN MILE BRIDGE RD FORT WORTH TX
a02WR00000FcNfXYAV,637 BLUE MOUND RD E HASLET TX 76052,TX0605-018000185A,,No,,No,2025-10-06T18:04:52.000+0000,637 BLUE MOUND E RD HASLET TX
a02WR00000FcNgnYAF,1665 SUMMER LN KELLER TX 76262,TX0603-002000117A,,No,,No,2025-10-06T18:04:52.000+0000,1665 SUMMER LN KELLER TX
a02WR00000FcNh1YAF,1685 SUMMER LN KELLER TX 76262,TX0603-002000120A,,No,,No,2025-10-06T18:04:52.000+0000,1685 SUMMER LN KELLER TX
a02WR00000FcNhpYAF,17004 CARDINAS RD JUSTIN TX 76247,TX0602-021000164A,,No,,No,2025-10-06T18:04:52.000+0000,17004 CARDINAS RD JUSTIN TX
a02WR00000FcNjkYAF,643 ASTORIA AVE AZLE TX 76020,TX0601-007000237A,,No,,No,2025-10-06T18:04:52.000+0000,643 ASTORIA AVE AZLE TX
a02WR00000FcNjvYAF,646 ASTORIA AVE AZLE TX 76020,TX0601-007000219A,,No,,No,2025-10-06T18:04:52.000+0000,646 ASTORIA AVE AZLE TX
a02WR00000FcNk0YAF,647 E COLUMBIA DR AZLE TX 76020,TX0601-007000218A,,No,,No,2025-10-06T18:04:52.000+0000,647 E COLUMBIA DR AZLE TX
a02WR00000FcNk3YAF,648 E COLUMBIA DR AZLE TX 76020,TX0601-007000220A,,No,,No,2025-10-06T18:04:52.000+0000,648 E COLUMBIA DR AZLE TX
a02WR00000FcNklYAF,653 ALAMEDA RD AZLE TX 76020,TX0601-007000208A,,No,,No,2025-10-06T18:04:52.000+0000,653 ALAMEDA RD AZLE TX
a02WR00000FcNl4YAF,656 ALAMEDA RD AZLE TX 76020,TX0601-007000196A,,No,,No,2025-10-06T18:04:52.000+0000,656 ALAMEDA RD AZLE TX
a02WR00000FcNlHYAV,660 WELLS BURNETT RD AZLE TX 76020,TX0601-007000209A,,No,,No,2025-10-06T18:04:52.000+0000,660 WELLS BURNETT RD AZLE TX
a02WR00000FcNlJYAV,6600 WELLS BURNETT RD FORT WORTH TX 76135,TX0601-007000215A,,No,,No,2025-10-06T18:04:52.000+0000,6600 WELLS BURNETT RD FORT WORTH TX
a02WR00000FcNlpYAF,6620 WELLS BURNETT RD FORT WORTH TX 76135,TX0601-007000231A,,No,,No,2025-10-06T18:04:52.000+0000,6620 WELLS BURNETT RD FORT WORTH TX
a02WR00000FcNnxYAF,1725 SUMMER LN KELLER TX 76262,TX0603-002000134A,,No,,No,2025-10-06T18:04:52.000+0000,1725 SUMMER LN KELLER TX
a02WR00000FcNojYAF,1745 SUMMER LN KELLER TX 76262,TX0603-002000124A,,No,,No,2025-10-06T18:04:52.000+0000,1745 SUMMER LN KELLER TX
a02WR00000FcNp4YAF,1765 SUMMER LN KELLER TX 76262,TX0603-002000150A,,No,,No,2025-10-06T18:04:52.000+0000,1765 SUMMER LN KELLER TX
a02WR00000FcNp7YAF,1774 AVONDALE HASLET RD FORT WORTH TX 76052,TX0602-030000294A,,No,,No,2025-10-06T18:04:52.000+0000,1774 AVONDALE HASLET RD FORT WORTH TX
a02WR00000FcNp9YAF,1785 SUMMER LN KELLER TX 76262,TX0603-002000165A,,No,,No,2025-10-06T18:04:52.000+0000,1785 SUMMER LN KELLER TX
a02WR00000FcNpWYAV,6649 WELLS BURNETT RD FORT WORTH TX 76135,TX0601-007000206A,,No,,No,2025-10-06T18:04:52.000+0000,6649 WELLS BURNETT RD FORT WORTH TX
a02WR00000FcNpjYAF,6650 WELLS BURNETT RD FORT WORTH TX 76135,TX0601-007000200A,,No,,No,2025-10-06T18:04:52.000+0000,6650 WELLS BURNETT RD FORT WORTH TX
a02WR00000FcNqpYAF,6740 WELLS BURNETT RD FORT WORTH TX 76135,TX0601-007000226A,,No,,No,2025-10-06T18:04:52.000+0000,6740 WELLS BURNETT RD FORT WORTH TX
a02WR00000FcNqtYAF,6750 WELLS BURNETT RD FORT WORTH TX 76135,TX0601-007000205A,,No,,No,2025-10-06T18:04:52.000+0000,6750 WELLS BURNETT RD FORT WORTH TX
a02WR00000FcNqwYAF,6760 WELLS BURNETT RD FORT WORTH TX 76135,TX0601-007000224A,,No,,No,2025-10-06T18:04:52.000+0000,6760 WELLS BURNETT RD FORT WORTH TX
a02WR00000FcNqzYAF,6770 WELLS BURNETT RD FORT WORTH TX 76135,TX0601-007000204A,,No,,No,2025-10-06T18:04:52.000+0000,6770 WELLS BURNETT RD FORT WORTH TX
a02WR00000FcNr0YAF,6780 WELLS BURNETT RD FORT WORTH TX 76135,TX0601-007000228A,,No,,No,2025-10-06T18:04:52.000+0000,6780 WELLS BURNETT RD FORT WORTH TX
a02WR00000FcNyUYAV,700 DUNAWAY LN AZLE TX 76020,TX0601-010000037A,,No,,No,2025-10-06T18:04:52.000+0000,700 DUNAWAY LN AZLE TX
a02WR00000FcNzLYAV,7000 STRAWBERRY WAY FORT WORTH TX 76137,TX0604-009000063A,,No,,No,2025-10-06T18:04:52.000+0000,7000 STRAWBERRY WAY FORT WORTH TX
a02WR00000FcNzNYAV,7000 WAYFARER TRL FORT WORTH TX 76137,TX0604-009000050A,,No,,No,2025-10-06T18:04:52.000+0000,7000 WAYFARER TRL FORT WORTH TX
a02WR00000FcNzPYAV,7001 BUTTONWOOD DR FORT WORTH TX 76137,TX0604-009000061A,,No,,No,2025-10-06T18:04:52.000+0000,7001 BUTTONWOOD DR FORT WORTH TX
a02WR00000FcO0aYAF,702 S WHITE CHAPEL BLVD SOUTHLAKE TX 76092,TX0606-007000023A,,No,,No,2025-10-06T18:04:52.000+0000,702 S WHITE CHAPEL BLVD SOUTHLAKE TX
a02WR00000FcO0bYAF,702 SCHOOLHOUSE RD HASLET TX 76052,TX0602-034000190A,,No,,No,2025-10-06T18:04:52.000+0000,702 SCHOOLHOUSE RD HASLET TX
a02WR00000FcO10YAF,1825 SUMMER LN KELLER TX 76262,TX0603-002000161A,,No,,No,2025-10-06T18:04:52.000+0000,1825 SUMMER LN KELLER TX
a02WR00000FcO3NYAV,1845 SUMMER LN KELLER TX 76262,TX0603-002000154A,,No,,No,2025-10-06T18:04:52.000+0000,1845 SUMMER LN KELLER TX
a02WR00000FcO3UYAV,1851 BEAM DR SOUTHLAKE TX 76092,TX0603-006000015A,,No,,No,2025-10-06T18:04:52.000+0000,1851 BEAM DR SOUTHLAKE TX
a02WR00000FcO48YAF,704 BLUE MOUND RD E HASLET TX 76052,TX0605-018000194A,,No,,No,2025-10-06T18:04:52.000+0000,704 BLUE MOUND E RD HASLET TX
a02WR00000FcO4YYAV,705 HENDERSON ST KILLEEN TX 76541,TX1310-012000033A,,No,,No,2025-10-06T18:04:52.000+0000,705 HENDERSON ST KILLEEN TX
a02WR00000FcO4eYAF,705 SOUTHEAST PKWY AZLE TX 76020,TX0601-010000076A,,No,,No,2025-10-06T18:04:52.000+0000,705 SOUTHEAST PKWY AZLE TX
a02WR00000FcO55YAF,708 DUNAWAY LN AZLE TX 76020,TX0601-010000124A,,No,,No,2025-10-06T18:04:52.000+0000,708 DUNAWAY LN AZLE TX
a02WR00000FcO5LYAV,709 SOUTHEAST PKWY AZLE TX 76020,TX0601-010000077A,,No,,No,2025-10-06T18:04:52.000+0000,709 SOUTHEAST PKWY AZLE TX
a02WR00000FcO67YAF,712 DUNAWAY LN AZLE TX 76020,TX0601-010000056A,,No,,No,2025-10-06T18:04:52.000+0000,712 DUNAWAY LN AZLE TX
a02WR00000FcO6CYAV,712 W 1ST ST JUSTIN TX 76247,TX0602-021000188A,,No,,No,2025-10-06T18:04:52.000+0000,712 W 1ST ST JUSTIN TX
a02WR00000FcO6SYAV,715 S WHITE CHAPEL BLVD SOUTHLAKE TX 76092,TX0606-007000022A,,No,,No,2025-10-06T18:04:52.000+0000,715 S WHITE CHAPEL BLVD SOUTHLAKE TX
a02WR00000FcO6dYAF,716 DUNAWAY LN AZLE TX 76020,TX0601-010000031A,,No,,No,2025-10-06T18:04:52.000+0000,716 DUNAWAY LN AZLE TX
a02WR00000FcO80YAF,1865 SUMMER LN KELLER TX 76262,TX0603-002000160A,,No,,No,2025-10-06T18:04:52.000+0000,1865 SUMMER LN KELLER TX
a02WR00000FcO8KYAV,1885 SUMMER LN KELLER TX 76262,TX0603-002000168A,,No,,No,2025-10-06T18:04:52.000+0000,1885 SUMMER LN KELLER TX
a02WR00000FcOALYA3,718 KATY RD KELLER TX 76244,TX0606-018000003A,,No,,No,2025-10-06T18:04:52.000+0000,718 KATY RD KELLER TX
a02WR00000FcOAVYA3,720 DUNAWAY LN AZLE TX 76020,TX0601-010000135A,,No,,No,2025-10-06T18:04:52.000+0000,720 DUNAWAY LN AZLE TX
a02WR00000FcOAhYAN,720 W 1ST ST JUSTIN TX 76247,TX0602-021000123A,,No,,No,2025-10-06T18:04:52.000+0000,720 W 1ST ST JUSTIN TX
a02WR00000FcOCBYA3,724 DUNAWAY LN AZLE TX 76020,TX0601-010000086A,,No,,No,2025-10-06T18:04:52.000+0000,724 DUNAWAY LN AZLE TX
a02WR00000FcOCaYAN,728 DUNAWAY LN AZLE TX 76020,TX0601-010000061A,,No,,No,2025-10-06T18:04:52.000+0000,728 DUNAWAY LN AZLE TX
a02WR00000FcOCgYAN,730 MOUNT GILEAD RD KELLER TX 76248,TX0603-001000027A,,No,,No,2025-10-06T18:04:52.000+0000,730 MOUNT GILEAD RD KELLER TX
a02WR00000FcODYYA3,732 DUNAWAY LN AZLE TX 76020,TX0601-010000115A,,No,,No,2025-10-06T18:04:52.000+0000,732 DUNAWAY LN AZLE TX
a02WR00000FcOEWYA3,1925 SUMMER LN KELLER TX 76262,TX0603-002000136A,,No,,No,2025-10-06T18:04:52.000+0000,1925 SUMMER LN KELLER TX
